"nid","list_date","title","plazo","denominacion","auction","maturity","settlement","nominal_bid","nominal_alloc","nominal_2nd","cash_alloc","cash_2nd","btc","avg_yield","marginal_yield"
"43728","2025-12-04","Subasta de Bonos a 5 años","5 AÑOS","B 2,70%","2025-12-04","2030-01-31","2025-12-09","2909.39","1479.32","0.00","1526.44","0.00","1.97","2.471","2.480"
"43730","2025-12-04","Subasta de Obligaciones €i a 10 años","","O€i 1,15%","2025-12-04","2036-11-30","2025-12-09","1265.66","480.66","0.00","483.59","0.00","2.63","1.463","1.469"
"43732","2025-12-04","Subasta de Obligaciones a 10 años","10 AÑOS","O 0,85% (VR 11a 8m)","2025-12-04","2037-07-30","2025-12-09","2505.80","1400.80","0.00","1064.55","0.00","1.79","3.414","3.422"
"43876","2025-12-09","Subasta de Letras a 3 meses","3 MESES","","2025-12-09","2026-03-06","2025-12-12","1751.43","816.18","0.00","812.43","0.00","2.15","1.974","1.999"
"43877","2025-12-09","Subasta de Letras a 9 meses","9 MESES","","2025-12-09","2026-09-04","2025-12-12","2641.37","1436.37","0.00","1415.41","0.00","1.84","1.999","2.016"
"43960","2026-01-08","Subasta de Bonos a 5 años","5 AÑOS","O 3,00% (7A)","2026-01-08","2033-01-31","2026-01-13","4177.29","2012.28","447.02","2036.06","452.21","2.08","2.938","2.943"
"43961","2026-01-08","Subasta de Bonos a 5 años","5 AÑOS","B 2,70%","2026-01-08","2030-01-31","2026-01-13","6219.03","2813.87","611.67","2906.40","631.73","2.21","2.508","2.512"
"43964","2026-01-08","Subasta de Obligaciones a 15 años","15 AÑOS","O 3,45% (20A)","2026-01-08","2043-07-30","2026-01-13","2724.46","1458.37","314.39","1415.21","304.83","1.87","3.806","3.814"
"43966","2026-01-08","Subasta de Obligaciones €i a 10 años","","O€i 1,15%","2026-01-08","2036-11-30","2026-01-13","1376.10","726.10","158.07","728.52","158.48","1.90","1.508","1.517"
"44035","2026-01-13","Subasta de Letras a 6 meses","6 MESES","","2026-01-13","2026-07-10","2026-01-16","3909.30","1948.14","41.81","1929.51","41.40","2.01","1.981","2.002"
"44036","2026-01-13","Subasta de Letras a 12 meses","12 MESES","","2026-01-13","2027-01-15","2026-01-16","6294.50","4129.09","355.33","4045.75","348.12","1.52","2.032","2.048"
"44044","2026-01-15","Subasta de Bonos a 3 años","3 AÑOS","O 2,35%","2026-01-15","2029-03-31","2026-01-20","4895.97","3250.95","623.03","3251.05","622.97","1.51","2.342","2.348"
"44046","2026-01-15","Subasta de Obligaciones a 15 años","15 AÑOS","O 3,50%","2026-01-15","2041-01-31","2026-01-20","3050.77","1505.77","322.86","1522.57","326.25","2.03","3.670","3.678"
"44128","2026-01-20","Subasta de Letras a 3 meses","3 MESES","","2026-01-20","2026-04-10","2026-01-23","2257.23","975.94","0.00","971.86","0.00","2.31","1.954","1.978"
"44129","2026-01-20","Subasta de Letras a 9 meses","9 MESES","","2026-01-20","2026-10-09","2026-01-23","3471.04","2026.04","0.00","1997.28","0.00","1.71","1.998","2.008"
"44347","2026-02-03","Subasta de Letras a 6 meses","6 MESES","","2026-02-03","2026-08-07","2026-02-06","3341.76","1809.64","0.00","1791.73","0.00","1.85","1.973","1.985"
"44348","2026-02-03","Subasta de Letras a 12 meses","12 MESES","","2026-02-03","2027-02-05","2026-02-06","5975.07","4324.72","78.00","4237.63","76.42","1.38","2.028","2.039"
"44351","2026-02-05","Subasta de Bonos a 3 años","3 AÑOS","O 2,35%","2026-02-05","2029-03-31","2026-02-10","3701.89","1531.82","307.81","1533.94","308.21","2.42","2.341","2.346"
"44352","2026-02-05","Subasta de Bonos a 5 años","5 AÑOS","O 3,00% (7A)","2026-02-05","2033-01-31","2026-02-10","4292.86","2367.47","508.78","2383.18","512.03","1.81","2.905","2.910"
"44355","2026-02-05","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,20% (VR 9a 9m)","2026-02-05","2035-10-31","2026-02-10","4694.50","1939.44","4.65","1952.70","4.68","2.42","3.223","3.226"
"44359","2026-02-05","Subasta de Obligaciones €i a 10 años","","O€i 0,70% (VR 7a 10m)","2026-02-05","2033-11-30","2026-02-10","1541.69","645.66","10.00","792.81","12.27","2.39","1.078","1.085"
"44439","2026-02-10","Subasta de Letras a 3 meses","3 MESES","","2026-02-10","2026-05-08","2026-02-13","2121.79","1045.38","0.00","1040.66","0.00","2.03","1.939","1.947"
"44440","2026-02-10","Subasta de Letras a 9 meses","9 MESES","","2026-02-10","2026-11-06","2026-02-13","3424.91","1974.88","0.00","1945.87","0.00","1.73","2.015","2.022"
"44458","2026-02-19","Subasta de Bonos a 3 años","3 AÑOS","B 3,50% (VR 3a 3m)","2026-02-19","2029-05-31","2026-02-24","3463.67","1200.00","222.95","1276.59","237.15","2.89","2.273","2.278"
"44459","2026-02-19","Subasta de Bonos a 5 años","5 AÑOS","B 2,60%","2026-02-19","2031-05-31","2026-02-24","5060.19","2600.00","568.30","2602.44","568.70","1.95","2.577","2.584"
"44462","2026-02-19","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,30%","2026-02-19","2036-04-30","2026-02-24","4110.20","1630.12","306.32","1652.75","310.51","2.52","3.167","3.170"
"44671","2026-03-03","Subasta de Letras a 6 meses","6 MESES","","2026-03-03","2026-09-04","2026-03-06","3797.45","1707.18","0.00","1689.54","0.00","2.22","2.059","2.077"
"44672","2026-03-03","Subasta de Letras a 12 meses","12 MESES","","2026-03-03","2027-03-05","2026-03-06","7192.66","4227.34","0.00","4138.32","0.00","1.70","2.121","2.137"
"44675","2026-03-05","Subasta de Bonos a 3 años","3 AÑOS","B 2,35%","2026-03-05","2029-03-31","2026-03-10","4026.35","1800.00","0.00","1802.70","0.00","2.24","2.398","2.404"
"44676","2026-03-05","Subasta de Bonos a 5 años","5 AÑOS","O 3,00% (7A)","2026-03-05","2033-01-31","2026-03-10","4304.94","2334.93","0.00","2362.16","0.00","1.84","2.859","2.863"
"44679","2026-03-05","Subasta de Obligaciones €i a 10 años","","O€i 1,15%","2026-03-05","2036-11-30","2026-03-10","1238.06","592.06","105.72","607.18","108.34","2.09","1.292","1.301"
"44681","2026-03-05","Subasta de Obligaciones a 15 años","15 AÑOS","O 3,50%","2026-03-05","2041-01-31","2026-03-10","2580.47","1210.40","0.00","1200.05","0.00","2.13","3.605","3.609"
"44763","2026-03-10","Subasta de Letras a 3 meses","3 MESES","","2026-03-10","2026-06-05","2026-03-13","1780.03","984.78","0.00","980.28","0.00","1.81","1.964","1.981"
"44764","2026-03-10","Subasta de Letras a 9 meses","9 MESES","","2026-03-10","2026-12-04","2026-03-13","3194.69","2014.58","0.00","1982.84","0.00","1.59","2.164","2.175"
"44782","2026-03-19","Subasta de Bonos a 5 años","5 AÑOS","O 2,55% (VR 6a 7m)","2026-03-19","2032-10-31","2026-03-24","2772.91","945.91","0.00","925.66","0.00","2.93","3.079","3.087"
"44783","2026-03-19","Subasta de Bonos a 5 años","5 AÑOS","B 2,60%","2026-03-19","2031-05-31","2026-03-24","4710.97","2633.97","0.00","2596.78","0.00","1.79","2.934","2.943"
"44786","2026-03-19","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,30%","2026-03-19","2036-04-30","2026-03-24","4446.01","1970.94","0.00","1951.24","0.00","2.26","3.476","3.484"
"44927","2026-04-07","Subasta de Letras a 6 meses","6 MESES","","2026-04-07","2026-10-09","2026-04-10","3326.06","2050.56","427.67","2026.25","422.56","1.62","2.362","2.391"
"44928","2026-04-07","Subasta de Letras a 12 meses","12 MESES","","2026-04-07","2027-04-09","2026-04-10","5328.85","4388.70","909.09","4275.29","885.45","1.21","2.611","2.640"
"44931","2026-04-09","Subasta de Bonos a 3 años","3 AÑOS","B 2,35%","2026-04-09","2029-03-31","2026-04-14","3932.61","1932.58","0.00","1912.94","0.00","2.03","2.734","2.737"
"44932","2026-04-09","Subasta de Bonos a 5 años","5 AÑOS","B 2,60%","2026-04-09","2031-05-31","2026-04-14","3770.75","2083.72","0.00","2059.62","0.00","1.81","2.915","2.923"
"44935","2026-04-09","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,30%","2026-04-09","2036-04-30","2026-04-14","3601.21","1761.14","0.00","1753.24","0.00","2.04","3.435","3.440"
"44937","2026-04-09","Subasta de Obligaciones €i a 10 años","","O€i 1,15%","2026-04-09","2036-11-30","2026-04-14","1267.10","676.06","0.00","691.23","0.00","1.87","1.320","1.328"
"45022","2026-04-14","Subasta de Letras a 3 meses","3 MESES","","2026-04-14","2026-07-10","2026-04-17","2388.44","998.40","129.74","993.50","129.10","2.39","2.111","2.123"
"45023","2026-04-14","Subasta de Letras a 9 meses","9 MESES","","2026-04-14","2027-01-15","2026-04-17","3533.39","1718.25","250.12","1686.72","245.52","2.06","2.461","2.471"
"45026","2026-04-16","Subasta de Bonos a 5 años","5 AÑOS","O 3,00 % (7A)","2026-04-16","2033-01-31","2026-04-21","4345.46","2222.41","445.44","2222.24","445.35","1.96","3.107","3.111"
"45027","2026-04-16","Subasta de Bonos a 5 años","5 AÑOS","O 3,10% (VR 5a 3m)","2026-04-16","2031-07-30","2026-04-21","4512.58","2020.57","387.07","2084.04","399.15","2.23","2.911","2.917"
"45030","2026-04-16","Subasta de Obligaciones a 15 años","15 AÑOS","O 3,50%","2026-04-16","2041-01-31","2026-04-21","3082.40","1410.13","277.31","1366.44","268.57","2.19","3.845","3.851"
"45184","2026-05-05","Subasta de Letras a 6 meses","6 MESES","","2026-05-05","2026-11-06","2026-05-08","4396.17","2033.70","408.26","2009.66","403.39","2.16","2.357","2.389"
"45185","2026-05-05","Subasta de Letras a 12 meses","12 MESES","","2026-05-05","2027-05-07","2026-05-08","7190.37","4429.26","812.68","4313.94","791.46","1.62","2.635","2.651"
"45191","2026-05-07","Subasta de Obligaciones a 15 años","15 AÑOS","O 5,15% (VR 18a 6m)","2026-05-07","2044-10-31","2026-05-12","2185.52","1069.37","0.00","1277.33","0.00","2.04","3.863","3.869"
"45194","2026-05-07","Subasta de Obligaciones €i a 15 años","","O€i 2,05%","2026-05-07","2039-11-30","2026-05-12","1407.92","702.92","143.69","824.40","168.36","2.00","1.492","1.502"
"45279","2026-05-12","Subasta de Letras a 3 meses","3 MESES","","2026-05-12","2026-08-07","2026-05-15","2487.67","826.85","24.95","822.71","24.82","3.01","2.154","2.163"
"45280","2026-05-12","Subasta de Letras a 9 meses","9 MESES","","2026-05-12","2027-02-05","2026-05-15","4135.89","1685.71","298.13","1654.92","292.68","2.45","2.514","2.521"
"45296","2026-05-21","Subasta de Bonos a 5 años","5 AÑOS","O 3,00% (7A)","2026-05-21","2033-01-31","2026-05-26","4072.24","2200.23","451.01","2199.15","450.69","1.85","3.164","3.169"
"45297","2026-05-21","Subasta de Bonos a 5 años","5 AÑOS","O 2,60 %","2026-05-21","2031-05-31","2026-05-26","4715.15","2585.14","537.89","2558.73","532.30","1.82","2.959","2.964"
"45300","2026-05-21","Subasta de Obligaciones a 30 años","30 AÑOS","O 1,00% (VR 24a 5m)","2026-05-21","2050-10-31","2026-05-26","2322.30","1269.78","261.88","674.19","138.93","1.83","4.115","4.122"
"45590","2026-06-02","Subasta de Letras a 6 meses","6 MESES","","2026-06-02","2026-12-04","2026-06-05","4622.43","1981.63","0.00","1958.03","0.00","2.33","2.376","2.398"
"45591","2026-06-02","Subasta de Letras a 12 meses","12 MESES","","2026-06-02","2027-06-04","2026-06-05","7675.02","4500.00","0.00","4386.69","0.00","1.71","2.543","2.567"
"45661","2026-06-04","Subasta de Bonos a 3 años","3 AÑOS","B 2,35%","2026-06-04","2029-03-31","2026-06-09","4543.66","1840.61","0.00","1827.65","0.00","2.47","2.772","2.775"
"45662","2026-06-04","Subasta de Bonos a 5 años","5 AÑOS","O 3,10 % (VR 5a 2m)","2026-06-04","2031-07-30","2026-06-09","4303.35","1581.70","0.00","1635.07","0.00","2.72","2.947","2.949"
"45665","2026-06-04","Subasta de Obligaciones €i a 15 años","","O€i 2,05%","2026-06-04","2039-11-30","2026-06-09","1072.57","592.57","0.00","697.08","0.00","1.81","1.570","1.577"
"45667","2026-06-04","Subasta de Obligaciones a 15 años","15 AÑOS","O 3,50%","2026-06-04","2041-01-31","2026-06-09","3280.53","1550.00","0.00","1514.97","0.00","2.12","3.813","3.817"
"45750","2026-06-09","Subasta de Letras a 3 meses","3 MESES","","2026-06-09","2026-09-04","2026-06-12","2668.95","663.78","0.00","660.33","0.00","4.02","2.239","2.244"
"45751","2026-06-09","Subasta de Letras a 9 meses","9 MESES","","2026-06-09","2027-03-05","2026-06-12","4328.56","2298.35","0.00","2256.33","0.00","1.88","2.518","2.524"
"45768","2026-06-18","Subasta de Bonos a 5 años","5 AÑOS","O 3,00% (7A)","2026-06-18","2033-01-31","2026-06-23","3583.79","1953.70","0.00","1972.54","0.00","1.83","3.032","3.038"
"45770","2026-06-18","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,40%","2026-06-18","2036-10-31","2026-06-23","4774.12","2552.08","0.00","2560.44","0.00","1.87","3.383","3.386"
"45771","2026-06-18","Subasta de Obligaciones a 15 años","15 AÑOS","O 4,90% (VR 14a 1m)","2026-06-18","2040-07-30","2026-06-23","2583.65","1326.60","0.00","1567.17","0.00","1.95","3.635","3.641"
"45911","2026-07-02","Subasta de Bonos a 5 años","5 AÑOS","O 2,60%","2026-07-02","2031-05-31","2026-07-07","3557.75","1984.58","145.23","1968.25","144.01","1.79","2.835","2.840"
"45913","2026-07-02","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,40%","2026-07-02","2036-10-31","2026-07-07","4009.91","2213.81","0.00","2221.65","0.00","1.81","3.395","3.399"
"45986","2026-07-07","Subasta de Letras a 6 meses","6 MESES","","2026-07-07","2027-01-15","2026-07-10","3983.20","1576.00","0.00","1556.43","0.00","2.53","2.385","2.409"
"45987","2026-07-07","Subasta de Letras a 12 meses","12 MESES","","2026-07-07","2027-07-09","2026-07-10","6159.49","4040.97","0.00","3940.90","0.00","1.52","2.500","2.523"
"46007","2026-07-14","Subasta de Letras a 3 meses","3 MESES","","2026-07-14","2026-10-09","2026-07-17","2076.78","896.56","133.67","891.63","132.94","2.32","2.366","2.376"
"46008","2026-07-14","Subasta de Letras a 9 meses","9 MESES","","2026-07-14","2027-04-09","2026-07-17","3629.95","1229.88","185.44","1206.46","181.91","2.95","2.623","2.630"
"46012","2026-07-16","Subasta de Bonos a 3 años","3 AÑOS","O 2,35%","2026-07-16","2029-03-31","2026-07-21","5365.29","2610.27","0.00","2593.69","0.00","2.06","2.867","2.871"
"46013","2026-07-16","Subasta de Bonos a 5 años","5 AÑOS","O 3,55% (VR 7a 3m)","2026-07-16","2033-10-31","2026-07-21","3508.93","1771.89","236.72","1845.45","246.49","1.98","3.297","3.301"
"46016","2026-07-16","Subasta de Obligaciones a 30 años","30 AÑOS","O 3,95%","2026-07-16","2056-10-31","2026-07-21","3057.73","1591.73","322.68","1525.68","309.13","1.92","4.286","4.290"
"46172","2026-08-04","Subasta de Letras a 6 meses","6 MESES","","2026-08-04","2027-02-05","2026-08-07","4209.26","1865.55","344.96","1842.23","340.64","2.26","2.496","2.512"
"46173","2026-08-04","Subasta de Letras a 12 meses","12 MESES","","2026-08-04","2027-08-06","2026-08-07","6870.19","4350.00","807.27","4235.61","785.98","1.58","2.663","2.679"
"46176","2026-08-06","Subasta de Bonos a 5 años","5 AÑOS","O 3,00% (7A)","2026-08-06","2033-01-31","2026-08-11","3402.01","1565.01","0.00","1572.37","0.00","2.17","3.188","3.191"
"46177","2026-08-06","Subasta de Bonos a 5 años","5 AÑOS","B 2,60%","2026-08-06","2031-05-31","2026-08-11","4265.36","1849.86","0.00","1825.76","0.00","2.31","3.005","3.008"
"46180","2026-08-06","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,40%","2026-08-06","2036-10-31","2026-08-11","4530.57","1900.00","0.00","1889.26","0.00","2.38","3.542","3.545"
"46184","2026-08-06","Subasta de Obligaciones €i a 15 años","","O€i 2,05%","2026-08-06","2039-11-30","2026-08-11","1344.92","727.92","142.36","851.20","166.34","1.85","1.715","1.724"
"46265","2026-08-11","Subasta de Letras a 3 meses","3 MESES","","2026-08-11","2026-11-06","2026-08-14","2438.08","867.81","17.71","862.99","17.61","2.81","2.387","2.399"
"46266","2026-08-11","Subasta de Letras a 9 meses","9 MESES","","2026-08-11","2027-05-07","2026-08-14","3555.06","1204.63","140.32","1181.84","137.66","2.95","2.605","2.615"
"46355","2026-09-03","Subasta de Bonos a 3 años","3 AÑOS","B 2,35%","2026-09-03","2029-03-31","2026-09-08","4593.29","2063.28","433.87","2047.42","430.48","2.23","3.079","3.085"
"46356","2026-09-03","Subasta de Bonos a 5 años","5 AÑOS","B 2,60%","2026-09-03","2031-05-31","2026-09-08","3555.31","1575.31","332.88","1541.53","325.69","2.26","3.255","3.260"
"46359","2026-09-03","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,30% (VR 9a 8m)","2026-09-03","2036-04-30","2026-09-08","4576.04","1996.03","415.35","1949.81","405.71","2.29","3.736","3.737"
"46442","2026-09-08","Subasta de Letras a 9 meses","9 MESES","","2026-09-08","2027-06-04","2026-09-11","3950.92","1475.89","0.00","1446.18","0.00","2.68","2.776","2.783"
