record_date,catg,close
2011-05-16,D,9717694
2011-05-16,I,4627843
2011-05-17,D,9708670
2011-05-17,I,4636855
2011-05-18,D,9718513
2011-05-18,I,4627000
2011-05-19,D,9716153
2011-05-19,I,4629358
2011-05-20,D,9717285
2011-05-20,I,4628213
2011-05-23,D,9716225
2011-05-23,I,4629237
2011-05-24,D,9712166
2011-05-24,I,4633283
2011-05-25,D,9722807
2011-05-25,I,4622629
2011-05-26,D,9717579
2011-05-26,I,4627862
2011-05-27,D,9717864
2011-05-27,I,4627564
2011-05-31,D,9723456
2011-05-31,I,4621212
2011-06-01,D,9736529
2011-06-01,I,4608127
2011-06-02,D,9735617
2011-06-02,I,4609090
2011-06-03,D,9741263
2011-06-03,I,4603431
2011-06-06,D,9738557
2011-06-06,I,4606101
2011-06-07,D,9734031
2011-06-07,I,4610615
2011-06-08,D,9743261
2011-06-08,I,4601373
2011-06-09,D,9750040
2011-06-09,I,4594598
2011-06-10,D,9750131
2011-06-10,I,4594495
2011-06-13,D,9747654
2011-06-13,I,4596937
2011-06-14,D,9741977
2011-06-14,I,4602601
2011-06-15,D,9747702
2011-06-15,I,4596865
2011-06-16,D,9742787
2011-06-16,I,4601785
2011-06-17,D,9739506
2011-06-17,I,4605054
2011-06-20,D,9738108
2011-06-20,I,4606416
2011-06-21,D,9732784
2011-06-21,I,4611728
2011-06-22,D,9741623
2011-06-22,I,4602878
2011-06-23,D,9738039
2011-06-23,I,4606464
2011-06-24,D,9739124
2011-06-24,I,4605368
2011-06-27,D,9736653
2011-06-27,I,4607804
2011-06-28,D,9731228
2011-06-28,I,4613217
2011-06-29,D,9738246
2011-06-29,I,4606188
2011-06-30,D,9742223
2011-06-30,I,4600864
2011-07-01,D,9761785
2011-07-01,I,4581294
2011-07-05,D,9754033
2011-07-05,I,4589001
2011-07-06,D,9748842
2011-07-06,I,4594180
2011-07-07,D,9749919
2011-07-07,I,4593102
2011-07-08,D,9749085
2011-07-08,I,4593926
2011-07-11,D,9744963
2011-07-11,I,4598014
2011-07-12,D,9741328
2011-07-12,I,4601638
2011-07-13,D,9752020
2011-07-13,I,4590934
2011-07-14,D,9750504
2011-07-14,I,4592450
2011-07-15,D,9753604
2011-07-15,I,4589338
2011-07-18,D,9753843
2011-07-18,I,4589066
2011-07-19,D,9753904
2011-07-19,I,4588994
2011-07-20,D,9753658
2011-07-20,I,4589230
2011-07-21,D,9747385
2011-07-21,I,4595500
2011-07-22,D,9748189
2011-07-22,I,4594685
2011-07-25,D,9747197
2011-07-25,I,4595644
2011-07-26,D,9747272
2011-07-26,I,4595558
2011-07-27,D,9747743
2011-07-27,I,4595076
2011-07-28,D,9753190
2011-07-28,I,4589676
2011-07-29,D,9755796
2011-07-29,I,4586574
2011-08-01,D,9783069
2011-08-01,I,4559289
2011-08-02,D,9907753
2011-08-02,I,4672952
2011-08-03,D,9907655
2011-08-03,I,4666953
2011-08-04,D,9894847
2011-08-04,I,4670123
2011-08-05,D,9914994
2011-08-05,I,4669506
2011-08-08,D,9915516
2011-08-08,I,4672212
2011-08-09,D,9915946
2011-08-09,I,4676046
2011-08-10,D,9916296
2011-08-10,I,4665661
2011-08-11,D,9921147
2011-08-11,I,4666765
2011-08-12,D,9921179
2011-08-12,I,4666014
2011-08-15,D,9946618
2011-08-15,I,4668949
2011-08-16,D,9946507
2011-08-16,I,4645735
2011-08-17,D,9946351
2011-08-17,I,4666842
2011-08-18,D,9952610
2011-08-18,I,4667587
2011-08-19,D,9972503
2011-08-19,I,4666737
2011-08-22,D,9972290
2011-08-22,I,4640146
2011-08-23,D,9973104
2011-08-23,I,4676186
2011-08-24,D,9973600
2011-08-24,I,4665508
2011-08-25,D,9989044
2011-08-25,I,4664504
2011-08-26,D,9990047
2011-08-26,I,4663781
2011-08-29,D,9989974
2011-08-29,I,4634818
2011-08-30,D,9990127
2011-08-30,I,4632518
2011-08-31,D,10024253
2011-08-31,I,4660040
2011-09-01,D,10058385
2011-09-01,I,4639030
2011-09-02,D,10058567
2011-09-02,I,4636295
2011-09-06,D,10058277
2011-09-06,I,4640349
2011-09-07,D,10073860
2011-09-07,I,4643897
2011-09-08,D,10067649
2011-09-08,I,4617901
2011-09-09,D,10067729
2011-09-09,I,4644009
2011-09-12,D,10067695
2011-09-12,I,4620564
2011-09-13,D,10067653
2011-09-13,I,4650215
2011-09-14,D,10067923
2011-09-14,I,4615988
2011-09-15,D,10079888
2011-09-15,I,4617075
2011-09-16,D,10080081
2011-09-16,I,4618941
2011-09-19,D,10080320
2011-09-19,I,4649169
2011-09-20,D,10080810
2011-09-20,I,4631060
2011-09-21,D,10080806
2011-09-21,I,4624382
2011-09-22,D,10074726
2011-09-22,I,4652064
2011-09-23,D,10074503
2011-09-23,I,4625537
2011-09-26,D,10074321
2011-09-26,I,4629685
2011-09-27,D,10074871
2011-09-27,I,4632536
2011-09-28,D,10075624
2011-09-28,I,4626259
2011-09-29,D,10074983
2011-09-29,I,4620119
2011-09-30,D,10127031
2011-09-30,I,4663309
2011-10-03,D,10124030
2011-10-03,I,4713069
2011-10-04,D,10124774
2011-10-04,I,4732085
2011-10-05,D,10126264
2011-10-05,I,4731787
2011-10-06,D,10126447
2011-10-06,I,4710329
2011-10-07,D,10126551
2011-10-07,I,4733773
2011-10-11,D,10127786
2011-10-11,I,4735526
2011-10-12,D,10138027
2011-10-12,I,4730192
2011-10-13,D,10142000
2011-10-13,I,4731884
2011-10-14,D,10142238
2011-10-14,I,4731808
2011-10-17,D,10198403
2011-10-17,I,4738189
2011-10-18,D,10198932
2011-10-18,I,4743819
2011-10-19,D,10195956
2011-10-19,I,4735340
2011-10-20,D,10201888
2011-10-20,I,4738478
2011-10-21,D,10201754
2011-10-21,I,4737478
2011-10-24,D,10202216
2011-10-24,I,4738456
2011-10-25,D,10202338
2011-10-25,I,4741275
2011-10-26,D,10203338
2011-10-26,I,4733670
2011-10-27,D,10205558
2011-10-27,I,4734018
2011-10-28,D,10205923
2011-10-28,I,4731936
2011-10-31,D,10256015
2011-10-31,I,4737694
2011-11-01,D,10253009
2011-11-01,I,4718822
2011-11-02,D,10253508
2011-11-02,I,4724454
2011-11-03,D,10260659
2011-11-03,I,4712569
2011-11-04,D,10260248
2011-11-04,I,4712417
2011-11-07,D,10260689
2011-11-07,I,4715819
2011-11-08,D,10261087
2011-11-08,I,4721356
2011-11-09,D,10262257
2011-11-09,I,4711046
2011-11-10,D,10267802
2011-11-10,I,4711808
2011-11-14,D,10265477
2011-11-14,I,4712408
2011-11-15,D,10314468
2011-11-15,I,4719139
2011-11-16,D,10314852
2011-11-16,I,4712142
2011-11-17,D,10325335
2011-11-17,I,4714015
2011-11-18,D,10324968
2011-11-18,I,4715240
2011-11-21,D,10325469
2011-11-21,I,4716819
2011-11-22,D,10326530
2011-11-22,I,4721461
2011-11-23,D,10327033
2011-11-23,I,4708848
2011-11-25,D,10334937
2011-11-25,I,4713939
2011-11-28,D,10334598
2011-11-28,I,4717076
2011-11-29,D,10335778
2011-11-29,I,4718386
2011-11-30,D,10389958
2011-11-30,I,4720541
2011-12-01,D,10388036
2011-12-01,I,4700406
2011-12-02,D,10387865
2011-12-02,I,4685515
2011-12-05,D,10388035
2011-12-05,I,4680099
2011-12-06,D,10388145
2011-12-06,I,4683480
2011-12-07,D,10388926
2011-12-07,I,4657472
2011-12-08,D,10392392
2011-12-08,I,4658769
2011-12-09,D,10392439
2011-12-09,I,4660005
2011-12-12,D,10392040
2011-12-12,I,4661978
2011-12-13,D,10393084
2011-12-13,I,4667190
2011-12-14,D,10393197
2011-12-14,I,4658089
2011-12-15,D,10438189
2011-12-15,I,4659910
2011-12-16,D,10438213
2011-12-16,I,4661285
2011-12-19,D,10438496
2011-12-19,I,4665559
2011-12-20,D,10438749
2011-12-20,I,4693230
2011-12-21,D,10438971
2011-12-21,I,4684870
2011-12-22,D,10438018
2011-12-22,I,4685710
2011-12-23,D,10438084
2011-12-23,I,4690490
2011-12-27,D,10437577
2011-12-27,I,4693006
2011-12-28,D,10438072
2011-12-28,I,4687133
2011-12-29,D,10435857
2011-12-29,I,4690042
2011-12-30,D,10447663
2011-12-30,I,4775277
2012-01-03,D,10481500
2012-01-03,I,4744717
2012-01-04,D,10481674
2012-01-04,I,4754869
2012-01-05,D,10480173
2012-01-05,I,4756369
2012-01-06,D,10479995
2012-01-06,I,4756538
2012-01-09,D,10479710
2012-01-09,I,4756796
2012-01-10,D,10479782
2012-01-10,I,4756715
2012-01-11,D,10479761
2012-01-11,I,4756546
2012-01-12,D,10479482
2012-01-12,I,4756850
2012-01-13,D,10479256
2012-01-13,I,4757067
2012-01-17,D,10489004
2012-01-17,I,4747284
2012-01-18,D,10486880
2012-01-18,I,4749399
2012-01-19,D,10484316
2012-01-19,I,4751964
2012-01-20,D,10482317
2012-01-20,I,4753955
2012-01-23,D,10480362
2012-01-23,I,4755883
2012-01-24,D,10474500
2012-01-24,I,4761737
2012-01-25,D,10483289
2012-01-25,I,4752939
2012-01-26,D,10479010
2012-01-26,I,4757222
2012-01-27,D,10478935
2012-01-27,I,4757288
2012-01-30,D,10515737
2012-01-30,I,4779315
2012-01-31,D,10572374
2012-01-31,I,4783766
2012-02-01,D,10567696
2012-02-01,I,4763082
2012-02-02,D,10577906
2012-02-02,I,4773500
2012-02-03,D,10577698
2012-02-03,I,4757411
2012-02-06,D,10577280
2012-02-06,I,4760602
2012-02-07,D,10577648
2012-02-07,I,4765857
2012-02-08,D,10577837
2012-02-08,I,4757829
2012-02-09,D,10596906
2012-02-09,I,4758933
2012-02-10,D,10596676
2012-02-10,I,4757433
2012-02-13,D,10596768
2012-02-13,I,4758430
2012-02-14,D,10596774
2012-02-14,I,4762610
2012-02-15,D,10636671
2012-02-15,I,4755065
2012-02-16,D,10655376
2012-02-16,I,4757655
2012-02-17,D,10655355
2012-02-17,I,4761239
2012-02-21,D,10656187
2012-02-21,I,4763614
2012-02-22,D,10656161
2012-02-22,I,4760162
2012-02-23,D,10675481
2012-02-23,I,4760213
2012-02-24,D,10675327
2012-02-24,I,4762661
2012-02-27,D,10674959
2012-02-27,I,4763559
2012-02-28,D,10675494
2012-02-28,I,4766627
2012-02-29,D,10722996
2012-02-29,I,4765895
2012-03-01,D,10755611
2012-03-01,I,4745404
2012-03-02,D,10756483
2012-03-02,I,4733390
2012-03-05,D,10755894
2012-03-05,I,4736089
2012-03-06,D,10756417
2012-03-06,I,4742607
2012-03-07,D,10757197
2012-03-07,I,4741109
2012-03-08,D,10773364
2012-03-08,I,4744431
2012-03-09,D,10773406
2012-03-09,I,4743645
2012-03-12,D,10773695
2012-03-12,I,4745446
2012-03-13,D,10773922
2012-03-13,I,4750256
2012-03-14,D,10774728
2012-03-14,I,4741722
2012-03-15,D,10820115
2012-03-15,I,4744695
2012-03-16,D,10820230
2012-03-16,I,4746341
2012-03-19,D,10820996
2012-03-19,I,4753243
2012-03-20,D,10821663
2012-03-20,I,4761721
2012-03-21,D,10822369
2012-03-21,I,4752060
2012-03-22,D,10831254
2012-03-22,I,4753652
2012-03-23,D,10831325
2012-03-23,I,4754251
2012-03-26,D,10831320
2012-03-26,I,4754754
2012-03-27,D,10831918
2012-03-27,I,4757490
2012-03-28,D,10832838
2012-03-28,I,4747374
2012-03-29,D,10833980
2012-03-29,I,4745873
2012-03-30,D,10846825
2012-03-30,I,4735254
2012-04-02,D,10883217
2012-04-02,I,4737109
2012-04-03,D,10885893
2012-04-03,I,4730954
2012-04-04,D,10886894
2012-04-04,I,4730829
2012-04-05,D,10884566
2012-04-05,I,4735174
2012-04-06,D,10884646
2012-04-06,I,4733994
2012-04-09,D,10884773
2012-04-09,I,4736673
2012-04-10,D,10885339
2012-04-10,I,4741494
2012-04-11,D,10886106
2012-04-11,I,4731982
2012-04-12,D,10880528
2012-04-12,I,4734467
2012-04-13,D,10880891
2012-04-13,I,4734835
2012-04-16,D,10903327
2012-04-16,I,4751312
2012-04-17,D,10903988
2012-04-17,I,4757586
2012-04-18,D,10905377
2012-04-18,I,4755360
2012-04-19,D,10857988
2012-04-19,I,4757603
2012-04-20,D,10858147
2012-04-20,I,4759212
2012-04-23,D,10858205
2012-04-23,I,4761969
2012-04-24,D,10859177
2012-04-24,I,4769090
2012-04-25,D,10860723
2012-04-25,I,4762563
2012-04-26,D,10859268
2012-04-26,I,4765080
2012-04-27,D,10859636
2012-04-27,I,4764062
2012-04-30,D,10916071
2012-04-30,I,4776297
2012-05-01,D,10910025
2012-05-01,I,4763204
2012-05-02,D,10910385
2012-05-02,I,4770111
2012-05-03,D,10913530
2012-05-03,I,4757672
2012-05-04,D,10913691
2012-05-04,I,4758226
2012-05-07,D,10913956
2012-05-07,I,4761835
2012-05-08,D,10915510
2012-05-08,I,4770217
2012-05-09,D,10916058
2012-05-09,I,4757989
2012-05-10,D,10915030
2012-05-10,I,4759659
2012-05-11,D,10915076
2012-05-11,I,4759107
2012-05-14,D,10915801
2012-05-14,I,4761196
2012-05-15,D,10949750
2012-05-15,I,4766366
2012-05-16,D,10950509
2012-05-16,I,4758245
2012-05-17,D,10948486
2012-05-17,I,4764337
2012-05-18,D,10948855
2012-05-18,I,4763351
2012-05-21,D,10949503
2012-05-21,I,4765958
2012-05-22,D,10950290
2012-05-22,I,4770928
2012-05-23,D,10951300
2012-05-23,I,4762998
2012-05-24,D,10950490
2012-05-24,I,4761956
2012-05-25,D,10951528
2012-05-25,I,4760073
2012-05-29,D,10952471
2012-05-29,I,4761185
2012-05-30,D,10954586
2012-05-30,I,4762040
2012-05-31,D,11006251
2012-05-31,I,4764434
2012-06-01,D,10999593
2012-06-01,I,4725314
2012-06-04,D,10999933
2012-06-04,I,4728180
2012-06-05,D,11000515
2012-06-05,I,4732894
2012-06-06,D,11001066
2012-06-06,I,4733531
2012-06-07,D,10999257
2012-06-07,I,4734113
2012-06-08,D,10999229
2012-06-08,I,4736135
2012-06-11,D,10999436
2012-06-11,I,4738474
2012-06-12,D,11000146
2012-06-12,I,4744215
2012-06-13,D,11000731
2012-06-13,I,4734452
2012-06-14,D,10999464
2012-06-14,I,4737507
2012-06-15,D,11031842
2012-06-15,I,4740335
2012-06-18,D,11032177
2012-06-18,I,4743962
2012-06-19,D,11032615
2012-06-19,I,4752062
2012-06-20,D,11033476
2012-06-20,I,4744478
2012-06-21,D,11032512
2012-06-21,I,4747131
2012-06-22,D,11033193
2012-06-22,I,4745245
2012-06-25,D,11033363
2012-06-25,I,4749207
2012-06-26,D,11034028
2012-06-26,I,4755077
2012-06-27,D,11034319
2012-06-27,I,4744632
2012-06-28,D,11036289
2012-06-28,I,4744710
2012-06-29,D,11044185
2012-06-29,I,4812182
2012-07-02,D,11076020
2012-07-02,I,4812722
2012-07-03,D,11076314
2012-07-03,I,4804672
2012-07-05,D,11072382
2012-07-05,I,4804270
2012-07-06,D,11072438
2012-07-06,I,4807091
2012-07-09,D,11071876
2012-07-09,I,4807390
2012-07-10,D,11072593
2012-07-10,I,4813262
2012-07-11,D,11073524
2012-07-11,I,4802934
2012-07-12,D,11066747
2012-07-12,I,4804765
2012-07-13,D,11066641
2012-07-13,I,4804526
2012-07-16,D,11066238
2012-07-16,I,4809497
2012-07-17,D,11066616
2012-07-17,I,4817540
2012-07-18,D,11066989
2012-07-18,I,4807058
2012-07-19,D,11065796
2012-07-19,I,4808569
2012-07-20,D,11065737
2012-07-20,I,4809140
2012-07-23,D,11065935
2012-07-23,I,4811299
2012-07-24,D,11065980
2012-07-24,I,4816511
2012-07-25,D,11067063
2012-07-25,I,4807797
2012-07-26,D,11065908
2012-07-26,I,4813648
2012-07-27,D,11065716
2012-07-27,I,4812658
2012-07-30,D,11063292
2012-07-30,I,4810475
2012-07-31,D,11122282
2012-07-31,I,4810953
2012-08-01,D,11115442
2012-08-01,I,4791696
2012-08-02,D,11121967
2012-08-02,I,4798624
2012-08-03,D,11121817
2012-08-03,I,4782812
2012-08-06,D,11121618
2012-08-06,I,4787082
2012-08-07,D,11120601
2012-08-07,I,4791462
2012-08-08,D,11122338
2012-08-08,I,4781603
2012-08-09,D,11132676
2012-08-09,I,4783139
2012-08-10,D,11132489
2012-08-10,I,4782484
2012-08-13,D,11131955
2012-08-13,I,4783593
2012-08-14,D,11132187
2012-08-14,I,4787301
2012-08-15,D,11165409
2012-08-15,I,4779461
2012-08-16,D,11175826
2012-08-16,I,4782134
2012-08-17,D,11175375
2012-08-17,I,4786680
2012-08-20,D,11176502
2012-08-20,I,4788265
2012-08-21,D,11176852
2012-08-21,I,4793283
2012-08-22,D,11177326
2012-08-22,I,4783142
2012-08-23,D,11197966
2012-08-23,I,4778553
2012-08-24,D,11198007
2012-08-24,I,4776802
2012-08-27,D,11197622
2012-08-27,I,4777601
2012-08-28,D,11198791
2012-08-28,I,4780127
2012-08-29,D,11199296
2012-08-29,I,4778889
2012-08-30,D,11213992
2012-08-30,I,4776549
2012-08-31,D,11272626
2012-08-31,I,4743144
2012-09-04,D,11269761
2012-09-04,I,4738299
2012-09-05,D,11270527
2012-09-05,I,4750157
2012-09-06,D,11295623
2012-09-06,I,4749892
2012-09-07,D,11295523
2012-09-07,I,4751157
2012-09-10,D,11295529
2012-09-10,I,4752489
2012-09-11,D,11295621
2012-09-11,I,4759332
2012-09-12,D,11296493
2012-09-12,I,4749845
2012-09-13,D,11295909
2012-09-13,I,4749770
2012-09-14,D,11295870
2012-09-14,I,4749914
2012-09-17,D,11253167
2012-09-17,I,4755772
2012-09-18,D,11253533
2012-09-18,I,4767442
2012-09-19,D,11253972
2012-09-19,I,4759000
2012-09-20,D,11253544
2012-09-20,I,4760880
2012-09-21,D,11253321
2012-09-21,I,4762781
2012-09-24,D,11253066
2012-09-24,I,4764775
2012-09-25,D,11253310
2012-09-25,I,4769433
2012-09-26,D,11253923
2012-09-26,I,4761915
2012-09-27,D,11255558
2012-09-27,I,4759573
2012-09-28,D,11269586
2012-09-28,I,4796656
2012-10-01,D,11310912
2012-10-01,I,4848575
2012-10-02,D,11311628
2012-10-02,I,4859410
2012-10-03,D,11311360
2012-10-03,I,4841959
2012-10-04,D,11314031
2012-10-04,I,4847848
2012-10-05,D,11314090
2012-10-05,I,4847777
2012-10-09,D,11314761
2012-10-09,I,4853171
2012-10-10,D,11315586
2012-10-10,I,4842168
2012-10-11,D,11317141
2012-10-11,I,4841130
2012-10-12,D,11317168
2012-10-12,I,4840375
2012-10-15,D,11343774
2012-10-15,I,4847205
2012-10-16,D,11344378
2012-10-16,I,4855197
2012-10-17,D,11344691
2012-10-17,I,4848409
2012-10-18,D,11347331
2012-10-18,I,4850844
2012-10-19,D,11347371
2012-10-19,I,4848682
2012-10-22,D,11347955
2012-10-22,I,4850723
2012-10-23,D,11348945
2012-10-23,I,4854900
2012-10-24,D,11349518
2012-10-24,I,4845274
2012-10-25,D,11353545
2012-10-25,I,4843537
2012-10-26,D,11353951
2012-10-26,I,4843865
2012-10-29,D,11354115
2012-10-29,I,4844879
2012-10-30,D,11355485
2012-10-30,I,4848577
2012-10-31,D,11411598
2012-10-31,I,4849872
2012-11-01,D,11394221
2012-11-01,I,4827465
2012-11-02,D,11394118
2012-11-02,I,4812011
2012-11-05,D,11394523
2012-11-05,I,4815437
2012-11-06,D,11394722
2012-11-06,I,4819637
2012-11-07,D,11394949
2012-11-07,I,4819033
2012-11-08,D,11421836
2012-11-08,I,4823482
2012-11-09,D,11421887
2012-11-09,I,4822822
2012-11-13,D,11422499
2012-11-13,I,4825794
2012-11-14,D,11423370
2012-11-14,I,4821014
2012-11-15,D,11451167
2012-11-15,I,4827766
2012-11-16,D,11451588
2012-11-16,I,4829742
2012-11-19,D,11451717
2012-11-19,I,4834393
2012-11-20,D,11452927
2012-11-20,I,4839763
2012-11-21,D,11453561
2012-11-21,I,4829601
2012-11-23,D,11474590
2012-11-23,I,4832899
2012-11-26,D,11474649
2012-11-26,I,4835089
2012-11-27,D,11476501
2012-11-27,I,4841181
2012-11-28,D,11476985
2012-11-28,I,4829729
2012-11-29,D,11493263
2012-11-29,I,4829821
2012-11-30,D,11553201
2012-11-30,I,4816348
2012-12-03,D,11546976
2012-12-03,I,4791117
2012-12-04,D,11548068
2012-12-04,I,4798988
2012-12-05,D,11548172
2012-12-05,I,4789757
2012-12-06,D,11574843
2012-12-06,I,4791594
2012-12-07,D,11574936
2012-12-07,I,4790434
2012-12-10,D,11574850
2012-12-10,I,4795206
2012-12-11,D,11576941
2012-12-11,I,4798934
2012-12-12,D,11577234
2012-12-12,I,4789189
2012-12-13,D,11579054
2012-12-13,I,4790930
2012-12-14,D,11569505
2012-12-14,I,4790072
2012-12-17,D,11559848
2012-12-17,I,4791346
2012-12-18,D,11560260
2012-12-18,I,4799498
2012-12-19,D,11562408
2012-12-19,I,4789635
2012-12-20,D,11542502
2012-12-20,I,4791715
2012-12-21,D,11543181
2012-12-21,I,4793037
2012-12-24,D,11542902
2012-12-24,I,4794655
2012-12-26,D,11543066
2012-12-26,I,4794795
2012-12-27,D,11546344
2012-12-27,I,4791900
2012-12-28,D,11546673
2012-12-28,I,4789788
2012-12-31,D,11581518
2012-12-31,I,4851213
2013-01-02,D,11577114
2013-01-02,I,4855592
2013-01-03,D,11578258
2013-01-03,I,4852962
2013-01-04,D,11577454
2013-01-04,I,4855253
2013-01-07,D,11576943
2013-01-07,I,4855728
2013-01-08,D,11577259
2013-01-08,I,4855400
2013-01-09,D,11577058
2013-01-09,I,4855589
2013-01-10,D,11577362
2013-01-10,I,4855330
2013-01-11,D,11577421
2013-01-11,I,4855259
2013-01-14,D,11576283
2013-01-14,I,4856361
2013-01-15,D,11571499
2013-01-15,I,4861133
2013-01-16,D,11580164
2013-01-16,I,4852456
2013-01-17,D,11573578
2013-01-17,I,4859053
2013-01-18,D,11573119
2013-01-18,I,4859500
2013-01-22,D,11569642
2013-01-22,I,4862930
2013-01-23,D,11571557
2013-01-23,I,4861002
2013-01-24,D,11571751
2013-01-24,I,4860817
2013-01-25,D,11568168
2013-01-25,I,4864388
2013-01-28,D,11565560
2013-01-28,I,4866960
2013-01-29,D,11559948
2013-01-29,I,4872560
2013-01-30,D,11561547
2013-01-30,I,4870949
2013-01-31,D,11560176
2013-01-31,I,4873616
2013-02-01,D,11598373
2013-02-01,I,4835407
2013-02-04,D,11626337
2013-02-04,I,4848711
2013-02-05,D,11625727
2013-02-05,I,4855183
2013-02-06,D,11625347
2013-02-06,I,4854608
2013-02-07,D,11629141
2013-02-07,I,4858423
2013-02-08,D,11629086
2013-02-08,I,4859823
2013-02-11,D,11628592
2013-02-11,I,4861339
2013-02-12,D,11628648
2013-02-12,I,4865719
2013-02-13,D,11668602
2013-02-13,I,4855703
2013-02-14,D,11684037
2013-02-14,I,4856763
2013-02-15,D,11690221
2013-02-15,I,4858706
2013-02-19,D,11690987
2013-02-19,I,4861833
2013-02-20,D,11726901
2013-02-20,I,4861850
2013-02-21,D,11745347
2013-02-21,I,4862972
2013-02-22,D,11745715
2013-02-22,I,4863326
2013-02-25,D,11745861
2013-02-25,I,4864697
2013-02-26,D,11746655
2013-02-26,I,4872047
2013-02-27,D,11747360
2013-02-27,I,4859857
2013-02-28,D,11822436
2013-02-28,I,4864853
2013-03-01,D,11820054
2013-03-01,I,4820082
2013-03-04,D,11820507
2013-03-04,I,4829197
2013-03-05,D,11821124
2013-03-05,I,4842585
2013-03-06,D,11851126
2013-03-06,I,4841113
2013-03-07,D,11855868
2013-03-07,I,4845383
2013-03-08,D,11855688
2013-03-08,I,4846159
2013-03-11,D,11855880
2013-03-11,I,4848063
2013-03-12,D,11856074
2013-03-12,I,4853902
2013-03-13,D,11856554
2013-03-13,I,4844081
2013-03-14,D,11862580
2013-03-14,I,4845645
2013-03-15,D,11886789
2013-03-15,I,4844904
2013-03-18,D,11886986
2013-03-18,I,4849202
2013-03-19,D,11888479
2013-03-19,I,4860790
2013-03-20,D,11889312
2013-03-20,I,4850628
2013-03-21,D,11895330
2013-03-21,I,4854800
2013-03-22,D,11895446
2013-03-22,I,4854479
2013-03-25,D,11895649
2013-03-25,I,4857794
2013-03-26,D,11895989
2013-03-26,I,4863075
2013-03-27,D,11897486
2013-03-27,I,4851996
2013-03-28,D,11917130
2013-03-28,I,4849859
2013-03-29,D,11916888
2013-03-29,I,4854491
2013-04-01,D,11956522
2013-04-01,I,4835598
2013-04-02,D,11958660
2013-04-02,I,4846217
2013-04-03,D,11959086
2013-04-03,I,4827884
2013-04-04,D,11963992
2013-04-04,I,4834059
2013-04-05,D,11964102
2013-04-05,I,4833727
2013-04-08,D,11964701
2013-04-08,I,4837815
2013-04-09,D,11965728
2013-04-09,I,4842546
2013-04-10,D,11966413
2013-04-10,I,4832571
2013-04-11,D,11973457
2013-04-11,I,4834610
2013-04-12,D,11972610
2013-04-12,I,4835630
2013-04-15,D,11949926
2013-04-15,I,4851382
2013-04-16,D,11950742
2013-04-16,I,4861324
2013-04-17,D,11951383
2013-04-17,I,4855888
2013-04-18,D,11916935
2013-04-18,I,4862534
2013-04-19,D,11917014
2013-04-19,I,4864953
2013-04-22,D,11917551
2013-04-22,I,4869900
2013-04-23,D,11919664
2013-04-23,I,4879289
2013-04-24,D,11920312
2013-04-24,I,4874038
2013-04-25,D,11882018
2013-04-25,I,4876089
2013-04-26,D,11882358
2013-04-26,I,4874286
2013-04-29,D,11883187
2013-04-29,I,4874981
2013-04-30,D,11943148
2013-04-30,I,4885697
2013-05-01,D,11941251
2013-05-01,I,4863786
2013-05-02,D,11916811
2013-05-02,I,4878168
2013-05-03,D,11916626
2013-05-03,I,4864274
2013-05-06,D,11916774
2013-05-06,I,4871653
2013-05-07,D,11917158
2013-05-07,I,4878395
2013-05-08,D,11918172
2013-05-08,I,4865935
2013-05-09,D,11887049
2013-05-09,I,4867686
2013-05-10,D,11887058
2013-05-10,I,4866934
2013-05-13,D,11887082
2013-05-13,I,4868706
2013-05-14,D,11887608
2013-05-14,I,4873354
2013-05-15,D,11901126
2013-05-15,I,4863915
2013-05-16,D,11867089
2013-05-16,I,4867720
2013-05-17,D,11867831
2013-05-17,I,4869497
2013-05-20,D,11868008
2013-05-20,I,4869286
2013-05-21,D,11866707
2013-05-21,I,4870576
2013-05-22,D,11869033
2013-05-22,I,4865000
2013-05-23,D,11867459
2013-05-23,I,4869118
2013-05-24,D,11868334
2013-05-24,I,4867091
2013-05-28,D,11868395
2013-05-28,I,4868824
2013-05-29,D,11869351
2013-05-29,I,4867858
2013-05-30,D,11876136
2013-05-30,I,4861111
2013-05-31,D,11897151
2013-05-31,I,4841671
2013-06-03,D,11920376
2013-06-03,I,4818413
2013-06-04,D,11910742
2013-06-04,I,4828036
2013-06-05,D,11910677
2013-06-05,I,4828091
2013-06-06,D,11906100
2013-06-06,I,4832671
2013-06-07,D,11907185
2013-06-07,I,4831575
2013-06-10,D,11902617
2013-06-10,I,4836110
2013-06-11,D,11896522
2013-06-11,I,4842194
2013-06-12,D,11906233
2013-06-12,I,4832472
2013-06-13,D,11903648
2013-06-13,I,4835060
2013-06-14,D,11903844
2013-06-14,I,4834854
2013-06-17,D,11898430
2013-06-17,I,4840235
2013-06-18,D,11886064
2013-06-18,I,4852590
2013-06-19,D,11897497
2013-06-19,I,4841146
2013-06-20,D,11894162
2013-06-20,I,4844484
2013-06-21,D,11893486
2013-06-21,I,4845149
2013-06-24,D,11889341
2013-06-24,I,4849261
2013-06-25,D,11881040
2013-06-25,I,4857551
2013-06-26,D,11895009
2013-06-26,I,4843572
2013-06-27,D,11895983
2013-06-27,I,4842646
2013-06-28,D,11901292
2013-06-28,I,4837028
2013-07-01,D,11917627
2013-07-01,I,4820682
2013-07-02,D,11907461
2013-07-02,I,4830837
2013-07-03,D,11925730
2013-07-03,I,4812558
2013-07-05,D,11924137
2013-07-05,I,4814145
