bond_id,AUC_BOND_S_AUCTION_DATE,AUC_BOND_S_ISIN,AUC_BOND_S_MATURITY_DATE,AUC_BOND_S_COUPON_RATE,AUC_BOND_S_BID_DEADLINE,AUC_BOND_S_SETTLEMENT_DATE,AUC_BOND_S_CUTOFF_SPREAD,AUC_BOND_S_CONVERSION_RATIO,AUC_BOND_S_AMOUNT_REPURCHASED
HIST_BOND_S_336,2003-10-08,CA135087PQ13,2006-10-01,14.000,10:30,2003-10-14,0.0,0.0000,
HIST_BOND_S_335,2003-10-08,CA135087PT51,2007-03-01,13.750,10:30,2003-10-14,0.0,0.0000,
HIST_BOND_S_334,2003-10-08,CA135087WB60,2007-06-01,7.250,10:30,2003-10-14,-34.0,0.0000,65.000
HIST_BOND_S_333,2003-10-08,CA135087PW80,2007-10-01,13.000,10:30,2003-10-14,0.0,0.0000,
HIST_BOND_S_332,2003-10-08,CA135087QB35,2008-03-01,12.750,10:30,2003-10-14,-16.9,0.0000,30.407
HIST_BOND_S_330,2003-10-08,CA135087WH31,2008-06-01,6.000,10:30,2003-10-14,-4.9,0.0000,237.191
HIST_BOND_S_331,2003-10-08,CA135087RK25,2008-06-01,10.000,10:30,2003-10-14,-7.3,0.0000,3.500
HIST_BOND_S_329,2003-10-08,CA135087QL17,2008-10-01,11.750,10:30,2003-10-14,0.0,0.0000,
HIST_BOND_S_328,2003-10-08,CA135087QQ04,2009-03-01,11.500,10:30,2003-10-14,10.5,0.0000,50.175
HIST_BOND_S_326,2003-10-08,CA135087WR13,2009-06-01,5.500,10:30,2003-10-14,0.0,0.0000,
HIST_BOND_S_327,2003-10-08,CA135087RD81,2009-06-01,11.000,10:30,2003-10-14,0.0,0.0000,
HIST_BOND_S_325,2003-10-08,CA135087QV98,2009-10-01,10.750,10:30,2003-10-14,25.6,0.0000,5.900
HIST_BOND_S_23,2003-11-05,CA135087XG49,2033-06-01,5.750,10:30,,,,
HIST_BOND_S_342,2003-11-05,CA135087TZ75,2021-03-15,10.500,10:30,2003-11-10,-11.5,1.0214,6.000
HIST_BOND_S_341,2003-11-05,CA135087UE28,2021-06-01,9.750,10:30,2003-11-10,-11.5,1.0214,31.000
HIST_BOND_S_340,2003-11-05,CA135087UM44,2022-06-01,9.250,10:30,2003-11-10,-9.0,1.0214,27.400
HIST_BOND_S_339,2003-11-05,CA135087UT96,2023-06-01,8.000,10:30,2003-11-10,0.0,1.0214,
HIST_BOND_S_338,2003-11-05,CA135087VH40,2025-06-01,9.000,10:30,2003-11-10,4.0,1.0214,135.000
HIST_BOND_S_337,2003-11-05,CA135087VW17,2027-06-01,8.000,10:30,2003-11-10,0.0,1.0214,
HIST_BOND_S_24,2003-12-10,CA135087XS86,2014-06-01,5.000,10:30,,,,
HIST_BOND_S_354,2003-12-10,CA135087RQ94,2010-03-01,9.750,10:30,2003-12-15,0.0,0.0000,
HIST_BOND_S_352,2003-12-10,CA135087WX80,2010-06-01,5.500,10:30,2003-12-15,0.0,0.0000,
HIST_BOND_S_353,2003-12-10,CA135087RS50,2010-06-01,9.500,10:30,2003-12-15,0.0,0.0000,
HIST_BOND_S_351,2003-12-10,CA135087RW62,2010-10-01,8.750,10:30,2003-12-15,0.0,0.0000,
HIST_BOND_S_350,2003-12-10,CA135087RY29,2011-03-01,9.000,10:30,2003-12-15,0.0,0.0000,
HIST_BOND_S_348,2003-12-10,CA135087XB51,2011-06-01,6.000,10:30,2003-12-15,-25.5,0.0000,450.000
HIST_BOND_S_349,2003-12-10,CA135087SH86,2011-06-01,8.500,10:30,2003-12-15,-29.1,0.0000,20.000
HIST_BOND_S_347,2003-12-10,CA135087TH77,2014-03-15,10.250,10:30,2003-12-15,0.0,0.0000,
HIST_BOND_S_346,2003-12-10,CA135087TU88,2015-06-01,11.250,10:30,2003-12-15,-4.0,0.0000,11.600
HIST_BOND_S_345,2003-12-10,CA135087TZ75,2021-03-15,10.500,10:30,2003-12-15,0.0,0.0000,
HIST_BOND_S_344,2003-12-10,CA135087UE28,2021-06-01,9.750,10:30,2003-12-15,29.0,0.0000,4.000
HIST_BOND_S_343,2003-12-10,CA135087UM44,2022-06-01,9.250,10:30,2003-12-15,34.2,0.0000,2.000
HIST_BOND_S_25,2004-01-21,CA135087XT69,2009-09-01,4.250,10:30,,,,
HIST_BOND_S_367,2004-01-21,CA135087WB60,2007-06-01,7.250,10:30,2004-01-26,-68.5,0.6737,4.263
HIST_BOND_S_366,2004-01-21,CA135087PW80,2007-10-01,13.000,10:30,2004-01-26,0.0,0.6737,
HIST_BOND_S_365,2004-01-21,CA135087QB35,2008-03-01,12.750,10:30,2004-01-26,0.0,0.6737,
HIST_BOND_S_363,2004-01-21,CA135087WH31,2008-06-01,6.000,10:30,2004-01-26,-35.0,0.6737,418.526
HIST_BOND_S_364,2004-01-21,CA135087RK25,2008-06-01,10.000,10:30,2004-01-26,-38.8,0.6737,50.000
HIST_BOND_S_362,2004-01-21,CA135087QL17,2008-10-01,11.750,10:30,2004-01-26,0.0,0.6737,
HIST_BOND_S_361,2004-01-21,CA135087QQ04,2009-03-01,11.500,10:30,2004-01-26,0.0,0.6737,
HIST_BOND_S_359,2004-01-21,CA135087WR13,2009-06-01,5.500,10:30,2004-01-26,0.0,0.6737,
HIST_BOND_S_360,2004-01-21,CA135087RD81,2009-06-01,11.000,10:30,2004-01-26,0.0,0.6737,
HIST_BOND_S_358,2004-01-21,CA135087QV98,2009-10-01,10.750,10:30,2004-01-26,0.0,0.6737,
HIST_BOND_S_357,2004-01-21,CA135087RQ94,2010-03-01,9.750,10:30,2004-01-26,0.0,0.6737,
HIST_BOND_S_355,2004-01-21,CA135087WX80,2010-06-01,5.500,10:30,2004-01-26,0.0,0.6737,
HIST_BOND_S_356,2004-01-21,CA135087RS50,2010-06-01,9.500,10:30,2004-01-26,0.0,0.6737,
HIST_BOND_S_26,2004-02-11,CA135087XU33,2006-06-01,3.000,10:30,,,,
HIST_BOND_S_377,2004-02-11,CA135087WY63,2005-09-01,6.000,10:30,2004-02-13,-25.4,0.7463,50.000
HIST_BOND_S_378,2004-02-11,CA135087NV26,2005-09-01,12.250,10:30,2004-02-13,0.0,0.7463,
HIST_BOND_S_376,2004-02-11,CA135087PG31,2006-03-01,12.500,10:30,2004-02-13,0.0,0.7463,
HIST_BOND_S_375,2004-02-11,CA135087XD18,2006-09-01,5.750,10:30,2004-02-13,0.0,0.7463,
HIST_BOND_S_374,2004-02-11,CA135087PQ13,2006-10-01,14.000,10:30,2004-02-13,0.0,0.7463,
HIST_BOND_S_373,2004-02-11,CA135087PT51,2007-03-01,13.750,10:30,2004-02-13,0.0,0.7463,
HIST_BOND_S_372,2004-02-11,CA135087WB60,2007-06-01,7.250,10:30,2004-02-13,0.0,0.7463,
HIST_BOND_S_371,2004-02-11,CA135087PW80,2007-10-01,13.000,10:30,2004-02-13,0.0,0.7463,
HIST_BOND_S_370,2004-02-11,CA135087QB35,2008-03-01,12.750,10:30,2004-02-13,0.0,0.7463,
HIST_BOND_S_368,2004-02-11,CA135087WH31,2008-06-01,6.000,10:30,2004-02-13,0.0,0.7463,
HIST_BOND_S_369,2004-02-11,CA135087RK25,2008-06-01,10.000,10:30,2004-02-13,77.9,0.7463,50.000
HIST_BOND_S_27,2004-02-25,CA135087XG49,2033-06-01,5.750,10:30,,,,
HIST_BOND_S_384,2004-02-25,CA135087TZ75,2021-03-15,10.500,10:30,2004-03-01,0.0,1.0086,
HIST_BOND_S_383,2004-02-25,CA135087UE28,2021-06-01,9.750,10:30,2004-03-01,-22.9,1.0086,64.402
HIST_BOND_S_382,2004-02-25,CA135087UM44,2022-06-01,9.250,10:30,2004-03-01,-20.0,1.0086,15.000
HIST_BOND_S_381,2004-02-25,CA135087UT96,2023-06-01,8.000,10:30,2004-03-01,0.0,1.0086,
HIST_BOND_S_380,2004-02-25,CA135087VH40,2025-06-01,9.000,10:30,2004-03-01,0.0,1.0086,
HIST_BOND_S_379,2004-02-25,CA135087VW17,2027-06-01,8.000,10:30,2004-03-01,1.2,1.0086,210.000
HIST_BOND_S_28,2004-03-17,CA135087XS86,2014-06-01,5.000,10:30,,,,
HIST_BOND_S_396,2004-03-17,CA135087RQ94,2010-03-01,9.750,10:30,2004-03-22,0.0,0.0000,
HIST_BOND_S_394,2004-03-17,CA135087WX80,2010-06-01,5.500,10:30,2004-03-22,-57.4,0.0000,25.000
HIST_BOND_S_395,2004-03-17,CA135087RS50,2010-06-01,9.500,10:30,2004-03-22,0.0,0.0000,
HIST_BOND_S_393,2004-03-17,CA135087RW62,2010-10-01,8.750,10:30,2004-03-22,0.0,0.0000,
HIST_BOND_S_392,2004-03-17,CA135087RY29,2011-03-01,9.000,10:30,2004-03-22,0.0,0.0000,
HIST_BOND_S_390,2004-03-17,CA135087XB51,2011-06-01,6.000,10:30,2004-03-22,-36.0,0.0000,25.000
HIST_BOND_S_391,2004-03-17,CA135087SH86,2011-06-01,8.500,10:30,2004-03-22,-41.0,0.0000,3.608
HIST_BOND_S_389,2004-03-17,CA135087TH77,2014-03-15,10.250,10:30,2004-03-22,-4.9,0.0000,10.000
HIST_BOND_S_388,2004-03-17,CA135087TU88,2015-06-01,11.250,10:30,2004-03-22,0.0,0.0000,
HIST_BOND_S_387,2004-03-17,CA135087TZ75,2021-03-15,10.500,10:30,2004-03-22,30.7,0.0000,70.000
HIST_BOND_S_386,2004-03-17,CA135087UE28,2021-06-01,9.750,10:30,2004-03-22,33.6,0.0000,76.500
HIST_BOND_S_385,2004-03-17,CA135087UM44,2022-06-01,9.250,10:30,2004-03-22,37.5,0.0000,11.000
HIST_BOND_S_29,2004-04-07,CA135087XT69,2009-09-01,4.250,10:30,,,,
HIST_BOND_S_409,2004-04-07,CA135087WB60,2007-06-01,7.250,10:30,2004-04-13,0.0,0.0000,
HIST_BOND_S_408,2004-04-07,CA135087PW80,2007-10-01,13.000,10:30,2004-04-13,0.0,0.0000,
HIST_BOND_S_407,2004-04-07,CA135087QB35,2008-03-01,12.750,10:30,2004-04-13,0.0,0.0000,
HIST_BOND_S_405,2004-04-07,CA135087WH31,2008-06-01,6.000,10:30,2004-04-13,-37.7,0.0000,68.421
HIST_BOND_S_406,2004-04-07,CA135087RK25,2008-06-01,10.000,10:30,2004-04-13,0.0,0.0000,
HIST_BOND_S_404,2004-04-07,CA135087QL17,2008-10-01,11.750,10:30,2004-04-13,-31.8,0.0000,1.800
HIST_BOND_S_403,2004-04-07,CA135087QQ04,2009-03-01,11.500,10:30,2004-04-13,0.0,0.0000,
HIST_BOND_S_401,2004-04-07,CA135087WR13,2009-06-01,5.500,10:30,2004-04-13,-7.0,0.0000,235.225
HIST_BOND_S_402,2004-04-07,CA135087RD81,2009-06-01,11.000,10:30,2004-04-13,0.0,0.0000,
HIST_BOND_S_400,2004-04-07,CA135087QV98,2009-10-01,10.750,10:30,2004-04-13,-3.3,0.0000,6.600
HIST_BOND_S_399,2004-04-07,CA135087RQ94,2010-03-01,9.750,10:30,2004-04-13,0.0,0.0000,
HIST_BOND_S_397,2004-04-07,CA135087WX80,2010-06-01,5.500,10:30,2004-04-13,0.0,0.0000,
HIST_BOND_S_398,2004-04-07,CA135087RS50,2010-06-01,9.500,10:30,2004-04-13,0.0,0.0000,
HIST_BOND_S_30,2004-04-22,CA135087XU33,2006-06-01,3.000,10:30,,,,
HIST_BOND_S_420,2004-04-22,CA135087PG31,2006-03-01,12.500,10:30,2004-04-26,0.0,0.0000,
HIST_BOND_S_419,2004-04-22,CA135087XD18,2006-09-01,5.750,10:30,2004-04-26,13.6,0.0000,72.216
HIST_BOND_S_418,2004-04-22,CA135087PQ13,2006-10-01,14.000,10:30,2004-04-26,0.0,0.0000,
HIST_BOND_S_417,2004-04-22,CA135087PT51,2007-03-01,13.750,10:30,2004-04-26,0.0,0.0000,
HIST_BOND_S_416,2004-04-22,CA135087WB60,2007-06-01,7.250,10:30,2004-04-26,48.1,0.0000,100.000
HIST_BOND_S_415,2004-04-22,CA135087PW80,2007-10-01,13.000,10:30,2004-04-26,0.0,0.0000,
HIST_BOND_S_414,2004-04-22,CA135087QB35,2008-03-01,12.750,10:30,2004-04-26,0.0,0.0000,
HIST_BOND_S_412,2004-04-22,CA135087WH31,2008-06-01,6.000,10:30,2004-04-26,86.6,0.0000,75.541
HIST_BOND_S_413,2004-04-22,CA135087RK25,2008-06-01,10.000,10:30,2004-04-26,82.5,0.0000,7.000
HIST_BOND_S_411,2004-04-22,CA135087QL17,2008-10-01,11.750,10:30,2004-04-26,0.0,0.0000,
HIST_BOND_S_410,2004-04-22,CA135087QQ04,2009-03-01,11.500,10:30,2004-04-26,0.0,0.0000,
HIST_BOND_S_31,2004-06-17,CA135087XS86,2014-06-01,5.000,10:30,,,,
HIST_BOND_S_433,2004-06-17,CA135087WX80,2010-06-01,5.500,10:30,2004-06-22,0.0,0.7664,
HIST_BOND_S_434,2004-06-17,CA135087RS50,2010-06-01,9.500,10:30,2004-06-22,0.0,0.7664,
HIST_BOND_S_432,2004-06-17,CA135087RW62,2010-10-01,8.750,10:30,2004-06-22,0.0,0.7664,
HIST_BOND_S_431,2004-06-17,CA135087RY29,2011-03-01,9.000,10:30,2004-06-22,0.0,0.7664,
HIST_BOND_S_429,2004-06-17,CA135087XB51,2011-06-01,6.000,10:30,2004-06-22,-25.5,0.7664,349.585
HIST_BOND_S_430,2004-06-17,CA135087SH86,2011-06-01,8.500,10:30,2004-06-22,0.0,0.7664,
HIST_BOND_S_428,2004-06-17,CA135087TH77,2014-03-15,10.250,10:30,2004-06-22,-10.2,0.7664,117.541
HIST_BOND_S_427,2004-06-17,CA135087TU88,2015-06-01,11.250,10:30,2004-06-22,0.0,0.7664,
HIST_BOND_S_426,2004-06-17,CA135087TZ75,2021-03-15,10.500,10:30,2004-06-22,16.2,0.7664,3.000
HIST_BOND_S_425,2004-06-17,CA135087UE28,2021-06-01,9.750,10:30,2004-06-22,18.5,0.7664,4.500
HIST_BOND_S_424,2004-06-17,CA135087UM44,2022-06-01,9.250,10:30,2004-06-22,0.0,0.7664,
HIST_BOND_S_423,2004-06-17,CA135087UT96,2023-06-01,8.000,10:30,2004-06-22,37.5,0.7664,35.000
HIST_BOND_S_422,2004-06-17,CA135087VH40,2025-06-01,9.000,10:30,2004-06-22,0.0,0.7664,
HIST_BOND_S_421,2004-06-17,CA135087VW17,2027-06-01,8.000,10:30,2004-06-22,0.0,0.7664,
HIST_BOND_S_32,2004-07-21,CA135087XT69,2009-09-01,4.250,10:30,,,,
HIST_BOND_S_447,2004-07-21,CA135087WB60,2007-06-01,7.250,10:30,2004-07-26,-65.4,0.6268,10.000
HIST_BOND_S_446,2004-07-21,CA135087PW80,2007-10-01,13.000,10:30,2004-07-26,-55.3,0.6268,2.000
HIST_BOND_S_445,2004-07-21,CA135087QB35,2008-03-01,12.750,10:30,2004-07-26,-43.0,0.6268,2.020
HIST_BOND_S_443,2004-07-21,CA135087WH31,2008-06-01,6.000,10:30,2004-07-26,-31.9,0.6268,50.361
HIST_BOND_S_444,2004-07-21,CA135087RK25,2008-06-01,10.000,10:30,2004-07-26,0.0,0.6268,
HIST_BOND_S_442,2004-07-21,CA135087QL17,2008-10-01,11.750,10:30,2004-07-26,0.0,0.6268,
HIST_BOND_S_441,2004-07-21,CA135087QQ04,2009-03-01,11.500,10:30,2004-07-26,-16.9,0.6268,4.000
HIST_BOND_S_439,2004-07-21,CA135087WR13,2009-06-01,5.500,10:30,2004-07-26,-6.4,0.6268,180.883
HIST_BOND_S_440,2004-07-21,CA135087RD81,2009-06-01,11.000,10:30,2004-07-26,0.0,0.6268,
HIST_BOND_S_438,2004-07-21,CA135087QV98,2009-10-01,10.750,10:30,2004-07-26,0.0,0.6268,
HIST_BOND_S_437,2004-07-21,CA135087RQ94,2010-03-01,9.750,10:30,2004-07-26,0.0,0.6268,
HIST_BOND_S_435,2004-07-21,CA135087WX80,2010-06-01,5.500,10:30,2004-07-26,14.6,0.6268,15.600
HIST_BOND_S_436,2004-07-21,CA135087RS50,2010-06-01,9.500,10:30,2004-07-26,9.7,0.6268,37.000
HIST_BOND_S_33,2004-08-05,CA135087XV16,2006-12-01,3.250,10:30,,,,
HIST_BOND_S_460,2004-08-05,CA135087PG31,2006-03-01,12.500,10:30,2004-08-09,0.0,0.0000,
HIST_BOND_S_459,2004-08-05,CA135087XD18,2006-09-01,5.750,10:30,2004-08-09,-12.6,0.0000,55.000
HIST_BOND_S_458,2004-08-05,CA135087PQ13,2006-10-01,14.000,10:30,2004-08-09,0.0,0.0000,
HIST_BOND_S_457,2004-08-05,CA135087PT51,2007-03-01,13.750,10:30,2004-08-09,0.0,0.0000,
HIST_BOND_S_456,2004-08-05,CA135087WB60,2007-06-01,7.250,10:30,2004-08-09,18.0,0.0000,270.487
HIST_BOND_S_455,2004-08-05,CA135087PW80,2007-10-01,13.000,10:30,2004-08-09,0.0,0.0000,
HIST_BOND_S_454,2004-08-05,CA135087QB35,2008-03-01,12.750,10:30,2004-08-09,0.0,0.0000,
HIST_BOND_S_452,2004-08-05,CA135087WH31,2008-06-01,6.000,10:30,2004-08-09,0.0,0.0000,
HIST_BOND_S_453,2004-08-05,CA135087RK25,2008-06-01,10.000,10:30,2004-08-09,48.0,0.0000,2.025
HIST_BOND_S_451,2004-08-05,CA135087QL17,2008-10-01,11.750,10:30,2004-08-09,0.0,0.0000,
HIST_BOND_S_450,2004-08-05,CA135087QQ04,2009-03-01,11.500,10:30,2004-08-09,0.0,0.0000,
HIST_BOND_S_448,2004-08-05,CA135087WR13,2009-06-01,5.500,10:30,2004-08-09,0.0,0.0000,
HIST_BOND_S_449,2004-08-05,CA135087RD81,2009-06-01,11.000,10:30,2004-08-09,0.0,0.0000,
HIST_BOND_S_34,2004-09-09,CA135087XW98,2037-06-01,5.000,10:30,,,,
HIST_BOND_S_467,2004-09-09,CA135087TZ75,2021-03-15,10.500,10:30,2004-09-14,0.0,1.0109,
HIST_BOND_S_466,2004-09-09,CA135087UE28,2021-06-01,9.750,10:30,2004-09-14,-17.2,1.0109,27.500
HIST_BOND_S_465,2004-09-09,CA135087UM44,2022-06-01,9.250,10:30,2004-09-14,-15.9,1.0109,14.848
HIST_BOND_S_464,2004-09-09,CA135087UT96,2023-06-01,8.000,10:30,2004-09-14,-2.3,1.0109,30.000
HIST_BOND_S_463,2004-09-09,CA135087VH40,2025-06-01,9.000,10:30,2004-09-14,4.4,1.0109,30.000
HIST_BOND_S_462,2004-09-09,CA135087VW17,2027-06-01,8.000,10:30,2004-09-14,0.0,1.0109,
HIST_BOND_S_461,2004-09-09,CA135087WL43,2029-06-01,5.750,10:30,2004-09-14,5.4,1.0109,50.000
HIST_BOND_S_35,2004-09-23,CA135087XS86,2014-06-01,5.000,10:30,,,,
HIST_BOND_S_480,2004-09-23,CA135087WX80,2010-06-01,5.500,10:30,2004-09-28,-45.7,0.0000,106.816
HIST_BOND_S_481,2004-09-23,CA135087RS50,2010-06-01,9.500,10:30,2004-09-28,0.0,0.0000,
HIST_BOND_S_479,2004-09-23,CA135087RW62,2010-10-01,8.750,10:30,2004-09-28,0.0,0.0000,
HIST_BOND_S_478,2004-09-23,CA135087RY29,2011-03-01,9.000,10:30,2004-09-28,-37.1,0.0000,8.209
HIST_BOND_S_476,2004-09-23,CA135087XB51,2011-06-01,6.000,10:30,2004-09-28,-28.9,0.0000,550.000
HIST_BOND_S_477,2004-09-23,CA135087SH86,2011-06-01,8.500,10:30,2004-09-28,0.0,0.0000,
HIST_BOND_S_475,2004-09-23,CA135087TH77,2014-03-15,10.250,10:30,2004-09-28,0.0,0.0000,
HIST_BOND_S_474,2004-09-23,CA135087TU88,2015-06-01,11.250,10:30,2004-09-28,0.0,0.0000,
HIST_BOND_S_473,2004-09-23,CA135087TZ75,2021-03-15,10.500,10:30,2004-09-28,0.0,0.0000,
HIST_BOND_S_472,2004-09-23,CA135087UE28,2021-06-01,9.750,10:30,2004-09-28,0.0,0.0000,
HIST_BOND_S_471,2004-09-23,CA135087UM44,2022-06-01,9.250,10:30,2004-09-28,0.0,0.0000,
HIST_BOND_S_470,2004-09-23,CA135087UT96,2023-06-01,8.000,10:30,2004-09-28,0.0,0.0000,
HIST_BOND_S_469,2004-09-23,CA135087VH40,2025-06-01,9.000,10:30,2004-09-28,0.0,0.0000,
HIST_BOND_S_468,2004-09-23,CA135087VW17,2027-06-01,8.000,10:30,2004-09-28,0.0,0.0000,
HIST_BOND_S_36,2004-10-06,CA135087XT69,2009-09-01,4.250,10:30,,,,
HIST_BOND_S_494,2004-10-06,CA135087WB60,2007-06-01,7.250,10:30,2004-10-12,0.0,0.5997,
HIST_BOND_S_493,2004-10-06,CA135087PW80,2007-10-01,13.000,10:30,2004-10-12,0.0,0.5997,
HIST_BOND_S_492,2004-10-06,CA135087QB35,2008-03-01,12.750,10:30,2004-10-12,0.0,0.5997,
HIST_BOND_S_490,2004-10-06,CA135087WH31,2008-06-01,6.000,10:30,2004-10-12,-30.0,0.5997,116.209
HIST_BOND_S_491,2004-10-06,CA135087RK25,2008-06-01,10.000,10:30,2004-10-12,0.0,0.5997,
HIST_BOND_S_489,2004-10-06,CA135087QL17,2008-10-01,11.750,10:30,2004-10-12,-25.9,0.5997,4.090
HIST_BOND_S_488,2004-10-06,CA135087QQ04,2009-03-01,11.500,10:30,2004-10-12,-12.8,0.5997,5.000
HIST_BOND_S_486,2004-10-06,CA135087WR13,2009-06-01,5.500,10:30,2004-10-12,0.0,0.5997,
HIST_BOND_S_487,2004-10-06,CA135087RD81,2009-06-01,11.000,10:30,2004-10-12,0.0,0.5997,
HIST_BOND_S_485,2004-10-06,CA135087QV98,2009-10-01,10.750,10:30,2004-10-12,1.0,0.5997,2.187
HIST_BOND_S_484,2004-10-06,CA135087RQ94,2010-03-01,9.750,10:30,2004-10-12,0.0,0.5997,
HIST_BOND_S_482,2004-10-06,CA135087WX80,2010-06-01,5.500,10:30,2004-10-12,0.0,0.5997,
HIST_BOND_S_483,2004-10-06,CA135087RS50,2010-06-01,9.500,10:30,2004-10-12,10.1,0.5997,150.000
HIST_BOND_S_37,2004-11-03,CA135087XW98,2037-06-01,5.000,10:30,,,,
HIST_BOND_S_501,2004-11-03,CA135087TZ75,2021-03-15,10.500,10:30,2004-11-08,0.0,0.9902,
HIST_BOND_S_500,2004-11-03,CA135087UE28,2021-06-01,9.750,10:30,2004-11-08,-19.1,0.9902,140.000
HIST_BOND_S_499,2004-11-03,CA135087UM44,2022-06-01,9.250,10:30,2004-11-08,0.0,0.9902,
HIST_BOND_S_498,2004-11-03,CA135087UT96,2023-06-01,8.000,10:30,2004-11-08,-5.2,0.9902,125.000
HIST_BOND_S_497,2004-11-03,CA135087VH40,2025-06-01,9.000,10:30,2004-11-08,1.3,0.9902,46.312
HIST_BOND_S_496,2004-11-03,CA135087VW17,2027-06-01,8.000,10:30,2004-11-08,0.0,0.9902,
HIST_BOND_S_495,2004-11-03,CA135087WL43,2029-06-01,5.750,10:30,2004-11-08,0.0,0.9902,
HIST_BOND_S_38,2004-12-15,CA135087XX71,2015-06-01,4.500,10:30,,,,
HIST_BOND_S_510,2004-12-15,CA135087XB51,2011-06-01,6.000,10:30,2004-12-20,-42.8,0.7751,150.000
HIST_BOND_S_511,2004-12-15,CA135087SH86,2011-06-01,8.500,10:30,2004-12-20,0.0,0.7751,
HIST_BOND_S_509,2004-12-15,CA135087XH22,2012-06-01,5.250,10:30,2004-12-20,0.0,0.7751,
HIST_BOND_S_508,2004-12-15,CA135087TH77,2014-03-15,10.250,10:30,2004-12-20,-17.9,0.7751,161.258
HIST_BOND_S_507,2004-12-15,CA135087TZ75,2021-03-15,10.500,10:30,2004-12-20,0.0,0.7751,
HIST_BOND_S_506,2004-12-15,CA135087UE28,2021-06-01,9.750,10:30,2004-12-20,20.5,0.7751,51.112
HIST_BOND_S_505,2004-12-15,CA135087UM44,2022-06-01,9.250,10:30,2004-12-20,0.0,0.7751,
HIST_BOND_S_504,2004-12-15,CA135087UT96,2023-06-01,8.000,10:30,2004-12-20,0.0,0.7751,
HIST_BOND_S_503,2004-12-15,CA135087VH40,2025-06-01,9.000,10:30,2004-12-20,42.9,0.7751,51.954
HIST_BOND_S_502,2004-12-15,CA135087VW17,2027-06-01,8.000,10:30,2004-12-20,0.0,0.7751,
HIST_BOND_S_39,2005-01-19,CA135087XY54,2010-09-01,4.000,10:30,,,,
HIST_BOND_S_524,2005-01-19,CA135087WH31,2008-06-01,6.000,10:30,2005-01-24,-49.2,0.0000,225.000
HIST_BOND_S_525,2005-01-19,CA135087RK25,2008-06-01,10.000,10:30,2005-01-24,0.0,0.0000,
HIST_BOND_S_523,2005-01-19,CA135087QL17,2008-10-01,11.750,10:30,2005-01-24,0.0,0.0000,
HIST_BOND_S_522,2005-01-19,CA135087QQ04,2009-03-01,11.500,10:30,2005-01-24,0.0,0.0000,
HIST_BOND_S_520,2005-01-19,CA135087WR13,2009-06-01,5.500,10:30,2005-01-24,0.0,0.0000,
HIST_BOND_S_521,2005-01-19,CA135087RD81,2009-06-01,11.000,10:30,2005-01-24,0.0,0.0000,
HIST_BOND_S_519,2005-01-19,CA135087QV98,2009-10-01,10.750,10:30,2005-01-24,0.0,0.0000,
HIST_BOND_S_518,2005-01-19,CA135087RQ94,2010-03-01,9.750,10:30,2005-01-24,0.0,0.0000,
HIST_BOND_S_516,2005-01-19,CA135087WX80,2010-06-01,5.500,10:30,2005-01-24,-5.2,0.0000,100.000
HIST_BOND_S_517,2005-01-19,CA135087RS50,2010-06-01,9.500,10:30,2005-01-24,0.0,0.0000,
HIST_BOND_S_515,2005-01-19,CA135087RW62,2010-10-01,8.750,10:30,2005-01-24,-2.0,0.0000,9.443
HIST_BOND_S_514,2005-01-19,CA135087RY29,2011-03-01,9.000,10:30,2005-01-24,0.0,0.0000,
HIST_BOND_S_512,2005-01-19,CA135087XB51,2011-06-01,6.000,10:30,2005-01-24,0.0,0.0000,
HIST_BOND_S_513,2005-01-19,CA135087SH86,2011-06-01,8.500,10:30,2005-01-24,0.0,0.0000,
HIST_BOND_S_40,2005-02-09,CA135087XZ20,2007-06-01,3.000,10:30,,,,
HIST_BOND_S_537,2005-02-09,CA135087XD18,2006-09-01,5.750,10:30,2005-02-11,-22.4,0.7029,145.000
HIST_BOND_S_536,2005-02-09,CA135087PQ13,2006-10-01,14.000,10:30,2005-02-11,-19.4,0.7029,1.595
HIST_BOND_S_535,2005-02-09,CA135087PT51,2007-03-01,13.750,10:30,2005-02-11,-13.9,0.7029,3.000
HIST_BOND_S_534,2005-02-09,CA135087XJ87,2007-09-01,4.500,10:30,2005-02-11,5.0,0.7029,160.000
HIST_BOND_S_533,2005-02-09,CA135087PW80,2007-10-01,13.000,10:30,2005-02-11,6.5,0.7029,5.351
HIST_BOND_S_532,2005-02-09,CA135087QB35,2008-03-01,12.750,10:30,2005-02-11,0.0,0.7029,
HIST_BOND_S_530,2005-02-09,CA135087WH31,2008-06-01,6.000,10:30,2005-02-11,21.7,0.7029,4.428
HIST_BOND_S_531,2005-02-09,CA135087RK25,2008-06-01,10.000,10:30,2005-02-11,0.0,0.7029,
HIST_BOND_S_529,2005-02-09,CA135087QL17,2008-10-01,11.750,10:30,2005-02-11,0.0,0.7029,
HIST_BOND_S_528,2005-02-09,CA135087QQ04,2009-03-01,11.500,10:30,2005-02-11,0.0,0.7029,
HIST_BOND_S_526,2005-02-09,CA135087WR13,2009-06-01,5.500,10:30,2005-02-11,0.0,0.7029,
HIST_BOND_S_527,2005-02-09,CA135087RD81,2009-06-01,11.000,10:30,2005-02-11,0.0,0.7029,
HIST_BOND_S_41,2005-03-09,CA135087XX71,2015-06-01,4.500,10:30,,,,
