A3 MONETARY POLICY OPERATIONS – ES BALANCES AND REPO AGREEMENTS
Title,Total ES Balances,Surplus ES Balances,Margin applied on ES Balances,SF Repos at the Rate on Surplus ESA Balances,SF Repos at Margin,OMO Reverse Repos,OMO Triparty Reverse Repos,OMO Repos,AGS Collateral Securities,Semi Collateral Securities,Other Government Collateral Securities,ADI Collateral Securities,ABS Collateral Securities,Other Collateral Securities
16-Jan-2015,22347,1646,,21069,,42711,3183,45,20260,8053,4740,9770,24937,45
19-Jan-2015,22025,1652,,21073,,43250,3185,45,20353,8432,4736,9777,24939,45
20-Jan-2015,21097,1322,,21074,,43620,3186,45,20765,8152,4998,9710,24913,43
21-Jan-2015,17279,1597,,21076,,44319,3047,295,20799,8515,5204,10016,24888,43
22-Jan-2015,21282,1297,,21077,,46082,3047,250,22783,8265,5161,10233,24883,43
23-Jan-2015,22347,1684,,21079,,45349,2663,250,21769,8472,5261,10195,24884,40
27-Jan-2015,21676,1314,,21084,,45394,2881,,21779,8743,5329,10061,24755,38
28-Jan-2015,21977,1307,,21086,,44907,2835,,20994,8864,5369,10171,24767,55
29-Jan-2015,21877,1410,,21087,,44554,2777,,20930,8857,5252,10175,25061,55
30-Jan-2015,22268,1515,,21089,,44845,2869,,20514,9458,5343,10235,25023,55
02-Feb-2015,22163,1521,,21055,,45005,2869,,20907,9272,5396,10044,24762,55
03-Feb-2015,23168,1561,,21056,,44332,2869,,20534,9364,5211,10181,24756,55
04-Feb-2015,22058,1418,,21058,,43754,2890,,19927,9044,5302,10027,24758,55
05-Feb-2015,21796,1278,,21059,,42631,2705,,19215,9147,4965,9753,24751,55
06-Feb-2015,22090,1293,,21060,,42493,2776,,18328,9154,5265,10190,24744,65
09-Feb-2015,22105,1416,,21064,,41762,2822,,17782,8940,5217,10134,24710,67
10-Feb-2015,22102,1275,,21066,,41215,2807,,17866,8571,4904,10139,24647,65
11-Feb-2015,22073,1348,,21067,,41595,2745,,17865,8851,5164,10136,24629,64
12-Feb-2015,21643,1145,,21068,,39674,2595,,16603,8807,5036,9972,24620,64
13-Feb-2015,22356,1660,,21070,,40280,2605,,16636,8793,4778,10193,24617,65
16-Feb-2015,22099,1544,,21073,,39885,2606,,15682,8771,4963,10476,24540,64
17-Feb-2015,22161,1497,,21075,,38812,2626,,15239,8458,5054,10056,24514,51
18-Feb-2015,22024,1618,,21076,,39186,2715,,15552,8257,5194,10086,24715,51
19-Feb-2015,21726,1767,,21077,,39841,2715,,15754,8510,5236,10098,24708,51
20-Feb-2015,21396,1722,,21079,,41648,2720,,17429,8859,5095,10067,24702,51
23-Feb-2015,19166,1613,,21083,,42492,2720,300,17498,9024,5066,10288,24682,50
24-Feb-2015,21953,1594,,21084,,43666,2745,300,18541,9229,5089,10259,24674,48
25-Feb-2015,21981,1703,,21085,,43409,2745,300,18308,9104,5100,10380,24678,47
26-Feb-2015,21161,1330,,21082,,42827,2461,,18027,8914,5524,10333,24803,47
27-Feb-2015,20938,1210,352,21083,,41805,2261,,16889,9233,5496,9801,24791,47
02-Mar-2015,18942,1636,,20627,,43590,2326,,18174,9359,5536,9976,24270,60
03-Mar-2015,19658,1470,,20628,,45200,2326,,19436,9500,5549,10115,24264,71
04-Mar-2015,20763,1319,,20629,,47321,2326,,21196,9729,5510,9957,24257,71
05-Mar-2015,21016,1205,,20630,,47834,2941,,22165,9528,5472,9833,24246,72
06-Mar-2015,21595,1417,,20632,,48348,3051,,23492,8569,5394,10092,24243,72
09-Mar-2015,21536,1419,,20635,,48621,2926,,24128,8047,5299,10212,24260,82
10-Mar-2015,21459,1218,,20637,,47403,2926,,24077,7810,5309,9341,24315,82
11-Mar-2015,21602,1396,,20638,,47923,3164,,24215,7996,5504,9535,24311,74
12-Mar-2015,21364,1368,,20639,,46712,3164,,23098,8239,5109,9693,24236,71
13-Mar-2015,21727,1473,,20641,,46850,3349,,22972,8456,5154,9582,24202,70
16-Mar-2015,21612,1425,,20644,,47197,3131,,22816,9201,5114,9272,24304,67
17-Mar-2015,21924,1666,,20646,,46614,3213,,22472,8915,4811,9485,24294,79
18-Mar-2015,21659,1722,,20647,,46700,3313,,22439,8874,4917,9512,24332,87
19-Mar-2015,21258,1831,,20648,,47260,3772,,23484,9175,4898,9305,24383,87
20-Mar-2015,21375,1974,,20649,,49071,3792,,26549,9520,5038,9653,24472,102
23-Mar-2015,18569,1685,,20653,,50274,3796,590,27591,9515,5061,9710,24470,92
24-Mar-2015,21502,1421,,20655,,52781,3837,800,27410,11830,5145,10004,24507,92
25-Mar-2015,21493,1344,,20656,,52428,3887,800,27276,11499,5170,10294,24503,91
26-Mar-2015,21442,1456,,20657,,51286,3939,210,26351,11192,5085,10159,24555,83
27-Mar-2015,21668,1347,,20658,,50654,4219,210,25292,11112,5281,10358,24488,83
30-Mar-2015,21535,1469,,20662,,50115,4231,,25145,10753,5339,10214,24626,60
31-Mar-2015,22328,2299,,20663,,50115,4222,,24349,10693,6057,10344,24713,73
01-Apr-2015,22432,1480,,20585,,47559,4322,,22544,10405,5522,10311,24739,73
02-Apr-2015,21626,1609,,20586,,46291,4564,,21277,10623,5407,10099,24719,78
07-Apr-2015,21370,1406,,20592,,45081,3861,,21455,9990,5099,9591,24672,69
08-Apr-2015,21671,1474,,20593,,45483,3631,,20848,10655,5231,10015,24665,66
09-Apr-2015,21631,1608,,20595,,45119,3577,,22495,8918,5231,9763,24653,71
10-Apr-2015,22623,1718,,21145,,45458,3577,,22960,9130,5260,9841,24716,71
13-Apr-2015,22652,2020,,21149,,46489,3589,,23764,9318,5306,9908,24722,35
14-Apr-2015,22538,1838,,21150,,45676,3508,,23598,8839,5167,9770,24688,35
15-Apr-2015,22653,2014,,21152,,42857,3336,,22549,7980,5106,8648,24866,55
16-Apr-2015,22194,1731,,21153,,42192,3424,,21473,8174,5140,8748,24812,55
17-Apr-2015,22376,1792,,21154,,42934,3435,,21917,8149,5290,8923,25050,55
20-Apr-2015,21278,1869,,21158,,45352,3563,,24264,8197,5334,8897,24983,55
21-Apr-2015,18361,2006,,21159,,43671,3640,,22703,8413,5243,8755,24976,55
22-Apr-2015,21701,1409,,21161,,45200,3940,,23222,9051,5234,9064,24974
23-Apr-2015,21495,1415,,21162,,44882,3859,,23273,8861,5021,8927,24962
24-Apr-2015,21670,1343,,21163,,43257,3833,,23137,7808,4883,8490,25041
27-Apr-2015,20702,1497,,21167,,44569,3849,,23685,8746,4765,8518,25031
28-Apr-2015,20353,1589,,21169,,44958,3956,,23769,9080,4875,8310,24900
29-Apr-2015,21722,1473,,21170,,46447,3999,,25361,9305,4006,8761,24937
30-Apr-2015,21548,1253,,21171,,46249,3810,,24714,9435,3981,9095,24947
01-May-2015,22532,1375,,21287,,47832,3823,,26332,9334,3968,9193,25500
04-May-2015,23021,1659,,21291,,48837,4074,,27124,9185,3992,9536,25478
05-May-2015,22048,1275,,21292,,47604,4057,,26881,8855,3776,8882,25440
06-May-2015,22204,1368,,21293,,48300,3616,,27599,8857,3913,8903,25401
07-May-2015,21929,1265,,21294,,46985,3339,,25687,9014,3905,9191,25393
08-May-2015,22299,1415,,21295,,47485,3307,,25881,9198,4025,9569,25385
11-May-2015,21850,1377,,21299,,48946,2884,,27205,9029,4025,9881,25345
12-May-2015,22008,1418,,21300,,48834,2622,,26866,9209,3768,9662,25391
13-May-2015,21958,1266,,21301,,49176,2639,,27223,9301,3787,9804,25382
14-May-2015,21510,1256,,21302,,49334,3340,,27146,9305,3767,10105,25371,50
15-May-2015,22047,1673,,21304,,48844,3292,,26436,9649,3908,10099,25345,50
18-May-2015,21847,1482,,21307,,49677,3322,,27050,9446,4018,10392,25321,77
19-May-2015,22082,1510,,21308,,49710,3322,,26830,9453,4146,10357,25401,78
20-May-2015,21459,1559,,21309,,50342,3377,,27553,9258,4049,10615,25301,71
21-May-2015,18171,1380,,21311,,48683,3206,,27687,8816,4113,10476,25294,71
22-May-2015,21904,1504,,21312,,50409,3256,100,29017,8918,4386,10599,25286,47
25-May-2015,21601,1697,,21315,,52243,3334,100,30536,9351,4339,10571,25285,47
26-May-2015,21966,1895,,21316,,51714,3343,100,29791,8980,4323,10989,25350,47
27-May-2015,22216,1688,,21318,,51574,3341,100,29044,9440,4340,11133,25488,47
28-May-2015,21931,1622,,21319,,50873,3220,100,28625,9458,4436,10818,25481,47
29-May-2015,22404,1690,,21320,,51170,3303,100,28754,9419,4405,11125,25408,47
01-Jun-2015,21950,1704,,21414,,54193,3397,,30835,10530,4470,10992,25461,53
02-Jun-2015,23233,1553,,21415,,55256,3397,,32146,10430,4390,10730,25462,53
03-Jun-2015,22477,1731,,21416,,55866,3285,,31909,10670,4355,11106,25447,46
04-Jun-2015,22159,1472,,21417,,55283,2985,,30923,11364,4313,10508,25441,46
05-Jun-2015,22510,1814,,21418,,55523,2930,,30739,12041,4306,10485,25449,41
09-Jun-2015,22407,1705,,21423,,54066,3059,,29313,12187,4274,10495,25421,49
10-Jun-2015,22262,1524,,21424,,54082,3159,,28860,12373,4232,10720,25410,49
11-Jun-2015,22226,1552,,21426,,55001,3278,,28942,12847,4131,10962,25459,65
12-Jun-2015,22477,1612,,21427,,53400,3397,,28283,12610,4111,10796,25149,75
15-Jun-2015,22714,1959,,21430,,53595,3510,30,27745,13176,4078,11051,25126,70
16-Jun-2015,22642,1668,,21431,,53110,2819,30,27870,12499,4116,11097,25143
17-Jun-2015,22526,1718,,21433,,53465,2912,30,27649,12833,4142,11353,25138,85
18-Jun-2015,21842,1539,,21434,,53447,3612,30,27735,13030,4112,11419,25083,85
19-Jun-2015,21964,1651,,21435,,55352,3612,,29405,12644,4300,11699,25097,85
22-Jun-2015,19431,1638,,21438,,55980,3613,,25275,12972,4345,13419,25073,144
23-Jun-2015,22701,1804,,21440,,57833,3963,,25981,12485,4252,15026,25067,144
24-Jun-2015,22591,1721,,21441,,56646,3616,,25106,11630,4173,15660,25153,179
25-Jun-2015,22361,1571,,21442,,57262,3866,,25747,11816,4212,15236,25198,179
26-Jun-2015,22840,1710,,21443,,56754,3866,,25863,11510,4156,15094,25306,97
29-Jun-2015,22406,1717,,21447,,57669,3967,,26242,11695,4136,15636,25284,166
30-Jun-2015,23360,2381,,21448,,54846,3981,,22808,11281,4637,16100,25258,166
01-Jul-2015,23122,1970,,21295,,54360,3921,400,23752,10808,4638,17962,25265,166
02-Jul-2015,23568,1741,,21296,,53817,3882,400,23093,10804,4976,17604,25250,166
03-Jul-2015,22954,1882,,21298,,52437,3601,400,22327,10679,4806,17366,25222,157
06-Jul-2015,22398,1576,,21301,,53061,4006,400,23014,10902,5034,17019,25225,165
07-Jul-2015,22977,1921,,21302,,50027,3865,400,21710,10351,4750,16036,25184,134
08-Jul-2015,22715,1816,,21303,,49562,3867,,22102,10591,4496,15306,25188,142
09-Jul-2015,22603,1773,,21305,,47880,3596,,20888,10311,4475,14921,25189,140
10-Jul-2015,23222,2186,,21306,,48204,3558,,20747,10098,4797,15006,25189,157
13-Jul-2015,22746,1858,,21309,,48679,3629,,21426,10141,4978,14553,25070,98
14-Jul-2015,22722,1855,,21310,,49100,3766,,21868,10220,5078,14281,25052,97
15-Jul-2015,22640,1750,,21312,,49283,3831,,22662,9985,5090,13977,25202,95
16-Jul-2015,22456,1750,,21313,,48115,3029,,22669,9820,4991,13061,25217,90
17-Jul-2015,22679,1865,,21314,,48635,3026,,24111,9562,4890,12499,25198,86
20-Jul-2015,21197,1757,,21317,,49747,3026,,25025,9592,4940,12676,25138,84
21-Jul-2015,18411,1709,,21319,,49167,4112,,24947,9395,4866,12300,25249,66
22-Jul-2015,21851,1423,,21320,,50724,4182,,25929,9565,4952,12637,25241,179
23-Jul-2015,21583,1333,,21321,,50845,3748,,25801,10072,4837,12545,25243,170
24-Jul-2015,22133,1598,,21317,,50437,3793,,25102,10329,4865,12575,25235,172
27-Jul-2015,20943,1621,,21321,,50723,3818,,26632,10280,4996,11171,25213,167
28-Jul-2015,20504,1642,,21322,,51460,3973,,26367,11042,4990,11351,25205,224
29-Jul-2015,21890,1467,,21323,,52548,3973,,27309,10989,4987,11531,25205,224
30-Jul-2015,22290,1554,,21324,,52727,4113,,27703,10762,4881,11668,25090,224
31-Jul-2015,22356,1569,,21326,,52239,4213,,27242,10690,5111,11698,25108,228
03-Aug-2015,22610,1641,,21350,,52247,4214,,27253,10702,5112,11698,25168,228
04-Aug-2015,23479,1595,,21351,,52129,4344,,27699,10386,5116,11391,25172,237
05-Aug-2015,22359,1447,,21352,,50341,4214,,26428,9637,4971,11613,25165,231
06-Aug-2015,22213,1499,,21353,,50900,4454,,26031,10172,5269,11860,25128,128
07-Aug-2015,22552,1571,,21355,,50443,4494,,25782,9856,5280,11711,25342,126
10-Aug-2015,22416,1732,,21358,,51135,4444,,26767,9810,5230,11557,25373,126
11-Aug-2015,22354,1631,,21359,,49806,4219,,27030,8933,4981,11165,25248,128
12-Aug-2015,22447,1500,,21360,,51015,4249,,26764,10051,5049,11629,25177,133
13-Aug-2015,22295,1557,,21362,,49459,4249,,26430,9260,5051,10975,25148,134
14-Aug-2015,22356,1429,,21363,,49618,4239,,25899,9646,4928,11336,25153,139
17-Aug-2015,22126,1412,,21366,,48799,3916,,25557,9669,5027,10628,25157,134
18-Aug-2015,22149,1345,,21367,,47825,3957,,25664,8647,5249,10366,25158,134
19-Aug-2015,21937,1375,,21369,,48609,4047,,26313,8767,5202,10351,25277,127
20-Aug-2015,20990,1435,,21370,,48872,4072,,27231,9087,5118,9749,25046,124
21-Aug-2015,19014,1627,,21371,,49269,4092,,27389,8950,5119,10283,25037,128
24-Aug-2015,21776,1885,,21374,,50968,4092,,29115,9004,5053,10421,25077,129
25-Aug-2015,21802,2054,,21376,,52008,4183,,28372,10152,5121,10851,25067,142
26-Aug-2015,22333,1771,,21377,,53191,4243,,28626,10696,5239,11066,25034,143
27-Aug-2015,22333,1708,,21378,,51804,4037,,28271,10623,4967,10206,25023,143
28-Aug-2015,22525,1589,,21379,,52224,4140,,28163,10983,4903,10369,25056,142
31-Aug-2015,22377,1661,,21383,,51994,4120,,28120,10906,4942,10347,27952,143
01-Sep-2015,22484,1522,,21374,,51996,4120,,27394,11777,4813,10292,26984,137
02-Sep-2015,23362,1553,,21376,,52097,3967,,26782,11422,4671,11477,27007,137
03-Sep-2015,22323,1513,,21377,,51369,3847,,26138,11354,4762,11377,27004,132
04-Sep-2015,22769,1464,,21378,,51059,3934,,25760,11466,4942,11216,27005,132
07-Sep-2015,22608,1612,,21381,,49974,3935,,25087,11174,4833,11091,27007,132
08-Sep-2015,22809,1671,,21383,,48591,4071,,23946,11401,5086,10225,27007,134
09-Sep-2015,22883,1719,,21384,,48564,4205,,23679,11608,5041,10182,26994,130
10-Sep-2015,22885,1808,,21385,,48117,4355,,23416,11587,5023,10009,27027,127
11-Sep-2015,23006,1881,,21386,,47908,4469,,22708,11465,5441,10024,27192,131
14-Sep-2015,22508,1950,,21390,,47644,4842,,22225,11892,5248,10044,27184,136
15-Sep-2015,22801,1742,,21391,,46904,4783,,21158,12027,5231,10288,27198,136
16-Sep-2015,22607,1695,,21392,,47104,4557,,21804,11721,5098,10135,27195,136
17-Sep-2015,22601,2021,,21393,,46503,4792,,21939,10779,5107,10274,27185,144
18-Sep-2015,22413,1885,,21394,,46554,4753,,21623,11018,5177,10593,27191,165
21-Sep-2015,18801,1955,,21398,,47066,4748,,22725,10833,5036,10364,27185,170
22-Sep-2015,22478,1682,,21399,,49045,4749,,23966,10794,5232,10989,27185,169
23-Sep-2015,22761,1799,,21400,,49282,4999,,24264,11003,5169,11072,27083,114
24-Sep-2015,22690,1812,,21401,,48960,4898,,23961,11294,5071,10839,27083,117
25-Sep-2015,22744,1645,,21402,,48496,4818,,23970,10984,4928,10743,27097,109
28-Sep-2015,22737,1842,,21406,,48736,5151,,24129,10939,5038,10758,27105,112
29-Sep-2015,23008,1906,,21407,,48596,5059,,24367,10499,5245,10753,27105,114
30-Sep-2015,23103,2156,,21408,,48275,4956,,22896,11046,5185,11436,27108,114
01-Oct-2015,22878,2009,,21346,,47711,4849,,22656,10772,5166,11633,27262,114
02-Oct-2015,24254,2113,,21347,,47934,5279,,22662,11028,5148,11614,27232,121
05-Oct-2015,23382,2277,,21350,,46951,5280,,21845,10842,5140,11614,27232,121
06-Oct-2015,22731,1796,,21352,,47032,5230,,21867,11017,4814,11863,27234,112
07-Oct-2015,22954,1978,,21353,,45123,4734,,20469,10656,4927,11495,27222,125
08-Oct-2015,22876,1999,,21354,,44787,4632,,21279,9861,4755,11310,27222,126
09-Oct-2015,22996,1897,,21355,,44683,4748,,21722,9856,4745,10633,27209,126
12-Oct-2015,22953,2105,,21359,,45894,4659,,22387,10420,4650,10738,27208,131
13-Oct-2015,23451,2370,,21360,,44988,4459,,21453,10003,4428,11513,27206,131
14-Oct-2015,22724,1965,,21361,,45183,4298,,21809,10072,4404,11156,27308,131
15-Oct-2015,22927,2239,,21362,,45121,4279,200,21468,10266,4399,11316,27312,117
16-Oct-2015,23265,2351,,21363,,45304,4229,200,21787,10344,4382,11075,27310,117
19-Oct-2015,22674,2235,,21367,115,45343,4449,200,21720,10440,4418,11229,27259,116
20-Oct-2015,22192,2026,,21368,,46281,4500,600,22394,10410,4412,11421,27213,114
21-Oct-2015,18364,1815,,21369,,47404,4528,600,23332,10499,4523,11100,27481,115
22-Oct-2015,21862,1711,,21370,,49868,4538,400,25104,11041,4498,11365,27524,115
23-Oct-2015,22713,1969,,21371,,49920,4621,400,25400,10871,4551,11280,27522,114
26-Oct-2015,21713,1824,,21375,,51185,4652,,26269,11068,4520,11493,27522,106
27-Oct-2015,21988,1992,,21376,,51481,4562,,26681,11029,4508,11488,27501,103
28-Oct-2015,20896,1913,,21377,,52109,4585,,27631,10706,4489,11622,27519,103
29-Oct-2015,21878,1694,,21378,,53777,4585,,28388,11060,4493,12256,27486,100
30-Oct-2015,22470,1699,,21380,,53101,4356,,27974,11026,4273,12411,27269,73
02-Nov-2015,22423,1570,,21339,,53307,4517,,28345,10806,4263,12419,28395,83
03-Nov-2015,23668,1723,,21340,,52810,4251,,27586,11169,4294,12063,28420,134
04-Nov-2015,22684,1796,,21341,,52237,4085,,28220,10384,4250,11576,28419,133
05-Nov-2015,22505,1685,,21342,,50645,3762,,26695,10353,4209,11525,28423,127
06-Nov-2015,22644,1649,,21344,,50477,3664,,26758,10422,4195,11213,28424,129
09-Nov-2015,22537,1791,,21347,,49356,3373,,25681,10435,4183,10934,28424,128
10-Nov-2015,22524,1642,,21348,,48785,3463,,25271,10593,3853,11157,28310,123
11-Nov-2015,22939,1709,,21978,,49638,3568,,26873,10378,3873,11330,26892,123
12-Nov-2015,22937,1696,,21979,,49904,3367,,26847,10392,3885,11393,26945,133
13-Nov-2015,24401,1827,,22971,,50028,3444,,26655,10638,3920,11555,28181,174
16-Nov-2015,24246,1852,,22974,,49415,3527,,26114,10991,3917,11245,28155,158
17-Nov-2015,24322,1809,,22976,,48539,3457,,25180,11036,3943,11036,28328,158
18-Nov-2015,24015,1659,,22977,,48342,3381,,24946,10953,4008,11170,28327,167
19-Nov-2015,23280,1496,,22978,,47653,3330,,24991,10120,3985,11289,28326,167
20-Nov-2015,22853,1524,,22979,,49272,3395,,25966,10689,4022,11387,28302,167
23-Nov-2015,19903,1512,,22983,,49124,3440,850,25144,11141,4165,11443,28300,167
24-Nov-2015,23377,1571,,22985,,50649,3664,1010,24920,12304,4203,12105,28323,181
25-Nov-2015,22639,1369,,22986,,51390,3978,1010,25974,11598,4269,12551,28321,198
26-Nov-2015,23179,1431,,22987,,52111,4050,160,25025,11872,4370,14090,28327,195
27-Nov-2015,23869,1435,,22988,,52385,4090,160,25382,11926,4337,13934,28323,197
30-Nov-2015,23634,1535,,22992,,52972,4091,,25121,12054,4293,14743,28335,217
01-Dec-2015,23617,2064,,22948,,53385,3960,,25490,12136,4152,14850,28653,236
02-Dec-2015,24697,1487,,22949,,52992,3956,,25437,11914,4069,14851,28650,257
03-Dec-2015,24071,1678,,22950,,52148,3890,,25606,11083,4084,14632,28462,257
04-Dec-2015,24303,1694,,22944,,52691,3990,,25489,11636,3962,14695,28449,281
07-Dec-2015,24123,1653,,22948,,53231,4140,,25487,11785,3971,14943,28648,281
08-Dec-2015,24333,1585,,22949,,51734,4200,,25712,11660,4083,13249,28649,266
09-Dec-2015,24199,1815,,22951,,52181,4609,,26785,11379,4053,12947,28636,266
10-Dec-2015,24206,1740,,22952,,51703,4580,,26146,10976,4462,13003,28633,264
11-Dec-2015,24570,1862,,22953,,49703,4329,,25923,9658,4496,12445,28628,263
14-Dec-2015,24166,1805,,22957,,50365,4271,,25405,9539,4506,13892,28622,263
15-Dec-2015,24517,1988,,22958,,49839,4185,,24496,9304,4347,14750,28450,255
16-Dec-2015,24665,2231,,22959,,50209,4315,,24302,9138,4669,14809,28848,205
17-Dec-2015,24432,2246,,22961,,49821,4498,250,24310,8792,4652,14842,28854,205
18-Dec-2015,25164,2400,,22962,,50253,4599,470,25256,8602,4637,14162,29367,205
21-Dec-2015,21464,2683,,22966,,50607,4199,470,24563,8367,4708,14358,30483,205
22-Dec-2015,25134,2706,,22967,,52391,4274,280,25735,8359,4688,15144,30461,204
23-Dec-2015,25393,2717,,22968,,50738,4275,280,24536,8318,4685,14649,30456,187
24-Dec-2015,24633,2000,,22969,,49723,4164,280,23524,7762,4676,15315,30401,190
29-Dec-2015,24940,2435,,22976,,49277,4200,,23006,7957,4694,15257,30407,204
30-Dec-2015,25067,2339,,22977,,48925,4501,,22747,7885,4352,15174,30738,204
31-Dec-2015,25873,3133,,22978,,50391,4501,,22186,7423,4307,17593,31045,204
04-Jan-2016,25041,2520,,22952,,49333,4686,,21976,7510,4313,16618,31569,204
05-Jan-2016,25186,2357,,22954,,48189,4582,,21291,7039,4352,16559,31572,204
06-Jan-2016,24886,2291,,22955,,47320,4459,,20998,7048,4225,16079,31575,199
07-Jan-2016,24708,2237,,22956,,45994,4083,,20254,6857,4022,15918,31587,190
08-Jan-2016,25070,2266,,22957,,45064,4003,,19461,6749,4077,15710,31590,166
11-Jan-2016,24799,2251,,22961,,45007,4134,,20430,6230,4299,14867,31600,188
12-Jan-2016,25054,2325,,22962,,43918,4216,,19579,6026,4186,14829,31623,188
13-Jan-2016,24882,2217,,22963,,43042,4098,,19361,5588,4283,14495,31615,183
14-Jan-2016,24992,2640,,22965,,42406,3769,,18838,5617,4277,14298,31713,183
15-Jan-2016,24748,2147,,22966,,41347,3668,,18391,5441,4145,13937,31677,184
18-Jan-2016,24567,2202,,22970,,41681,3629,,18642,5483,4093,14025,31667,183
19-Jan-2016,24663,2230,,22971,,40895,3469,,17652,5450,4247,14098,31628,183
20-Jan-2016,24158,2549,,22972,,41707,3819,,18257,5373,4197,14036,32131,183
21-Jan-2016,19440,1951,,22973,,41614,3979,,18322,5362,4043,14009,32083,194
22-Jan-2016,24278,2000,,22975,,44774,4019,,20316,5439,4084,15131,32118,188
25-Jan-2016,24333,1878,,22978,,44246,3955,,19496,5632,4143,15191,32231,188
27-Jan-2016,24308,1906,,22981,,44093,3784,,19391,5996,3877,15080,32229,188
28-Jan-2016,24185,1893,,22982,,45265,3784,,19947,6025,3849,15694,32243,188
29-Jan-2016,24417,1798,,22983,,44958,3749,,19554,6144,3911,15723,32245,185
01-Feb-2016,24386,2051,,22883,,46076,3735,,19929,6563,3935,16145,31048,185
02-Feb-2016,25422,1916,,22884,,45754,3735,,19370,6272,4704,15844,31041,199
03-Feb-2016,24240,1750,,22885,,45532,4229,,19497,6333,4696,15556,31001,199
04-Feb-2016,24209,1927,,22886,,45090,4008,,18871,6562,4632,15467,31003,199
05-Feb-2016,24581,1971,,22888,,44799,3978,,18905,6451,4673,15223,30992,199
08-Feb-2016,24674,2229,,22891,,44729,4079,,19704,6329,4676,14361,30956,198
09-Feb-2016,24872,2238,,22893,,44963,3838,,20109,6362,4935,14285,30729,198
10-Feb-2016,24698,2169,,22894,,45145,3983,,20614,6286,4949,13988,30729,199
11-Feb-2016,24609,2218,,22895,,44173,3736,,20133,6190,4894,13634,30716,182
12-Feb-2016,24868,2369,,22896,,44289,3741,,19727,6217,4995,13985,30717,197
15-Feb-2016,24545,2287,,22900,,44228,3636,,19560,5592,4962,14458,30669,233
16-Feb-2016,24771,2328,,22901,,43887,3640,,19153,5552,4215,15276,30762,234
17-Feb-2016,24544,2298,,22903,,44414,3620,,20077,5660,4197,15142,30369,234
18-Feb-2016,24205,2444,,22904,,45684,4217,,21671,5509,4190,14931,30372,234
19-Feb-2016,24081,2504,,22905,,46064,4422,,21978,5689,4165,14982,30382,233
22-Feb-2016,20192,2142,,22909,,46620,5288,,22287,5923,4158,14952,30361,233
23-Feb-2016,24096,2102,,22910,,48118,5268,,23090,5865,4754,14996,30605,223
24-Feb-2016,24098,2204,,22912,,48619,5268,,23150,6131,4806,15172,30588,223
25-Feb-2016,23542,2110,,22913,,49479,4998,,24635,6128,4831,14484,30592,232
26-Feb-2016,23367,2385,,22914,,48626,4908,,23443,6429,4838,14367,30589,337
29-Feb-2016,20394,2118,,22918,,50370,4878,,23118,6919,4817,15699,31015,332
01-Mar-2016,23700,1961,,22884,,54196,5058,,25922,7447,5088,16062,31444,332
02-Mar-2016,25121,2006,,22885,,55680,5009,,26986,7437,4965,16551,31444,310
