month_end_serial,first_issued,prefix,coupon,maturity_serial,type,total,rbnz_issued,eqc,sresl,market
39171,4/2008,0708,6.00%,39644,Nominal,3767,639,428,0,2700
39171,7/1997,0709,7.00%,40009,Nominal,4305,669,534,0,3102
39171,4/1999,1111,6.00%,40862,Nominal,4725,919,580,0,3226
39171,1/2008,0413,6.50%,41379,Nominal,4297,789,533,0,2975
39171,3/2008,0415,6.00%,42109,Nominal,3646,619,451,0,2576
39171,5/2008,1217,6.00%,43084,Nominal,3304,640,366,0,2298
39171,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39202,4/2008,0708,6.00%,39644,Nominal,3772,639,433,0,2700
39202,7/1997,0709,7.00%,40009,Nominal,4305,669,534,0,3102
39202,4/1999,1111,6.00%,40862,Nominal,4725,919,580,0,3226
39202,1/2008,0413,6.50%,41379,Nominal,4297,789,533,0,2975
39202,3/2008,0415,6.00%,42109,Nominal,3698,619,451,0,2628
39202,5/2008,1217,6.00%,43084,Nominal,3429,640,391,0,2398
39202,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39233,4/2008,0708,6.00%,39644,Nominal,3777,639,438,0,2700
39233,7/1997,0709,7.00%,40009,Nominal,4305,669,534,0,3102
39233,4/1999,1111,6.00%,40862,Nominal,4725,919,580,0,3226
39233,1/2008,0413,6.50%,41379,Nominal,4297,789,533,0,2975
39233,3/2008,0415,6.00%,42109,Nominal,3698,619,451,0,2628
39233,5/2008,1217,6.00%,43084,Nominal,3596,640,408,0,2548
39233,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39262,4/2008,0708,6.00%,39644,Nominal,3777,639,438,0,2700
39262,7/1997,0709,7.00%,40009,Nominal,4405,669,534,0,3202
39262,4/1999,1111,6.00%,40862,Nominal,4775,919,580,0,3276
39262,1/2008,0413,6.50%,41379,Nominal,4297,789,533,0,2975
39262,3/2008,0415,6.00%,42109,Nominal,3748,619,451,0,2678
39262,5/2008,1217,6.00%,43084,Nominal,3609,640,421,0,2548
39262,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39294,4/2008,0708,6.00%,39644,Nominal,3790,639,451,0,2700
39294,7/1997,0709,7.00%,40009,Nominal,4405,669,534,0,3202
39294,4/1999,1111,6.00%,40862,Nominal,4775,919,580,0,3276
39294,1/2008,0413,6.50%,41379,Nominal,4297,789,533,0,2975
39294,3/2008,0415,6.00%,42109,Nominal,3798,619,451,0,2728
39294,5/2008,1217,6.00%,43084,Nominal,3729,640,441,0,2648
39294,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39325,4/2008,0708,6.00%,39644,Nominal,3790,639,451,0,2700
39325,7/1997,0709,7.00%,40009,Nominal,4530,669,534,0,3327
39325,4/1999,1111,6.00%,40862,Nominal,4875,919,580,0,3376
39325,1/2008,0413,6.50%,41379,Nominal,4297,789,533,0,2975
39325,3/2008,0415,6.00%,42109,Nominal,3798,619,451,0,2728
39325,5/2008,1217,6.00%,43084,Nominal,3729,640,441,0,2648
39325,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39353,4/2008,0708,6.00%,39644,Nominal,3790,639,451,0,2700
39353,7/1997,0709,7.00%,40009,Nominal,4650,669,534,0,3447
39353,4/1999,1111,6.00%,40862,Nominal,4875,919,580,0,3376
39353,1/2008,0413,6.50%,41379,Nominal,4297,789,533,0,2975
39353,3/2008,0415,6.00%,42109,Nominal,3843,619,451,0,2773
39353,5/2008,1217,6.00%,43084,Nominal,3729,640,441,0,2648
39353,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39386,4/2008,0708,6.00%,39644,Nominal,3790,639,451,0,2700
39386,7/1997,0709,7.00%,40009,Nominal,4820,669,554,0,3597
39386,4/1999,1111,6.00%,40862,Nominal,4875,919,580,0,3376
39386,1/2008,0413,6.50%,41379,Nominal,4297,789,533,0,2975
39386,3/2008,0415,6.00%,42109,Nominal,3849,619,457,0,2773
39386,5/2008,1217,6.00%,43084,Nominal,3784,640,446,0,2698
39386,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39416,4/2008,0708,6.00%,39644,Nominal,3790,639,451,0,2700
39416,7/1997,0709,7.00%,40009,Nominal,4937,669,571,0,3697
39416,4/1999,1111,6.00%,40862,Nominal,4875,919,580,0,3376
39416,1/2008,0413,6.50%,41379,Nominal,4297,789,533,0,2975
39416,3/2008,0415,6.00%,42109,Nominal,3849,619,457,0,2773
39416,5/2008,1217,6.00%,43084,Nominal,3839,640,451,0,2748
39416,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39447,4/2008,0708,6.00%,39644,Nominal,3790,639,451,0,2700
39447,7/1997,0709,7.00%,40009,Nominal,5000,669,584,0,3747
39447,4/1999,1111,6.00%,40862,Nominal,4875,919,580,0,3376
39447,1/2008,0413,6.50%,41379,Nominal,4297,789,533,0,2975
39447,3/2008,0415,6.00%,42109,Nominal,3849,619,457,0,2773
39447,5/2008,1217,6.00%,43084,Nominal,3889,640,451,0,2798
39447,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39478,4/2008,0708,6.00%,39644,Nominal,3790,639,451,0,2700
39478,7/1997,0709,7.00%,40009,Nominal,5065,669,599,0,3797
39478,4/1999,1111,6.00%,40862,Nominal,4880,919,585,0,3376
39478,1/2008,0413,6.50%,41379,Nominal,4297,789,533,0,2975
39478,3/2008,0415,6.00%,42109,Nominal,3849,619,457,0,2773
39478,5/2008,1217,6.00%,43084,Nominal,3953,640,465,0,2848
39478,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39507,4/2008,0708,6.00%,39644,Nominal,3790,639,451,0,2700
39507,7/1997,0709,7.00%,40009,Nominal,5165,669,599,0,3897
39507,4/1999,1111,6.00%,40862,Nominal,4880,919,585,0,3376
39507,1/2008,0413,6.50%,41379,Nominal,4297,789,533,0,2975
39507,3/2008,0415,6.00%,42109,Nominal,3849,619,457,0,2773
39507,5/2008,1217,6.00%,43084,Nominal,3953,640,465,0,2848
39507,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39538,8/2004,0708,6.00%,39644,Nominal,3790,639,451,0,2700
39538,7/1997,0709,7.00%,40009,Nominal,5215,669,599,0,3947
39538,4/1999,1111,6.00%,40862,Nominal,4980,919,585,0,3476
39538,6/2001,0413,6.50%,41379,Nominal,4297,789,533,0,2975
39538,4/2003,0415,6.00%,42109,Nominal,3849,619,457,0,2773
39538,4/2005,1217,6.00%,43084,Nominal,4003,640,465,0,2898
39538,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39568,8/2004,0708,6.00%,39644,Nominal,3790,639,451,0,2700
39568,7/1997,0709,7.00%,40009,Nominal,5315,669,599,0,4047
39568,4/1999,1111,6.00%,40862,Nominal,4980,919,585,0,3476
39568,6/2001,0413,6.50%,41379,Nominal,4297,789,533,0,2975
39568,4/2003,0415,6.00%,42109,Nominal,3849,619,457,0,2773
39568,4/2005,1217,6.00%,43084,Nominal,4003,640,465,0,2898
39568,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39599,8/2004,0708,6.00%,39644,Nominal,3790,639,451,0,2700
39599,7/1997,0709,7.00%,40009,Nominal,5315,669,599,0,4047
39599,4/1999,1111,6.00%,40862,Nominal,4980,919,585,0,3476
39599,6/2001,0413,6.50%,41379,Nominal,4297,789,533,0,2975
39599,4/2003,0415,6.00%,42109,Nominal,3899,619,457,0,2823
39599,4/2005,1217,6.00%,43084,Nominal,4053,640,465,0,2948
39599,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39629,8/2004,0708,6.00%,39644,Nominal,3790,639,451,0,2700
39629,7/1997,0709,7.00%,40009,Nominal,5365,669,599,0,4097
39629,4/1999,1111,6.00%,40862,Nominal,5017,919,585,0,3513
39629,6/2001,0413,6.50%,41379,Nominal,4347,789,533,0,3025
39629,4/2003,0415,6.00%,42109,Nominal,3899,619,457,0,2823
39629,4/2005,1217,6.00%,43084,Nominal,4115,640,465,0,3010
39629,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39660,7/1997,0709,7.00%,40009,Nominal,5485,669,719,0,4097
39660,4/1999,1111,6.00%,40862,Nominal,5267,919,690,0,3658
39660,6/2001,0413,6.50%,41379,Nominal,4470,789,588,0,3093
39660,4/2003,0415,6.00%,42109,Nominal,4039,619,522,0,2898
39660,4/2005,1217,6.00%,43084,Nominal,4482,640,570,0,3272
39660,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39691,7/1997,0709,7.00%,40009,Nominal,5485,669,719,0,4097
39691,4/1999,1111,6.00%,40862,Nominal,5367,919,690,0,3758
39691,6/2001,0413,6.50%,41379,Nominal,4470,789,588,0,3093
39691,4/2003,0415,6.00%,42109,Nominal,4039,619,522,0,2898
39691,4/2005,1217,6.00%,43084,Nominal,4582,640,570,0,3372
39691,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39721,7/1997,0709,7.00%,40009,Nominal,5485,669,719,0,4097
39721,4/1999,1111,6.00%,40862,Nominal,5442,919,690,0,3833
39721,6/2001,0413,6.50%,41379,Nominal,4545,789,588,0,3168
39721,4/2003,0415,6.00%,42109,Nominal,4039,619,522,0,2898
39721,4/2005,1217,6.00%,43084,Nominal,4882,640,570,0,3672
39721,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39752,7/1997,0709,7.00%,40009,Nominal,5485,669,719,0,4097
39752,4/1999,1111,6.00%,40862,Nominal,5542,919,690,0,3933
39752,6/2001,0413,6.50%,41379,Nominal,4545,789,588,0,3168
39752,4/2003,0415,6.00%,42109,Nominal,4039,619,522,0,2898
39752,4/2005,1217,6.00%,43084,Nominal,5082,640,570,0,3872
39752,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39782,7/1997,0709,7.00%,40009,Nominal,5485,669,719,0,4097
39782,4/1999,1111,6.00%,40862,Nominal,5592,919,690,0,3983
39782,6/2001,0413,6.50%,41379,Nominal,4595,789,588,0,3218
39782,4/2003,0415,6.00%,42109,Nominal,4039,619,522,0,2898
39782,4/2005,1217,6.00%,43084,Nominal,5257,640,570,0,4047
39782,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39813,7/1997,0709,7.00%,40009,Nominal,5710,957,656,0,4097
39813,4/1999,1111,6.00%,40862,Nominal,5592,919,690,0,3983
39813,6/2001,0413,6.50%,41379,Nominal,4705,789,588,0,3328
39813,4/2003,0415,6.00%,42109,Nominal,4039,619,522,0,2898
39813,4/2005,1217,6.00%,43084,Nominal,5367,640,630,0,4097
39813,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39844,7/1997,0709,7.00%,40009,Nominal,5710,957,656,0,4097
39844,4/1999,1111,6.00%,40862,Nominal,5642,919,690,0,4033
39844,6/2001,0413,6.50%,41379,Nominal,4805,789,588,0,3428
39844,4/2003,0415,6.00%,42109,Nominal,4139,619,522,0,2998
39844,4/2005,1217,6.00%,43084,Nominal,5417,640,630,0,4147
39844,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39872,7/1997,0709,7.00%,40009,Nominal,5760,957,656,0,4147
39872,4/1999,1111,6.00%,40862,Nominal,5692,919,690,0,4083
39872,6/2001,0413,6.50%,41379,Nominal,4967,789,588,0,3590
39872,4/2003,0415,6.00%,42109,Nominal,4163,619,522,0,3022
39872,4/2005,1217,6.00%,43084,Nominal,5579,640,630,0,4309
39872,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39903,7/1997,0709,7.00%,40009,Nominal,5860,957,656,0,4247
39903,4/1999,1111,6.00%,40862,Nominal,5742,919,690,0,4133
39903,6/2001,0413,6.50%,41379,Nominal,5067,789,588,0,3690
39903,4/2003,0415,6.00%,42109,Nominal,4275,619,522,0,3134
39903,4/2005,1217,6.00%,43084,Nominal,5992,640,630,0,4722
39903,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39933,7/1997,0709,7.00%,40009,Nominal,5810,957,656,0,4197
39933,4/1999,1111,6.00%,40862,Nominal,5912,919,690,0,4303
39933,6/2001,0413,6.50%,41379,Nominal,5112,789,588,0,3735
39933,4/2003,0415,6.00%,42109,Nominal,4325,619,522,0,3184
39933,4/2005,1217,6.00%,43084,Nominal,6312,640,630,0,5042
39933,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39964,7/1997,0709,7.00%,40009,Nominal,5810,957,656,0,4197
39964,4/1999,1111,6.00%,40862,Nominal,5975,919,690,0,4366
39964,6/2001,0413,6.50%,41379,Nominal,5224,789,588,0,3847
39964,4/2003,0415,6.00%,42109,Nominal,4325,619,522,0,3184
39964,4/2005,1217,6.00%,43084,Nominal,6437,640,630,0,5167
39964,5/2009,0521,6.00%,44331,Nominal,300,0,0,0,300
39964,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
39994,7/1997,0709,7.00%,40009,Nominal,5810,1286,656,0,3867.1
39994,4/1999,1111,6.00%,40862,Nominal,6025,919,690,0,4416
39994,6/2001,0413,6.50%,41379,Nominal,5324,789,588,0,3947
39994,4/2003,0415,6.00%,42109,Nominal,4375,619,522,0,3234
39994,4/2005,1217,6.00%,43084,Nominal,6587,640,630,0,5317
39994,5/2009,0521,6.00%,44331,Nominal,928,0,28,0,900
39994,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,38,,-,-,-,-
40025,4/1999,1111,6.00%,40862,Nominal,6261,919,776,0,4566
40025,6/2001,0413,6.50%,41379,Nominal,5775,789,689,0,4297
40025,4/2003,0415,6.00%,42109,Nominal,4615,619,562,0,3434
40025,4/2005,1217,6.00%,43084,Nominal,6941,640,834,0,5467
40025,5/2009,0521,6.00%,44331,Nominal,1742,200,192,0,1350
40025,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40052,4/1999,1111,6.00%,40862,Nominal,6612,919,776,0,4917
40052,6/2001,0413,6.50%,41379,Nominal,5975,789,689,0,4497
40052,4/2003,0415,6.00%,42109,Nominal,4765,619,562,0,3584
40052,4/2005,1217,6.00%,43084,Nominal,7141,640,834,0,5667
40052,5/2009,0521,6.00%,44331,Nominal,2141,300,192,0,1649
40052,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40053,4/1999,1111,6.00%,40862,Nominal,6612,919,776,0,4917
40053,6/2001,0413,6.50%,41379,Nominal,5975,789,689,0,4497
40053,4/2003,0415,6.00%,42109,Nominal,4765,619,562,0,3584
40053,4/2005,1217,6.00%,43084,Nominal,7141,640,834,0,5667
40053,5/2009,0521,6.00%,44331,Nominal,2141,300,192,0,1649
40053,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40056,4/1999,1111,6.00%,40862,Nominal,6612,919,776,0,4917
40056,6/2001,0413,6.50%,41379,Nominal,5975,789,689,0,4497
40056,4/2003,0415,6.00%,42109,Nominal,4765,619,562,0,3584
40056,4/2005,1217,6.00%,43084,Nominal,7141,640,834,0,5667
40056,5/2009,0521,6.00%,44331,Nominal,2141,300,192,0,1649
40056,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40086,4/1999,1111,6.00%,40862,Nominal,7062,919,776,0,5367
40086,6/2001,0413,6.50%,41379,Nominal,6325,789,689,0,4847
40086,4/2003,0415,6.00%,42109,Nominal,5115,619,562,0,3934
40086,4/2005,1217,6.00%,43084,Nominal,7286,640,834,0,5812
40086,5/2009,0521,6.00%,44331,Nominal,2741,300,192,0,2249
40086,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40117,4/1999,1111,6.00%,40862,Nominal,7062,919,776,0,5367
40117,6/2001,0413,6.50%,41379,Nominal,6425,789,689,0,4947
40117,4/2003,0415,6.00%,42109,Nominal,5540,619,562,0,4359
40117,4/2005,1217,6.00%,43084,Nominal,7436,640,834,0,5962
40117,5/2009,0521,6.00%,44331,Nominal,3105,300,231,0,2574
40117,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40147,4/1999,1111,6.00%,40862,Nominal,7212,919,776,0,5517
40147,6/2001,0413,6.50%,41379,Nominal,6875,789,689,0,5397
40147,4/2003,0415,6.00%,42109,Nominal,5765,619,562,0,4584
40147,4/2005,1217,6.00%,43084,Nominal,7436,640,834,0,5962
40147,5/2009,0521,6.00%,44331,Nominal,3260,300,261,0,2699
40147,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40178,4/1999,1111,6.00%,40862,Nominal,7487,919,776,0,5792
40178,6/2001,0413,6.50%,41379,Nominal,7075,789,689,0,5597
40178,4/2003,0415,6.00%,42109,Nominal,5890,619,562,0,4709
40178,4/2005,1217,6.00%,43084,Nominal,7436,640,834,0,5962
40178,5/2009,0521,6.00%,44331,Nominal,3285,300,286,0,2699
40178,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40209,4/1999,1111,6.00%,40862,Nominal,7682,919,776,0,5987
40209,6/2001,0413,6.50%,41379,Nominal,7265,789,689,0,5787
40209,4/2003,0415,6.00%,42109,Nominal,6100,619,562,0,4919
40209,4/2005,1217,6.00%,43084,Nominal,7436,640,834,0,5962
40209,5/2009,0521,6.00%,44331,Nominal,3390,300,286,0,2804
40209,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40237,4/1999,1111,6.00%,40862,Nominal,8007,919,776,0,6312
40237,6/2001,0413,6.50%,41379,Nominal,7415,789,689,0,5937
40237,4/2003,0415,6.00%,42109,Nominal,6275,619,562,0,5094
40237,4/2005,1217,6.00%,43084,Nominal,7436,640,834,0,5962
40237,5/2009,0521,6.00%,44331,Nominal,3440,300,286,0,2854
40237,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40268,4/1999,1111,6.00%,40862,Nominal,8137,919,776,0,6442
40268,6/2001,0413,6.50%,41379,Nominal,7870,789,689,0,6392
40268,4/2003,0415,6.00%,42109,Nominal,6275,619,562,0,5094
40268,4/2005,1217,6.00%,43084,Nominal,7436,640,834,0,5962
40268,5/2009,0521,6.00%,44331,Nominal,4080,300,286,0,3494
40268,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40298,4/1999,1111,6.00%,40862,Nominal,8137,919,776,0,6442
40298,6/2001,0413,6.50%,41379,Nominal,7970,789,689,0,6492
40298,4/2003,0415,6.00%,42109,Nominal,6525,619,562,0,5344
40298,4/2005,1217,6.00%,43084,Nominal,7436,640,834,0,5962
40298,5/2009,0521,6.00%,44331,Nominal,4668,300,324,0,4044
40298,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40329,4/1999,1111,6.00%,40862,Nominal,8137,919,776,0,6442
40329,6/2001,0413,6.50%,41379,Nominal,8045,789,689,0,6567
40329,4/2003,0415,6.00%,42109,Nominal,6625,619,562,0,5444
40329,4/2005,1217,6.00%,43084,Nominal,7436,640,834,0,5962
40329,5/2009,0521,6.00%,44331,Nominal,5226,300,357,0,4569
40329,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40359,4/1999,1111,6.00%,40862,Nominal,8437,919,776,0,6742
40359,6/2001,0413,6.50%,41379,Nominal,8120,789,689,0,6642
40359,4/2003,0415,6.00%,42109,Nominal,6825,619,562,0,5644
40359,4/2005,1217,6.00%,43084,Nominal,7436,640,834,0,5962
40359,5/2009,0521,6.00%,44331,Nominal,5599,300,380,0,4919
40359,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40390,4/1999,1111,6.00%,40862,Nominal,8797,919,776,0,7102
40390,6/2001,0413,6.50%,41379,Nominal,8120,789,689,0,6642
40390,4/2003,0415,6.00%,42109,Nominal,6940,619,562,0,5759
40390,4/2005,1217,6.00%,43084,Nominal,7786,640,834,0,6312
40390,5/2009,0521,6.00%,44331,Nominal,5774,300,380,0,5094
40390,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40409,4/1999,1111,6.00%,40862,Nominal,8897,919,776,0,7202
40409,6/2001,0413,6.50%,41379,Nominal,8395,789,689,0,6917
40409,4/2003,0415,6.00%,42109,Nominal,7040,619,562,0,5859
40409,4/2005,1217,6.00%,43084,Nominal,7886,640,834,0,6412
40409,5/2009,0521,6.00%,44331,Nominal,6054,300,385,0,5369
40409,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40421,4/1999,1111,6.00%,40862,Nominal,8897,919,776,0,7202
40421,6/2001,0413,6.50%,41379,Nominal,8395,789,689,0,6917
40421,4/2003,0415,6.00%,42109,Nominal,7340,619,562,0,6159
40421,4/2005,1217,6.00%,43084,Nominal,7986,640,834,0,6512
40421,5/2009,0521,6.00%,44331,Nominal,6304,300,385,0,5619
40421,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40451,4/1999,1111,6.00%,40862,Nominal,8897,919,776,0,7202
40451,6/2001,0413,6.50%,41379,Nominal,8545,789,689,0,7067
40451,4/2003,0415,6.00%,42109,Nominal,7990,619,562,0,6809
40451,4/2005,1217,6.00%,43084,Nominal,8211,640,834,0,6737
40451,5/2009,0521,6.00%,44331,Nominal,6854,300,385,0,6169
40451,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40482,4/1999,1111,6.00%,40862,Nominal,9247,919,776,0,7552
40482,6/2001,0413,6.50%,41379,Nominal,8545,789,689,0,7067
40482,4/2003,0415,6.00%,42109,Nominal,8390,619,562,0,7209
40482,4/2005,1217,6.00%,43084,Nominal,8211,640,834,0,6737
40482,10/2010,0319,5.00%,43539,Nominal,425,0,0,0,425
40482,5/2009,0521,6.00%,44331,Nominal,6954,300,385,0,6269
40482,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40512,4/1999,1111,6.00%,40862,Nominal,9297,919,776,0,7602
40512,6/2001,0413,6.50%,41379,Nominal,8845,789,689,0,7367
40512,4/2003,0415,6.00%,42109,Nominal,8440,619,562,0,7259
40512,4/2005,1217,6.00%,43084,Nominal,8311,640,634,0,7037
40512,10/2010,0319,5.00%,43539,Nominal,1213,300,58,0,855
40512,5/2009,0521,6.00%,44331,Nominal,7474,300,535,0,6639
40512,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40543,4/1999,1111,6.00%,40862,Nominal,9297,919,776,0,7602
40543,6/2001,0413,6.50%,41379,Nominal,9395,789,689,0,7917
40543,4/2003,0415,6.00%,42109,Nominal,8690,619,562,0,7509
40543,4/2005,1217,6.00%,43084,Nominal,8461,640,634,0,7187
40543,10/2010,0319,5.00%,43539,Nominal,1363,300,58,0,1005
40543,5/2009,0521,6.00%,44331,Nominal,7824,300,535,0,6989
40543,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40574,4/1999,1111,6.00%,40862,Nominal,9229,919,708,0,7602
40574,6/2001,0413,6.50%,41379,Nominal,9395,789,689,0,7917
40574,4/2003,0415,6.00%,42109,Nominal,8690,619,562,0,7509
40574,4/2005,1217,6.00%,43084,Nominal,8861,640,634,0,7587
40574,10/2010,0319,5.00%,43539,Nominal,1563,300,58,0,1205
40574,5/2009,0521,6.00%,44331,Nominal,8374,300,535,0,7539
40574,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40602,4/1999,1111,6.00%,40862,Nominal,9161,919,640,0,7602
40602,6/2001,0413,6.50%,41379,Nominal,9495,789,689,0,8017
40602,4/2003,0415,6.00%,42109,Nominal,8740,619,562,0,7559
40602,4/2005,1217,6.00%,43084,Nominal,9196,640,634,0,7922
40602,10/2010,0319,5.00%,43539,Nominal,2063,300,58,0,1705
40602,5/2009,0521,6.00%,44331,Nominal,8739,300,535,0,7904
40602,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40633,4/1999,1111,6.00%,40862,Nominal,9093,919,572,0,7602
40633,6/2001,0413,6.50%,41379,Nominal,9720,789,689,0,8242
40633,4/2003,0415,6.00%,42109,Nominal,8740,619,562,0,7559
40633,4/2005,1217,6.00%,43084,Nominal,9196,640,634,0,7922
40633,10/2010,0319,5.00%,43539,Nominal,2913,300,58,0,2555
40633,5/2009,0521,6.00%,44331,Nominal,10014,300,535,0,9179
40633,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40663,4/1999,1111,6.00%,40862,Nominal,9025,919,504,0,7602
40663,6/2001,0413,6.50%,41379,Nominal,9970,789,639,0,8542
40663,4/2003,0415,6.00%,42109,Nominal,8740,619,562,0,7559
40663,4/2005,1217,6.00%,43084,Nominal,9296,640,634,0,8022
40663,10/2010,0319,5.00%,43539,Nominal,5013,300,58,0,4655
40663,5/2009,0521,6.00%,44331,Nominal,10514,300,585,0,9629
40663,11/1995,0216,4.50%,42415,Inflation-Indexed,1521,0,350,0,1171
-,-,-,-,-,-,-,-,-,-,-
40694,4/1999,1111,6.00%,40862,Nominal,8906,919,385,0,7602
40694,6/2001,0413,6.50%,41379,Nominal,10215,789,639,0,8787
40694,4/2003,0415,6.00%,42109,Nominal,8740,619,562,0,7559
40694,4/2005,1217,6.00%,43084,Nominal,9626,640,634,0,8352
