date,V36610,V36636,V36628,V1203435186,V36613,V36612,V1038114416,V44201362,V36634,V36625
2013-11-13,88945,187,22619,,65481,22649,,0,0,63938
2013-11-20,89281,187,23394,,65814,22652,,0,0,63565
2013-11-27,90249,187,23891,,66509,22925,,0,0,63958
2013-12-04,89742,187,23089,,65990,22930,,0,0,64246
2013-12-11,88950,188,22174,,66021,22104,,0,1,64328
2013-12-18,90717,187,23084,,66596,22108,,1187,0,65300
2013-12-25,91247,187,21741,,66627,21583,,2205,0,67078
2014-01-01,91306,187,22330,,66654,21586,,2206,0,66616
2014-01-08,89146,187,22099,,66685,20588,,1019,0,64740
2014-01-15,88710,187,22541,,67260,20593,,0,0,63764
2014-01-22,89510,187,23698,,67969,20664,,0,0,63404
2014-01-29,89546,207,23623,,68000,20668,,0,0,63511
2014-02-05,87970,207,21835,,66649,20441,,0,0,63726
2014-02-12,88677,333,22437,,67224,20444,,0,126,63656
2014-02-19,88487,212,22242,,67562,20041,,0,4,63716
2014-02-26,89202,207,23134,,68279,20045,,0,0,63560
2014-03-05,88106,137,21833,,66777,20417,,0,20,63726
2014-03-12,88122,150,22188,,66809,20421,,0,0,63515
2014-03-19,87597,150,21811,,66730,19969,,0,0,63417
2014-03-26,88287,150,22260,,67421,19969,,0,0,63581
2014-04-02,88250,150,21947,,67448,19941,,0,0,64084
2014-04-09,88284,150,21898,,67479,19944,,0,0,64129
2014-04-16,89291,150,22245,,68187,20239,,0,0,64742
2014-04-23,89336,406,22207,,68219,20242,,0,7,64605
2014-04-30,91045,150,23939,,68800,21382,,0,0,64858
2014-05-07,90565,1097,22390,,67369,21386,,0,947,64946
2014-05-14,90878,150,23458,,68082,21929,,0,0,65117
2014-05-21,91463,159,23814,,68654,21933,,0,9,65430
2014-05-28,93131,150,25454,,69287,22975,,0,0,65396
2014-06-04,90197,150,22335,,66355,22979,,0,0,65597
2014-06-11,90046,150,22172,,66385,22799,,0,0,65545
2014-06-18,90092,150,22231,,66415,22802,,0,0,65538
2014-06-25,91105,150,22548,,67046,23199,,0,0,66199
2014-07-02,91657,150,22322,,67610,23203,,0,0,66985
2014-07-09,91990,157,23241,,67641,23497,,0,8,66487
2014-07-16,92620,150,24163,,68273,23503,,0,0,66162
2014-07-23,93269,150,24840,,68303,24122,,0,0,66158
2014-07-30,93851,150,24853,,68876,24126,,0,0,66739
2014-08-06,91108,366,21463,,66114,24145,,0,0,67141
2014-08-13,91833,150,22837,,66835,24150,,0,0,66726
2014-08-20,91746,150,23011,,67544,23348,,0,0,66480
2014-08-27,91781,150,22570,,67575,23353,,0,0,66922
2014-09-03,91751,150,21967,,68034,22875,,0,0,67514
2014-09-10,91786,150,22653,,68064,22879,,0,0,66877
2014-09-17,92169,150,23303,,68772,22523,,0,0,66637
2014-09-24,92204,150,23155,,68803,22557,,0,0,66683
2014-10-01,93182,150,23790,,69375,22480,,501,0,67095
2014-10-08,93395,150,23791,,70085,22485,,0,0,67339
2014-10-15,93366,156,23537,,70793,21736,,0,6,67475
2014-10-22,93932,150,24592,,71362,21738,,0,0,67012
2014-10-29,93062,150,23480,,71394,20835,,0,0,67233
2014-11-05,91673,150,21876,,70005,20838,,0,0,67479
2014-11-12,91889,153,21877,,70576,20483,,0,3,67718
2014-11-19,92214,150,22671,,70898,20487,,0,0,67201
2014-11-26,92366,150,22623,,71539,19987,,0,0,67388
2014-12-03,91785,150,21547,,70960,19990,,0,0,67799
2014-12-10,91929,166,21709,,70991,20086,,0,16,67885
2014-12-17,93437,172,22499,,71022,20090,,1457,22,68669
2014-12-24,95198,241,22088,,71053,20436,,2764,91,70524
2014-12-31,94112,150,21527,,71085,19386,,2765,0,70024
2015-01-07,94131,150,23102,,71112,19390,,2765,0,68418
2015-01-14,91941,150,21953,,71687,19394,,0,0,67330
2015-01-21,93334,150,23685,,72330,20130,,0,0,66982
2015-01-28,93932,150,24109,,72919,20139,,0,0,67141
2015-02-04,91736,312,21388,,69714,20963,,0,162,67499
2015-02-11,91947,150,21605,,70080,20967,,0,0,67531
2015-02-18,92313,150,21990,,70789,20616,,0,0,67539
2015-02-25,93072,176,22710,,71525,20614,,0,26,67517
2015-03-04,92657,150,22109,,71441,20309,,0,0,67695
2015-03-11,93323,223,22915,,72023,20313,,0,73,67513
2015-03-18,92410,150,22014,,72054,19442,,0,0,67513
2015-03-25,92443,150,21830,,72085,19444,,0,0,67716
2015-04-01,93532,150,22164,,72789,18842,,985,0,68754
2015-04-08,92577,150,21496,,72821,18843,,0,0,68491
2015-04-15,93271,150,22260,,73508,18839,,0,0,68166
2015-04-22,93846,150,22983,,74084,18839,,0,0,68282
2015-04-29,95238,150,23864,,74830,19482,,0,0,68815
2015-05-06,93235,150,21589,,72841,19484,,0,0,69122
2015-05-13,93686,150,21911,,73497,19279,,0,0,69258
2015-05-20,94473,150,22215,,74280,19282,,0,0,69597
2015-05-27,95846,150,23769,,74616,20303,,0,0,69537
2015-06-03,94000,150,21520,,72766,20307,,0,0,69953
2015-06-10,94177,150,21658,,72797,20453,,0,0,69945
2015-06-17,94974,150,22406,,73579,20456,,0,0,69980
2015-06-24,95780,150,22600,,73610,21231,,0,0,70471
2015-07-01,95838,150,21809,,73641,21236,,0,0,71428
2015-07-08,95874,231,22053,,73672,21140,,0,81,71095
2015-07-15,96565,150,22868,,74439,21146,,0,0,70863
2015-07-22,97834,150,24197,,74959,21894,,0,0,70984
2015-07-29,98528,150,24272,,75649,21895,,0,0,71583
2015-08-05,96051,150,21168,,72497,22568,,0,0,72183
2015-08-12,96746,150,22387,,73185,22569,,0,0,71742
2015-08-19,97011,150,22931,,73216,22793,,0,0,71432
2015-08-26,97045,150,22668,,73246,22796,,0,0,71718
2015-09-02,97299,150,22219,,73797,22494,,0,0,72330
2015-09-09,97330,150,21882,,73828,22494,,0,0,72715
2015-09-16,97110,150,22411,,73857,22243,,0,0,72048
2015-09-23,97141,150,22258,,73888,22244,,0,0,71956
2015-09-30,97720,316,22432,,74595,21942,,0,167,72391
2015-10-07,98209,151,22764,,75265,21945,,0,0,72683
2015-10-14,98511,150,22950,,75803,21694,,0,0,72764
2015-10-21,99534,150,24526,,76325,21696,,500,0,72325
2015-10-28,99236,150,24039,,76728,20994,,500,0,72519
2015-11-04,98233,150,22904,,74740,20995,,1500,0,72710
2015-11-11,97784,150,22053,,75243,20042,,1500,0,73033
2015-11-18,98116,150,22943,,75274,20043,,1800,0,72560
2015-11-25,98033,150,22703,,75869,19367,,1801,0,72653
2015-12-02,98012,150,22248,,75071,19368,,2566,0,73161
2015-12-09,97397,150,21602,,75102,18719,,2566,0,73245
2015-12-16,101224,811,24138,,75698,19220,,5281,0,73770
2015-12-23,102644,1355,23120,,75729,19295,,6589,0,75611
2015-12-30,102679,1071,23187,,75759,19296,,6589,0,75926
2016-01-06,98455,81,21674,,75785,17725,,3889,0,74177
2016-01-13,99359,150,23699,,76383,17730,,4190,0,72962
2016-01-20,101230,502,25490,,76943,17527,,5690,0,72596
2016-01-27,100946,150,25341,,77354,17524,,4997,0,72808
2016-02-03,97455,500,21285,,74334,17049,,4998,0,73028
2016-02-10,98340,500,22166,,74918,17051,,5298,0,72962
2016-02-17,97808,150,21856,,74948,16474,,5295,17,72936
2016-02-24,99210,500,23166,,75552,16475,,6098,0,72756
2016-03-02,98887,631,22423,,75996,15725,,6093,0,72983
2016-03-09,99220,500,23024,,76026,15726,,6395,0,72894
2016-03-16,98854,500,22784,,76056,15327,,6395,0,72765
2016-03-23,99203,500,22251,,76086,15328,,6702,0,73510
2016-03-30,98938,500,22291,,76668,14479,,6703,0,73579
2016-04-06,100706,1661,23046,,76694,14480,,8503,0,73542
2016-04-13,99754,500,23301,,77293,14428,,7004,0,73428
2016-04-20,100365,500,23749,,77905,14427,,7002,0,73536
2016-04-27,101312,500,24236,,78393,14873,,7003,0,73919
2016-05-04,99299,500,21747,,76396,14875,,7003,0,74347
2016-05-11,100272,500,22679,,77010,15223,,7004,0,74443
2016-05-18,100857,500,22963,,77596,15222,,7002,0,74696
2016-05-25,102545,500,24025,,77938,16568,,7003,0,75297
2016-06-01,103136,1842,22994,,75652,16570,,9866,0,75452
2016-06-08,100807,238,22461,,75681,17169,,6906,0,75376
2016-06-15,100881,500,22622,,75710,17172,,6945,0,75144
2016-06-22,101931,500,23308,,75739,18193,,6946,0,75355
2016-06-29,102463,500,22726,,76230,18196,,6973,0,76538
2016-07-06,103170,500,23667,,76844,18371,,6974,0,76326
2016-07-13,103792,500,24761,,77449,18372,,6986,0,75943
2016-07-20,106311,935,26865,,77980,18917,,8387,41,75926
2016-07-27,106990,1567,26286,,78593,18918,,8487,0,76541
2016-08-03,103478,828,23001,,75549,18441,,8488,0,76983
2016-08-10,102026,206,22649,,75578,18445,,7002,0,76521
2016-08-17,102863,427,23549,,76192,18667,,7003,0,76248
2016-08-24,103451,500,24029,,76779,18668,,7003,0,76285
2016-08-31,104327,500,24144,,77325,18964,,7004,0,76963
2016-09-07,103177,465,22716,,76197,18967,,7002,0,77320
2016-09-14,103376,500,23451,,76226,19140,,6999,0,76635
2016-09-21,103407,257,23861,,76253,19142,,7000,0,76389
2016-09-28,103473,500,23321,,76866,18593,,7001,0,76815
2016-10-05,103556,558,22921,,76895,18595,,7002,58,77272
2016-10-12,103840,500,22974,,77486,18342,,7002,0,77490
2016-10-19,104466,500,24174,,78098,18344,,7001,0,76941
2016-10-26,104690,500,24211,,78623,18044,,7001,0,77063
2016-11-02,103097,387,22538,,77025,18046,,7001,0,77355
2016-11-09,102769,500,21549,,77637,17096,,7002,0,77766
2016-11-16,103343,500,22297,,78210,17095,,7003,0,77312
2016-11-23,103432,500,22549,,78747,16645,,7004,0,77329
2016-11-30,103769,489,22549,,79074,16646,,7002,0,77727
2016-12-07,103700,500,22155,,79167,16569,,6927,0,78043
2016-12-14,103760,500,21659,,79195,16570,,6951,0,78407
2016-12-21,105380,509,21953,,79224,16843,,8252,10,79593
2016-12-28,106006,500,21653,,79834,16844,,8277,0,80619
2017-01-04,106100,403,22611,,79858,16793,,8277,0,79701
2017-01-11,104834,500,22937,,79887,16796,,6977,0,77925
2017-01-18,105897,500,24665,,80498,17243,,6978,0,77259
2017-01-25,106487,500,25211,,81077,17245,,6985,0,77162
2017-02-01,103488,512,21923,,78094,17218,,6986,11,77410
2017-02-08,104143,551,22658,,78706,17220,,6986,51,77278
2017-02-15,104995,500,23724,,78734,18092,,6986,0,77162
2017-02-22,105541,500,24138,,79263,18094,,7002,0,77273
2017-03-01,103619,500,21983,,77764,17668,,6995,0,77385
2017-03-08,104029,500,22609,,78181,17670,,6988,0,77218
2017-03-15,104102,500,23315,,78678,17245,,6989,0,77079
2017-03-22,104141,505,22917,,78706,17246,,6992,5,77020
2017-03-29,103591,517,21452,,78734,16621,,6993,17,77599
2017-04-05,104139,500,22270,,79305,16622,,6998,0,78107
2017-04-12,105006,500,22348,,79875,16918,,6999,0,78843
2017-04-19,105040,500,22558,,79903,16921,,7002,0,78647
2017-04-26,106239,500,23565,,80479,17542,,7003,0,78725
2017-05-03,104588,500,21330,,78808,17545,,7003,0,79364
2017-05-10,105211,500,21656,,79284,17691,,7004,0,79629
2017-05-17,105786,500,22169,,79858,17693,,7002,0,79800
2017-05-24,106555,500,22125,,80081,18239,,7003,0,80509
2017-05-31,107127,500,22468,,80655,18240,,7003,0,80665
2017-06-07,106492,500,21713,,79173,19161,,6931,0,80788
2017-06-14,107103,500,22235,,79747,19160,,6968,0,80789
2017-06-21,108179,500,22933,,80234,19753,,6963,0,81003
2017-06-28,108618,500,22649,,80663,19749,,6972,0,81884
2017-07-05,109945,500,23343,,81234,20591,,6972,0,82455
2017-07-12,110588,564,24445,,81796,20591,,6987,64,82041
2017-07-19,111213,500,25335,,82265,20812,,6985,0,81889
2017-07-26,112275,500,26345,,82835,20813,,7487,0,81934
2017-08-02,109337,500,22904,,79397,21330,,7488,0,82420
2017-08-09,109381,500,22895,,79425,21334,,7501,0,82475
2017-08-16,110548,500,24822,,79999,21928,,7501,0,81867
2017-08-23,110263,500,24628,,80212,21932,,7000,0,81737
2017-08-30,110154,500,23865,,80774,21255,,7001,0,82336
2017-09-06,108512,500,21935,,79144,21245,,7000,0,82686
2017-09-13,108861,500,22941,,79624,21114,,7001,0,81958
2017-09-20,108899,500,23183,,79652,21119,,7002,0,81651
2017-09-27,109794,500,23287,,80223,21439,,7003,0,81924
2017-10-04,109916,500,23520,,80252,21446,,7001,0,82409
2017-10-11,110084,500,23375,,80824,21041,,7002,0,82822
2017-10-18,110661,500,24155,,81397,21048,,7002,0,82683
2017-10-25,111101,500,24770,,81862,21021,,7003,0,82528
2017-11-01,109414,500,23162,,79770,21027,,7404,0,82507
2017-11-08,108949,500,22679,,80301,20026,,7405,0,82600
2017-11-15,109834,527,23402,,80851,20031,,7705,27,82691
2017-11-22,109493,500,23459,,81291,19279,,7706,0,82373
2017-11-29,110130,500,23876,,81822,19283,,7805,0,82515
2017-12-06,108967,32,22982,,81335,18631,,7721,61,82840
2017-12-13,108958,500,22099,,81364,18635,,7741,0,83204
2017-12-20,111081,500,22828,,81895,18629,,9334,0,84462
2017-12-27,111404,500,21861,,82070,18629,,9477,0,85775
2018-01-03,111113,500,22163,,82096,18381,,9479,0,85226
2018-01-10,109551,500,22483,,82125,18385,,7879,0,83219
2018-01-17,109966,500,23893,,82619,18302,,7880,0,82193
2018-01-24,111388,500,24079,,83125,18306,,8792,0,81831
2018-01-31,111495,500,25264,,83533,17999,,8794,0,82037
2018-02-07,108188,500,21852,,80227,18002,,8794,0,81996
2018-02-14,109079,500,22258,,80724,18394,,8795,0,82031
2018-02-21,109098,500,22265,,81229,18398,,8305,0,82082
2018-02-28,110557,500,23614,,81646,19417,,8307,0,81984
2018-03-07,108798,529,21874,,79859,18921,,8805,28,81845
2018-03-14,109717,500,22601,,79888,19840,,8805,0,81706
2018-03-21,109664,500,23101,,80232,19844,,8402,0,81811
2018-03-28,109120,250,21935,,80262,19268,,8404,0,82964
2018-04-04,109062,250,22015,,80678,19272,,7906,0,82866
2018-04-11,109475,250,22624,,81097,19264,,7908,0,82627
2018-04-18,110183,250,23488,,81402,19269,,8305,0,82584
2018-04-25,111367,250,24463,,81823,20032,,8307,0,82838
2018-05-02,109651,498,22095,,79858,20037,,8307,249,83262
2018-05-09,110221,250,22665,,79888,20823,,8309,0,83409
2018-05-16,110244,250,22096,,80307,20828,,7906,0,83847
2018-05-23,111798,250,23037,,80721,21966,,7908,0,84324
2018-05-30,112352,250,23431,,80870,21971,,8308,0,84390
2018-06-06,110937,250,21977,,78977,22558,,8205,0,84498
2018-06-13,111400,250,22402,,79395,22564,,8244,0,84386
2018-06-20,111986,288,22859,,79425,23081,,8243,38,84601
2018-06-27,111902,250,21989,,79737,23087,,7877,0,85551
2018-07-04,113029,250,22471,,80157,23728,,7879,0,86201
2018-07-11,113474,250,23500,,80578,23735,,7890,0,85689
2018-07-18,113917,299,24057,,80608,24100,,7892,49,85507
2018-07-25,115295,250,25213,,81028,24107,,8892,0,85784
2018-08-01,114567,250,23490,,79066,23846,,10395,0,86701
2018-08-08,113120,250,20195,,79096,23853,,8908,0,87093
2018-08-15,114026,250,22724,,79515,24338,,8910,0,87014
2018-08-22,113525,291,22309,,79668,24345,,8209,40,86865
2018-08-29,115518,250,23622,,80088,25951,,8211,0,87565
2018-09-05,114113,250,21509,,78290,25958,,8603,0,88225
2018-09-12,113891,250,21232,,78320,25698,,8606,0,88235
2018-09-19,114128,250,21958,,78350,25706,,8806,0,87833
2018-09-26,115061,250,22618,,78770,26218,,8808,0,88042
2018-10-03,115178,250,22802,,79049,26226,,8607,0,88008
2018-10-10,115513,269,23203,,79466,26142,,8609,0,87905
2018-10-17,115787,595,24163,,79886,26150,,8109,345,87105
2018-10-24,115819,293,24863,,80300,26068,,8111,43,86517
2018-10-31,115823,250,25036,,80331,26076,,8108,0,86839
2018-11-07,112815,250,22024,,78085,25319,,8111,0,86944
2018-11-14,113332,341,22254,,78505,25327,,8110,90,86904
2018-11-21,113407,250,22602,,78925,25071,,8113,0,86760
2018-11-28,113939,250,22868,,79347,25079,,8208,0,86982
2018-12-05,113337,250,22078,,78867,25039,,8101,0,87277
2018-12-12,113878,335,22175,,78898,25047,,8534,86,87430
2018-12-19,116358,272,23309,,79322,24966,,10727,22,88702
2018-12-26,118316,816,23438,,79603,24974,251,12170,0,89912
2019-01-02,117612,250,23389,,79630,24219,251,12174,0,90028
2019-01-09,116354,250,23870,,79662,24227,251,10876,0,88317
2019-01-16,114649,250,23305,,80088,24295,252,8677,0,87010
2019-01-23,115802,250,25058,,80518,24303,252,9391,0,86393
2019-01-30,115685,250,24905,,80951,23749,252,9394,0,86444
2019-02-06,113324,250,22421,,78590,23756,252,9393,0,86431
2019-02-13,113793,250,22912,,79011,23800,252,9396,0,86433
2019-02-20,114550,250,23576,,79444,23808,252,9710,0,86516
2019-02-27,114607,250,23721,,79476,23825,252,9713,0,86314
2019-03-06,112818,250,21973,,77688,23835,252,9700,0,86249
2019-03-13,112895,250,21930,,77719,23877,252,9703,0,86206
2019-03-20,113232,250,22851,,77750,23885,253,10000,0,85993
2019-03-27,114166,250,23369,,78174,24126,516,10004,0,86387
2019-04-03,114364,250,23496,,78454,24134,516,9989,0,86791
2019-04-10,114837,250,23706,,79003,24053,516,9993,0,86943
2019-04-17,115271,250,23318,,79427,24062,516,9990,0,87818
2019-04-24,115875,250,23885,,79909,24180,517,9993,0,87693
2019-05-01,113950,366,21761,,77844,24188,517,10014,116,87794
2019-05-08,114498,250,22195,,78265,24428,517,10017,0,88103
2019-05-15,115052,252,22460,,78816,24437,517,10010,2,88542
2019-05-22,115885,250,22875,,79155,24926,517,10013,0,88917
2019-05-29,116229,250,23338,,79188,24935,518,10313,0,88711
2019-06-05,115067,86,22324,,77455,25643,518,10185,0,88939
2019-06-12,115501,250,22525,,77878,25652,518,10185,0,88963
2019-06-19,116328,250,23199,,78218,26143,511,10185,0,89026
2019-06-26,116398,250,22380,,78250,26152,512,10217,0,90023
2019-07-03,116604,250,22258,,78673,25995,512,10219,0,90524
2019-07-10,117284,250,23545,,79229,26004,512,10286,0,90014
2019-07-17,117470,250,24108,,79261,26198,512,10289,0,89616
2019-07-24,117603,250,24173,,79684,26207,513,9989,0,89671
2019-07-31,118362,250,24093,,80097,26550,513,9992,0,90468
2019-08-07,115977,250,21460,,78191,26058,513,10008,0,90653
2019-08-14,116990,250,23025,,78613,26647,513,10011,0,89917
2019-08-21,117645,250,23836,,78858,26855,513,10211,0,89685
2019-08-28,118751,250,24224,,79446,27366,514,10214,0,90461
2019-09-04,116864,250,21759,,76665,27574,514,10902,0,90995
2019-09-11,116391,250,21971,,76696,27066,514,10905,0,90172
2019-09-18,116822,250,23091,,76727,27075,514,11311,0,89621
2019-09-25,116096,250,22197,,77146,25925,515,11315,0,89851
2019-10-02,116726,250,22826,,77485,25934,515,11596,0,89857
2019-10-09,116986,250,22734,,77943,25729,515,11600,0,90266
2019-10-16,117668,250,23465,,78519,25738,515,11699,0,90212
2019-10-23,117814,240,23937,,78939,25459,515,11703,0,89828
2019-10-30,118667,250,24581,,79285,25468,516,12200,0,90028
2019-11-06,116456,250,22091,,77456,25086,516,12204,0,90333
2019-11-13,117333,250,23039,,78026,25094,516,12504,0,90129
2019-11-20,117279,250,23403,,78573,24488,516,12508,0,89789
2019-11-27,118017,250,23877,,78996,24496,517,12813,0,90080
2019-12-04,116385,250,21754,,78519,23490,517,12667,0,90423
2019-12-11,116618,250,21688,,78550,23498,517,12859,0,90543
2019-12-18,118731,250,22847,,78582,23192,510,15247,0,91524
2019-12-25,119425,250,21944,,79003,23199,511,15512,0,93086
2020-01-01,119642,250,21766,,79030,23367,511,15517,0,93094
2020-01-08,119662,250,23651,,79062,23375,511,15496,0,91486
2020-01-15,117783,250,22654,,79484,23468,511,13100,0,90109
2020-01-22,118568,250,24584,,79946,23476,511,13414,0,89389
2020-01-29,119163,250,25121,,80368,23642,512,13418,0,89367
2020-02-05,117381,250,23084,,78901,23649,512,13093,0,89413
2020-02-12,118473,250,24241,,79250,24386,512,13097,0,89276
2020-02-19,120325,250,25362,,79673,24394,512,14513,0,89222
2020-02-26,121543,250,25310,,80251,25030,513,14518,0,89126
2020-03-04,118733,250,21308,,76466,25039,513,15479,0,89204
2020-03-11,120059,250,21462,,76498,26332,513,15480,0,89043
2020-03-18,125131,1979,22015,,76928,27215,1013,18739,0,90005
2020-03-25,154094,20619,29520,,76960,25773,1382,33480,0,91538
2020-04-01,215633,85373,26014,,77650,25780,1926,64769,8900,92131
2020-04-08,275333,134138,36700,,83280,25707,2727,110781,8902,92502
2020-04-15,320475,169280,46240,,90220,29906,2995,142903,9904,92930
2020-04-22,348520,197251,46929,,97673,37977,3837,166929,5922,93235
2020-04-29,384412,210264,69010,,105521,53963,4015,181244,6098,93777
2020-05-06,391871,209028,77550,,111629,65825,4500,189371,793,94749
2020-05-13,416613,202116,108186,,119229,79815,5265,194057,794,95395
2020-05-20,442440,216170,119255,,125488,91705,5526,200878,794,96141
2020-05-27,464054,213615,143049,,132687,104497,6001,204347,781,96718
2020-06-03,479815,244106,127687,,137570,107843,6398,209583,606,97507
2020-06-10,498223,249213,140509,,145218,115844,6564,211227,606,97981
2020-06-17,509120,261176,138700,,152192,118446,7111,211180,606,98438
2020-06-24,521387,266891,143061,,160039,124449,7258,209290,607,99114
2020-07-01,528184,269228,146573,,166662,129527,7448,205188,606,100066
2020-07-08,529324,243167,174986,,173163,135530,7611,195225,612,100550
2020-07-15,539810,248759,180332,,181533,137810,7719,195235,626,100750
2020-07-22,539821,259530,168843,,188541,139716,7953,186513,627,101104
2020-07-29,546949,272339,162466,91,195934,140047,8096,185553,636,101755
2020-08-05,543032,283142,146792,880,197517,133813,8230,185567,636,102178
2020-08-12,541684,290068,139995,166,203271,126255,8291,185628,616,102100
2020-08-19,542573,297433,133632,30,209895,120022,8467,185619,616,102025
2020-08-26,542319,304777,125862,48,216659,112488,8610,185695,612,102189
2020-09-02,536691,320542,103561,32,215973,106972,8739,185696,712,102618
2020-09-09,534733,322149,98907,452,220460,102538,8886,181831,702,103016
2020-09-16,538754,324926,100122,37,226972,99903,8948,181839,359,102799
2020-09-23,537660,333521,89499,1178,232373,97097,9084,178003,250,102740
2020-09-30,533041,337195,81766,532,239198,93613,9133,169951,150,102984
2020-10-07,526958,310717,101183,1035,245605,89103,9322,161931,150,103428
2020-10-14,527298,297576,113398,1330,252108,86668,9398,157964,150,103651
2020-10-21,528819,297754,115876,844,258666,84178,9525,155276,151,103336
2020-10-28,531054,298988,117058,426,267967,77183,9601,155274,1,103495
2020-11-04,526218,297247,112902,882,270001,70186,9720,155105,1,103857
2020-11-11,529482,303027,109781,786,271964,70070,9722,155120,1,104241
2020-11-18,536833,303667,117133,235,280486,69104,9723,155133,0,104202
2020-11-25,535424,322198,96048,1302,284181,63668,9725,155464,0,104175
2020-12-02,536830,326336,92396,1666,288701,60451,9727,155211,0,104572
2020-12-09,540647,323582,98504,1658,292660,59335,9729,155238,0,104915
2020-12-16,544840,327042,98147,1987,297127,58917,9657,155223,0,105244
2020-12-23,544685,343468,80677,2832,302980,53000,9659,155361,0,106490
2020-12-30,548367,344435,82472,2885,306860,53003,9661,155315,0,107022
2021-01-06,547693,338963,87103,3691,306288,52446,9662,155319,0,106302
2021-01-13,552820,340861,92680,2878,310983,52164,9664,155331,0,105231
2021-01-20,558791,357676,81917,3873,318416,50287,9666,155465,0,104555
2021-01-27,561671,361446,78053,6953,323669,49609,9668,153557,0,104638
2021-02-03,560438,367154,69406,8488,321994,49052,9669,153460,0,104751
2021-02-10,564239,366595,75172,7206,325853,48009,9671,153476,1,104782
2021-02-17,568357,379440,66038,7016,329236,46572,9673,153472,0,104834
2021-02-24,573095,389950,60239,7198,332155,45974,9675,153361,0,104781
2021-03-03,571841,394126,52790,9186,330775,45977,9676,153250,0,104857
2021-03-10,575360,387928,63213,8516,338299,45119,9678,150004,0,104791
2021-03-17,572172,372983,66954,16419,341771,44461,9648,141678,0,104732
2021-03-24,568513,361542,63665,19381,348348,43543,9649,133612,0,104890
2021-03-31,552386,359611,57532,18759,352555,42496,9651,113699,0,105619
2021-04-07,525198,329553,59862,19309,356002,40492,9653,85721,0,105689
2021-04-14,500728,312391,53330,19154,360795,40054,9655,56505,0,105613
2021-04-21,489931,299130,55712,18702,365890,39835,9656,40629,0,106035
2021-04-28,482916,303928,43339,18924,369660,34077,9658,35174,0,106831
2021-05-05,473254,275620,56297,24479,368573,27638,9660,33672,0,107045
2021-05-12,477803,275024,60293,25618,371825,27420,9662,34174,0,107076
2021-05-19,479639,272618,63990,25742,375514,26405,9663,33422,0,107499
2021-05-26,478884,273572,59116,27851,380798,22086,9665,33411,0,108009
2021-06-02,471428,284155,44363,23934,378701,18011,9667,32633,0,108300
2021-06-09,476131,278899,49901,28072,383858,18011,9668,32635,0,108415
2021-06-16,478130,270882,58895,26287,386789,17092,9598,32629,0,108492
2021-06-23,476554,269105,59225,28119,390635,11873,9599,32631,0,108859
2021-06-30,481247,273813,62068,25387,395618,11873,9601,32611,0,109769
2021-07-07,484180,261510,74045,28609,399471,11874,9603,32613,0,109778
2021-07-14,487361,258702,81488,27480,403397,10924,9604,32613,0,109640
2021-07-21,489112,271901,70411,27402,407343,9604,9606,32603,0,109615
2021-07-28,490821,270591,74338,26206,411645,7765,9608,32600,0,110230
2021-08-04,486535,262249,73304,30007,407957,7765,9610,32602,0,110621
2021-08-11,488545,250039,88108,29782,410284,7401,9611,31117,0,110528
2021-08-18,490213,260909,79973,28874,413965,6522,9613,31115,0,110466
2021-08-25,491964,262936,79473,28863,415735,5642,9615,31104,0,110545
2021-09-01,488525,276555,59679,30930,413727,5642,9616,31100,0,111062
2021-09-08,489113,270498,67916,28801,415801,5382,9618,29624,0,111441
2021-09-15,490929,273485,64271,29274,418109,4722,9587,29621,0,111154
2021-09-22,493406,280906,56720,29591,421148,4062,9589,29623,0,111058
2021-09-29,496649,285388,60631,27503,420881,4063,9591,29604,0,111850
2021-10-06,498383,278282,66631,29855,423116,3713,9592,29605,0,112031
2021-10-13,500084,279701,66407,30102,423852,3273,9594,29607,0,112203
2021-10-20,502403,281289,64621,32465,426475,2833,9596,29596,0,112064
2021-10-27,506342,282417,67683,32848,430598,2833,9597,29545,0,112212
2021-11-03,497031,277515,63315,32300,425124,2833,9599,24108,0,112367
2021-11-10,495896,278276,62270,32791,425870,2073,9601,23477,0,112699
2021-11-17,497154,276055,66228,32973,426627,2073,9603,23477,0,112430
2021-11-24,498641,279659,62796,34503,427382,2073,9604,23465,0,112361
2021-12-01,496897,291849,47454,35396,430154,2073,9606,23454,0,112474
2021-12-08,497623,280097,56412,36502,430505,2074,9608,23440,0,112424
2021-12-15,498084,269604,66949,37288,433349,1494,9507,23434,0,113031
2021-12-22,499012,270412,65583,37550,434896,1494,9508,23435,0,114250
2021-12-29,499333,269739,65566,37635,434563,1494,9510,23422,0,115139
2022-01-05,499434,261594,74152,38485,433011,1494,9512,23419,0,114829
2022-01-12,499800,259530,82516,33766,432336,974,9513,23421,0,113627
2022-01-19,501202,259681,84703,33200,431485,974,9515,23420,0,112739
2022-01-26,502368,260146,82349,35486,433817,974,9517,23414,0,112091
2022-02-02,495879,267749,65689,37800,427426,974,9518,23416,0,111884
2022-02-09,492570,252125,82301,34765,427509,610,9520,18948,0,111659
2022-02-16,493315,250104,85367,34366,426248,610,9522,18947,0,111487
2022-02-23,494499,252884,82242,35536,427747,610,9524,18931,0,111672
2022-03-02,488209,259249,73555,29732,423983,610,9525,18931,0,112058
2022-03-09,483801,228455,91399,39412,422977,350,9527,15940,0,112368
