date,maturity,coupon,face
2021-02-28,2025-11-21,0.25,27100
2021-02-28,2026-04-21,4.25,33400
2021-02-28,2026-09-21,0.5,29000
2021-02-28,2027-04-21,4.75,30699.566
2021-02-28,2027-11-21,2.75,28000
2021-02-28,2028-05-21,2.25,29700
2021-02-28,2028-11-21,2.75,31100
2021-02-28,2029-04-21,3.25,32999.803
2021-02-28,2029-11-21,2.75,32900
2021-02-28,2030-05-21,2.5,35400
2021-02-28,2030-12-21,1,35700
2021-02-28,2031-06-21,1.5,28300
2021-02-28,2031-11-21,1,29000
2021-02-28,2032-05-21,1.25,22700
2021-02-28,2033-04-21,4.5,14800
2021-02-28,2035-06-21,2.75,8550
2021-02-28,2037-04-21,3.75,12000
2021-02-28,2039-06-21,3.25,9600
2021-02-28,2041-05-21,2.75,13000
2021-02-28,2047-03-21,3,13300
2021-02-28,2051-06-21,1.75,15000
2021-03-31,2021-05-15,5.75,25823.805
2021-03-31,2021-12-21,2,16398
2021-03-31,2022-07-15,5.75,24762.708
2021-03-31,2022-11-21,2.25,26500
2021-03-31,2023-04-21,5.5,34199.708
2021-03-31,2024-04-21,2.75,32900
2021-03-31,2024-11-21,0.25,32300
2021-03-31,2025-04-21,3.25,33100
2021-03-31,2025-11-21,0.25,27100
2021-03-31,2026-04-21,4.25,33400
2021-03-31,2026-09-21,0.5,30000
2021-03-31,2027-04-21,4.75,30699.566
2021-03-31,2027-11-21,2.75,28000
2021-03-31,2028-05-21,2.25,29700
2021-03-31,2028-11-21,2.75,31100
2021-03-31,2029-04-21,3.25,32999.803
2021-03-31,2029-11-21,2.75,32900
2021-03-31,2030-05-21,2.5,35400
2021-03-31,2030-12-21,1,35700
2021-03-31,2031-06-21,1.5,30300
2021-03-31,2031-11-21,1,30000
2021-03-31,2032-05-21,1.25,23900
2021-03-31,2033-04-21,4.5,14800
2021-03-31,2035-06-21,2.75,8550
2021-03-31,2037-04-21,3.75,12000
2021-03-31,2039-06-21,3.25,9600
2021-03-31,2041-05-21,2.75,13000
2021-03-31,2047-03-21,3,13300
2021-03-31,2051-06-21,1.75,15000
2021-04-30,2021-05-15,5.75,25823.805
2021-04-30,2021-12-21,2,16398
2021-04-30,2022-07-15,5.75,24762.708
2021-04-30,2022-11-21,2.25,26500
2021-04-30,2023-04-21,5.5,34199.708
2021-04-30,2024-04-21,2.75,32900
2021-04-30,2024-11-21,0.25,32300
2021-04-30,2025-04-21,3.25,33900
2021-04-30,2025-11-21,0.25,27900
2021-04-30,2026-04-21,4.25,33400
2021-04-30,2026-09-21,0.5,30000
2021-04-30,2027-04-21,4.75,30699.566
2021-04-30,2027-11-21,2.75,28000
2021-04-30,2028-05-21,2.25,29700
2021-04-30,2028-11-21,2.75,31100
2021-04-30,2029-04-21,3.25,32999.803
2021-04-30,2029-11-21,2.75,32900
2021-04-30,2030-05-21,2.5,36600
2021-04-30,2030-12-21,1,36900
2021-04-30,2031-06-21,1.5,30300
2021-04-30,2031-11-21,1,32000
2021-04-30,2032-05-21,1.25,23900
2021-04-30,2032-11-21,1.75,14000
2021-04-30,2033-04-21,4.5,14800
2021-04-30,2035-06-21,2.75,8550
2021-04-30,2037-04-21,3.75,12000
2021-04-30,2039-06-21,3.25,9600
2021-04-30,2041-05-21,2.75,13000
2021-04-30,2047-03-21,3,13300
2021-04-30,2051-06-21,1.75,15000
2021-05-31,2021-12-21,2,16398
2021-05-31,2022-07-15,5.75,24762.708
2021-05-31,2022-11-21,2.25,26500
2021-05-31,2023-04-21,5.5,34199.708
2021-05-31,2024-04-21,2.75,32900
2021-05-31,2024-11-21,0.25,33100
2021-05-31,2025-04-21,3.25,33900
2021-05-31,2025-11-21,0.25,27900
2021-05-31,2026-04-21,4.25,34400
2021-05-31,2026-09-21,0.5,30800
2021-05-31,2027-04-21,4.75,30699.566
2021-05-31,2027-11-21,2.75,28000
2021-05-31,2028-05-21,2.25,29700
2021-05-31,2028-11-21,2.75,31100
2021-05-31,2029-04-21,3.25,32999.803
2021-05-31,2029-11-21,2.75,32900
2021-05-31,2030-05-21,2.5,36600
2021-05-31,2030-12-21,1,37900
2021-05-31,2031-06-21,1.5,32500
2021-05-31,2031-11-21,1,33200
2021-05-31,2032-05-21,1.25,24900
2021-05-31,2032-11-21,1.75,14000
2021-05-31,2033-04-21,4.5,14800
2021-05-31,2035-06-21,2.75,8550
2021-05-31,2037-04-21,3.75,12000
2021-05-31,2039-06-21,3.25,9600
2021-05-31,2041-05-21,2.75,13000
2021-05-31,2047-03-21,3,13300
2021-05-31,2051-06-21,1.75,15000
2021-06-30,2021-12-21,2,16398
2021-06-30,2022-07-15,5.75,24762.698
2021-06-30,2022-11-21,2.25,26500
2021-06-30,2023-04-21,5.5,34199.708
2021-06-30,2024-04-21,2.75,32900
2021-06-30,2024-11-21,0.25,33100
2021-06-30,2025-04-21,3.25,33900
2021-06-30,2025-11-21,0.25,28900
2021-06-30,2026-04-21,4.25,34400
2021-06-30,2026-09-21,0.5,30800
2021-06-30,2027-04-21,4.75,31699.566
2021-06-30,2027-11-21,2.75,28000
2021-06-30,2028-05-21,2.25,29700
2021-06-30,2028-11-21,2.75,31100
2021-06-30,2029-04-21,3.25,32999.803
2021-06-30,2029-11-21,2.75,32900
2021-06-30,2030-05-21,2.5,36600
2021-06-30,2030-12-21,1,37900
2021-06-30,2031-06-21,1.5,32500
2021-06-30,2031-11-21,1,34200
2021-06-30,2032-05-21,1.25,25900
2021-06-30,2032-11-21,1.75,15000
2021-06-30,2033-04-21,4.5,14800
2021-06-30,2035-06-21,2.75,8550
2021-06-30,2037-04-21,3.75,12000
2021-06-30,2039-06-21,3.25,9600
2021-06-30,2041-05-21,2.75,13000
2021-06-30,2047-03-21,3,13300
2021-06-30,2051-06-21,1.75,15300
2021-07-31,2021-12-21,2,16398
2021-07-31,2022-07-15,5.75,24762.698
2021-07-31,2022-11-21,2.25,26500
2021-07-31,2023-04-21,5.5,34199.708
2021-07-31,2024-04-21,2.75,32900
2021-07-31,2024-11-21,0.25,33100
2021-07-31,2025-04-21,3.25,33900
2021-07-31,2025-11-21,0.25,30600
2021-07-31,2026-04-21,4.25,35100
2021-07-31,2026-09-21,0.5,30800
2021-07-31,2027-04-21,4.75,31699.566
2021-07-31,2027-11-21,2.75,28000
2021-07-31,2028-05-21,2.25,29700
2021-07-31,2028-11-21,2.75,31100
2021-07-31,2029-04-21,3.25,32999.803
2021-07-31,2029-11-21,2.75,32900
2021-07-31,2030-05-21,2.5,36600
2021-07-31,2030-12-21,1,38700
2021-07-31,2031-06-21,1.5,33500
2021-07-31,2031-11-21,1,35000
2021-07-31,2032-05-21,1.25,26700
2021-07-31,2032-11-21,1.75,15000
2021-07-31,2033-04-21,4.5,14800
2021-07-31,2035-06-21,2.75,8550
2021-07-31,2037-04-21,3.75,12000
2021-07-31,2039-06-21,3.25,9600
2021-07-31,2041-05-21,2.75,13000
2021-07-31,2047-03-21,3,13300
2021-07-31,2051-06-21,1.75,15300
2021-08-31,2021-12-21,2,16398
2021-08-31,2022-07-15,5.75,24762.698
2021-08-31,2022-11-21,2.25,26500
2021-08-31,2023-04-21,5.5,34199.708
2021-08-31,2024-04-21,2.75,32900
2021-08-31,2024-11-21,0.25,34100
2021-08-31,2025-04-21,3.25,34600
2021-08-31,2025-11-21,0.25,31300
2021-08-31,2026-04-21,4.25,35100
2021-08-31,2026-09-21,0.5,30800
2021-08-31,2027-04-21,4.75,32899.566
2021-08-31,2027-11-21,2.75,28700
2021-08-31,2028-05-21,2.25,29700
2021-08-31,2028-11-21,2.75,31100
2021-08-31,2029-04-21,3.25,32999.803
2021-08-31,2029-11-21,2.75,32900
2021-08-31,2030-05-21,2.5,36600
2021-08-31,2030-12-21,1,38700
2021-08-31,2031-06-21,1.5,34300
2021-08-31,2031-11-21,1,35000
2021-08-31,2032-05-21,1.25,27700
2021-08-31,2032-11-21,1.75,15800
2021-08-31,2033-04-21,4.5,14800
2021-08-31,2035-06-21,2.75,8550
2021-08-31,2037-04-21,3.75,12000
2021-08-31,2039-06-21,3.25,9900
2021-08-31,2041-05-21,2.75,13000
2021-08-31,2047-03-21,3,13300
2021-08-31,2051-06-21,1.75,15300
2021-09-30,2021-12-21,2,16398
2021-09-30,2022-07-15,5.75,24762.698
2021-09-30,2022-11-21,2.25,26500
2021-09-30,2023-04-21,5.5,34199.708
2021-09-30,2024-04-21,2.75,32900
2021-09-30,2024-11-21,0.25,34100
2021-09-30,2025-04-21,3.25,34600
2021-09-30,2025-11-21,0.25,31300
2021-09-30,2026-04-21,4.25,36100
2021-09-30,2026-09-21,0.5,31800
2021-09-30,2027-04-21,4.75,32899.566
2021-09-30,2027-11-21,2.75,29700
2021-09-30,2028-05-21,2.25,29700
2021-09-30,2028-11-21,2.75,31100
2021-09-30,2029-04-21,3.25,32999.803
2021-09-30,2029-11-21,2.75,32900
2021-09-30,2030-05-21,2.5,36600
2021-09-30,2030-12-21,1,38700
2021-09-30,2031-06-21,1.5,35300
2021-09-30,2031-11-21,1,36000
2021-09-30,2032-05-21,1.25,27700
2021-09-30,2032-11-21,1.75,16800
2021-09-30,2033-04-21,4.5,16300
2021-09-30,2035-06-21,2.75,8550
2021-09-30,2037-04-21,3.75,12000
2021-09-30,2039-06-21,3.25,9900
2021-09-30,2041-05-21,2.75,13000
2021-09-30,2047-03-21,3,13300
2021-09-30,2051-06-21,1.75,15300
2021-10-31,2021-12-21,2,16398
2021-10-31,2022-07-15,5.75,24762.673
2021-10-31,2022-11-21,2.25,26500
2021-10-31,2023-04-21,5.5,34199.708
2021-10-31,2024-04-21,2.75,32900
2021-10-31,2024-11-21,0.25,35100
2021-10-31,2025-04-21,3.25,34600
2021-10-31,2025-11-21,0.25,31300
2021-10-31,2026-04-21,4.25,37100
2021-10-31,2026-09-21,0.5,31800
2021-10-31,2027-04-21,4.75,33899.566
2021-10-31,2027-11-21,2.75,29700
2021-10-31,2028-05-21,2.25,29700
2021-10-31,2028-11-21,2.75,32100
2021-10-31,2029-04-21,3.25,32999.803
2021-10-31,2029-11-21,2.75,32900
2021-10-31,2030-05-21,2.5,36600
2021-10-31,2030-12-21,1,38700
2021-10-31,2031-06-21,1.5,35300
2021-10-31,2031-11-21,1,37000
2021-10-31,2032-05-21,1.25,28700
2021-10-31,2032-11-21,1.75,17800
2021-10-31,2033-04-21,4.5,17800
2021-10-31,2035-06-21,2.75,8550
2021-10-31,2037-04-21,3.75,12000
2021-10-31,2039-06-21,3.25,9900
2021-10-31,2041-05-21,2.75,13000
2021-10-31,2047-03-21,3,13300
2021-10-31,2051-06-21,1.75,15300
2021-11-30,2021-12-21,2,16398
2021-11-30,2022-07-15,5.75,24762.673
2021-11-30,2022-11-21,2.25,26500
2021-11-30,2023-04-21,5.5,34199.708
2021-11-30,2024-04-21,2.75,32900
2021-11-30,2024-11-21,0.25,36100
2021-11-30,2025-04-21,3.25,35600
2021-11-30,2025-11-21,0.25,33800
2021-11-30,2026-04-21,4.25,37100
2021-11-30,2026-09-21,0.5,31800
2021-11-30,2027-04-21,4.75,33899.566
2021-11-30,2027-11-21,2.75,29700
2021-11-30,2028-05-21,2.25,29700
2021-11-30,2028-11-21,2.75,32100
2021-11-30,2029-04-21,3.25,32999.803
2021-11-30,2029-11-21,2.75,32900
2021-11-30,2030-05-21,2.5,36600
2021-11-30,2030-12-21,1,38700
2021-11-30,2031-06-21,1.5,36300
2021-11-30,2031-11-21,1,38000
2021-11-30,2032-05-21,1.25,30200
2021-11-30,2032-11-21,1.75,19800
2021-11-30,2033-04-21,4.5,17800
2021-11-30,2035-06-21,2.75,8550
2021-11-30,2037-04-21,3.75,12000
2021-11-30,2039-06-21,3.25,9900
2021-11-30,2041-05-21,2.75,13000
2021-11-30,2047-03-21,3,13300
2021-11-30,2051-06-21,1.75,15600
2021-12-31,2022-07-15,5.75,24762.673
2021-12-31,2022-11-21,2.25,26500
2021-12-31,2023-04-21,5.5,34199.708
2021-12-31,2024-04-21,2.75,34400
2021-12-31,2024-11-21,0.25,37600
2021-12-31,2025-04-21,3.25,35600
2021-12-31,2025-11-21,0.25,33800
2021-12-31,2026-04-21,4.25,37100
2021-12-31,2026-09-21,0.5,31800
2021-12-31,2027-04-21,4.75,33899.566
2021-12-31,2027-11-21,2.75,29700
2021-12-31,2028-05-21,2.25,29700
2021-12-31,2028-11-21,2.75,32100
2021-12-31,2029-04-21,3.25,32999.803
2021-12-31,2029-11-21,2.75,32900
2021-12-31,2030-05-21,2.5,36600
2021-12-31,2030-12-21,1,38700
2021-12-31,2031-06-21,1.5,36300
2021-12-31,2031-11-21,1,39000
2021-12-31,2032-05-21,1.25,30200
2021-12-31,2032-11-21,1.75,19800
2021-12-31,2033-04-21,4.5,18800
2021-12-31,2035-06-21,2.75,8550
2021-12-31,2037-04-21,3.75,12000
2021-12-31,2039-06-21,3.25,9900
2021-12-31,2041-05-21,2.75,13000
2021-12-31,2047-03-21,3,13300
2021-12-31,2051-06-21,1.75,15600
2022-01-31,2022-07-15,5.75,24762.673
2022-01-31,2022-11-21,2.25,26500
2022-01-31,2023-04-21,5.5,34199.708
2022-01-31,2024-04-21,2.75,34400
2022-01-31,2024-11-21,0.25,37600
2022-01-31,2025-04-21,3.25,37100
2022-01-31,2025-11-21,0.25,34800
2022-01-31,2026-04-21,4.25,37100
2022-01-31,2026-09-21,0.5,32800
2022-01-31,2027-04-21,4.75,33899.566
2022-01-31,2027-11-21,2.75,29700
2022-01-31,2028-05-21,2.25,29700
2022-01-31,2028-11-21,2.75,32100
2022-01-31,2029-04-21,3.25,32999.803
2022-01-31,2029-11-21,2.75,32900
2022-01-31,2030-05-21,2.5,36600
2022-01-31,2030-12-21,1,38700
2022-01-31,2031-06-21,1.5,36300
2022-01-31,2031-11-21,1,39000
2022-01-31,2032-05-21,1.25,30200
2022-01-31,2032-11-21,1.75,20800
2022-01-31,2033-04-21,4.5,18800
2022-01-31,2035-06-21,2.75,9050
2022-01-31,2037-04-21,3.75,12000
2022-01-31,2039-06-21,3.25,9900
2022-01-31,2041-05-21,2.75,13000
2022-01-31,2047-03-21,3,13300
2022-01-31,2051-06-21,1.75,15600
2022-02-28,2022-07-15,5.75,24762.673
2022-02-28,2022-11-21,2.25,26500
2022-02-28,2023-04-21,5.5,34199.708
2022-02-28,2024-04-21,2.75,34400
2022-02-28,2024-11-21,0.25,38600
2022-02-28,2025-04-21,3.25,38100
2022-02-28,2025-11-21,0.25,35800
2022-02-28,2026-04-21,4.25,37100
2022-02-28,2026-09-21,0.5,32800
2022-02-28,2027-04-21,4.75,33899.566
2022-02-28,2027-11-21,2.75,29700
2022-02-28,2028-05-21,2.25,29700
2022-02-28,2028-11-21,2.75,32600
2022-02-28,2029-04-21,3.25,32999.803
2022-02-28,2029-11-21,2.75,32900
2022-02-28,2030-05-21,2.5,36600
2022-02-28,2030-12-21,1,38700
2022-02-28,2031-06-21,1.5,36300
2022-02-28,2031-11-21,1,40000
2022-02-28,2032-05-21,1.25,32200
2022-02-28,2032-11-21,1.75,21800
2022-02-28,2033-04-21,4.5,19800
2022-02-28,2035-06-21,2.75,9550
2022-02-28,2037-04-21,3.75,12000
2022-02-28,2039-06-21,3.25,9900
2022-02-28,2041-05-21,2.75,13500
2022-02-28,2047-03-21,3,13300
2022-02-28,2051-06-21,1.75,15600
2022-03-31,2022-07-15,5.75,24762.673
2022-03-31,2022-11-21,2.25,26500
2022-03-31,2023-04-21,5.5,34199.708
2022-03-31,2024-04-21,2.75,34400
2022-03-31,2024-11-21,0.25,40600
2022-03-31,2025-04-21,3.25,38100
2022-03-31,2025-11-21,0.25,36800
2022-03-31,2026-04-21,4.25,38100
2022-03-31,2026-09-21,0.5,32800
2022-03-31,2027-04-21,4.75,33899.566
2022-03-31,2027-11-21,2.75,29700
2022-03-31,2028-05-21,2.25,29700
2022-03-31,2028-11-21,2.75,32600
2022-03-31,2029-04-21,3.25,32999.803
2022-03-31,2029-11-21,2.75,33400
2022-03-31,2030-05-21,2.5,36600
2022-03-31,2030-12-21,1,38700
2022-03-31,2031-06-21,1.5,37300
2022-03-31,2031-11-21,1,41000
2022-03-31,2032-05-21,1.25,33200
2022-03-31,2032-11-21,1.75,22800
2022-03-31,2033-04-21,4.5,19800
2022-03-31,2035-06-21,2.75,9550
2022-03-31,2037-04-21,3.75,12000
2022-03-31,2039-06-21,3.25,10300
2022-03-31,2041-05-21,2.75,13500
2022-03-31,2047-03-21,3,13300
2022-03-31,2051-06-21,1.75,15900
2022-04-30,2022-07-15,5.75,24762.673
2022-04-30,2022-11-21,2.25,26500
2022-04-30,2023-04-21,5.5,34199.708
2022-04-30,2024-04-21,2.75,35900
2022-04-30,2024-11-21,0.25,40600
2022-04-30,2025-04-21,3.25,38100
2022-04-30,2025-11-21,0.25,36800
2022-04-30,2026-04-21,4.25,38100
2022-04-30,2026-09-21,0.5,32800
2022-04-30,2027-04-21,4.75,33899.566
2022-04-30,2027-11-21,2.75,29700
2022-04-30,2028-05-21,2.25,29700
2022-04-30,2028-11-21,2.75,32600
2022-04-30,2029-04-21,3.25,32999.803
2022-04-30,2029-11-21,2.75,33400
2022-04-30,2030-05-21,2.5,37100
2022-04-30,2030-12-21,1,38700
2022-04-30,2031-06-21,1.5,37300
2022-04-30,2031-11-21,1,41000
2022-04-30,2032-05-21,1.25,33200
2022-04-30,2032-11-21,1.75,22800
2022-04-30,2033-04-21,4.5,19800
2022-04-30,2033-11-21,3,15000
2022-04-30,2035-06-21,2.75,9550
2022-04-30,2037-04-21,3.75,12000
2022-04-30,2039-06-21,3.25,10300
2022-04-30,2041-05-21,2.75,13500
2022-04-30,2047-03-21,3,13300
2022-04-30,2051-06-21,1.75,16200
2022-05-31,2022-07-15,5.75,24762.673
2022-05-31,2022-11-21,2.25,26500
2022-05-31,2023-04-21,5.5,34199.708
2022-05-31,2024-04-21,2.75,35900
2022-05-31,2024-11-21,0.25,40600
2022-05-31,2025-04-21,3.25,38100
2022-05-31,2025-11-21,0.25,36800
2022-05-31,2026-04-21,4.25,38100
2022-05-31,2026-09-21,0.5,33800
2022-05-31,2027-04-21,4.75,34599.566
2022-05-31,2027-11-21,2.75,30700
2022-05-31,2028-05-21,2.25,29700
2022-05-31,2028-11-21,2.75,32600
2022-05-31,2029-04-21,3.25,32999.803
2022-05-31,2029-11-21,2.75,33400
2022-05-31,2030-05-21,2.5,37100
2022-05-31,2030-12-21,1,38700
2022-05-31,2031-06-21,1.5,38100
2022-05-31,2031-11-21,1,41000
2022-05-31,2032-05-21,1.25,34200
2022-05-31,2032-11-21,1.75,23600
2022-05-31,2033-04-21,4.5,19800
2022-05-31,2033-11-21,3,15000
2022-05-31,2035-06-21,2.75,9550
2022-05-31,2037-04-21,3.75,12000
2022-05-31,2039-06-21,3.25,10300
2022-05-31,2041-05-21,2.75,13500
2022-05-31,2047-03-21,3,13300
2022-05-31,2051-06-21,1.75,16900
2022-06-30,2022-07-15,5.75,24762.673
2022-06-30,2022-11-21,2.25,26500
2022-06-30,2023-04-21,5.5,34199.708
2022-06-30,2024-04-21,2.75,35900
2022-06-30,2024-11-21,0.25,40600
2022-06-30,2025-04-21,3.25,40100
2022-06-30,2025-11-21,0.25,36800
2022-06-30,2026-04-21,4.25,38100
2022-06-30,2026-09-21,0.5,34600
2022-06-30,2027-04-21,4.75,34599.566
2022-06-30,2027-11-21,2.75,30700
2022-06-30,2028-05-21,2.25,29700
2022-06-30,2028-11-21,2.75,32600
2022-06-30,2029-04-21,3.25,32999.803
2022-06-30,2029-11-21,2.75,33400
2022-06-30,2030-05-21,2.5,37100
2022-06-30,2030-12-21,1,38700
2022-06-30,2031-06-21,1.5,38100
2022-06-30,2031-11-21,1,41000
2022-06-30,2032-05-21,1.25,35200
2022-06-30,2032-11-21,1.75,23600
2022-06-30,2033-04-21,4.5,19800
2022-06-30,2033-11-21,3,15000
2022-06-30,2035-06-21,2.75,9550
2022-06-30,2037-04-21,3.75,12000
2022-06-30,2039-06-21,3.25,10300
2022-06-30,2041-05-21,2.75,13500
2022-06-30,2047-03-21,3,13300
2022-06-30,2051-06-21,1.75,17800
2022-07-31,2022-11-21,2.25,26500
2022-07-31,2023-04-21,5.5,34199.708
2022-07-31,2024-04-21,2.75,35900
2022-07-31,2024-11-21,0.25,41300
2022-07-31,2025-04-21,3.25,40100
2022-07-31,2025-11-21,0.25,36800
2022-07-31,2026-04-21,4.25,38100
2022-07-31,2026-09-21,0.5,35300
2022-07-31,2027-04-21,4.75,35299.566
2022-07-31,2027-11-21,2.75,30700
2022-07-31,2028-05-21,2.25,29700
2022-07-31,2028-11-21,2.75,32600
2022-07-31,2029-04-21,3.25,32999.803
2022-07-31,2029-11-21,2.75,33400
2022-07-31,2030-05-21,2.5,37100
2022-07-31,2030-12-21,1,38700
2022-07-31,2031-06-21,1.5,38100
2022-07-31,2031-11-21,1,41000
2022-07-31,2032-05-21,1.25,36000
2022-07-31,2032-11-21,1.75,24400
2022-07-31,2033-04-21,4.5,20600
2022-07-31,2033-11-21,3,15000
2022-07-31,2035-06-21,2.75,9550
2022-07-31,2037-04-21,3.75,12000
2022-07-31,2039-06-21,3.25,10300
2022-07-31,2041-05-21,2.75,13500
2022-07-31,2047-03-21,3,13600
2022-07-31,2051-06-21,1.75,17800
2022-08-31,2022-11-21,2.25,26500
2022-08-31,2023-04-21,5.5,34199.708
2022-08-31,2024-04-21,2.75,35900
2022-08-31,2024-11-21,0.25,41300
2022-08-31,2025-04-21,3.25,40100
2022-08-31,2025-11-21,0.25,36800
2022-08-31,2026-04-21,4.25,38100
2022-08-31,2026-09-21,0.5,36000
2022-08-31,2027-04-21,4.75,35999.566
2022-08-31,2027-11-21,2.75,31400
2022-08-31,2028-05-21,2.25,29700
2022-08-31,2028-11-21,2.75,32600
2022-08-31,2029-04-21,3.25,33699.803
2022-08-31,2029-11-21,2.75,33400
2022-08-31,2030-05-21,2.5,37100
2022-08-31,2030-12-21,1,38700
2022-08-31,2031-06-21,1.5,38100
2022-08-31,2031-11-21,1,41800
2022-08-31,2032-05-21,1.25,36800
2022-08-31,2032-11-21,1.75,25200
2022-08-31,2033-04-21,4.5,20600
2022-08-31,2033-11-21,3,16800
2022-08-31,2035-06-21,2.75,9550
2022-08-31,2037-04-21,3.75,12300
2022-08-31,2039-06-21,3.25,10300
2022-08-31,2041-05-21,2.75,13500
2022-08-31,2047-03-21,3,13600
2022-08-31,2051-06-21,1.75,18100
2022-09-30,2022-11-21,2.25,26500
2022-09-30,2023-04-21,5.5,34199.708
2022-09-30,2024-04-21,2.75,35900
2022-09-30,2024-11-21,0.25,41300
2022-09-30,2025-04-21,3.25,40100
2022-09-30,2025-11-21,0.25,37300
2022-09-30,2026-04-21,4.25,38100
2022-09-30,2026-09-21,0.5,36700
2022-09-30,2027-04-21,4.75,35999.566
2022-09-30,2027-11-21,2.75,31400
2022-09-30,2028-05-21,2.25,29700
2022-09-30,2028-11-21,2.75,32600
2022-09-30,2029-04-21,3.25,33699.803
2022-09-30,2029-11-21,2.75,33400
2022-09-30,2030-05-21,2.5,37100
2022-09-30,2030-12-21,1,38700
2022-09-30,2031-06-21,1.5,38100
2022-09-30,2031-11-21,1,41800
2022-09-30,2032-05-21,1.25,37600
2022-09-30,2032-11-21,1.75,26200
2022-09-30,2033-04-21,4.5,22200
2022-09-30,2033-11-21,3,17600
2022-09-30,2035-06-21,2.75,9550
2022-09-30,2037-04-21,3.75,12300
2022-09-30,2039-06-21,3.25,10300
2022-09-30,2041-05-21,2.75,13500
2022-09-30,2047-03-21,3,13600
2022-09-30,2051-06-21,1.75,18400
2022-10-31,2022-11-21,2.25,26500
2022-10-31,2023-04-21,5.5,34199.708
2022-10-31,2024-04-21,2.75,35900
2022-10-31,2024-11-21,0.25,41300
2022-10-31,2025-04-21,3.25,40800
2022-10-31,2025-11-21,0.25,38000
2022-10-31,2026-04-21,4.25,38100
2022-10-31,2026-09-21,0.5,36700
2022-10-31,2027-04-21,4.75,36699.566
2022-10-31,2027-11-21,2.75,31400
2022-10-31,2028-05-21,2.25,29700
2022-10-31,2028-11-21,2.75,33300
2022-10-31,2029-04-21,3.25,34499.803
2022-10-31,2029-11-21,2.75,33400
2022-10-31,2030-05-21,2.5,37100
2022-10-31,2030-12-21,1,38700
2022-10-31,2031-06-21,1.5,38100
2022-10-31,2031-11-21,1,41800
2022-10-31,2032-05-21,1.25,38400
2022-10-31,2032-11-21,1.75,27000
2022-10-31,2033-04-21,4.5,22200
2022-10-31,2033-11-21,3,17600
2022-10-31,2035-06-21,2.75,9550
2022-10-31,2037-04-21,3.75,12300
2022-10-31,2039-06-21,3.25,10300
2022-10-31,2041-05-21,2.75,13500
2022-10-31,2047-03-21,3,13600
2022-10-31,2051-06-21,1.75,18700
2022-11-30,2023-04-21,5.5,34199.708
2022-11-30,2024-04-21,2.75,35900
2022-11-30,2024-11-21,0.25,41300
2022-11-30,2025-04-21,3.25,41500
2022-11-30,2025-11-21,0.25,38000
2022-11-30,2026-04-21,4.25,38100
2022-11-30,2026-09-21,0.5,36700
2022-11-30,2027-04-21,4.75,36699.566
2022-11-30,2027-11-21,2.75,31400
2022-11-30,2028-05-21,2.25,29700
2022-11-30,2028-11-21,2.75,34100
2022-11-30,2029-04-21,3.25,34499.803
2022-11-30,2029-11-21,2.75,34100
2022-11-30,2030-05-21,2.5,37100
2022-11-30,2030-12-21,1,38700
2022-11-30,2031-06-21,1.5,38100
2022-11-30,2031-11-21,1,41800
2022-11-30,2032-05-21,1.25,39300
2022-11-30,2032-11-21,1.75,27800
2022-11-30,2033-04-21,4.5,22200
2022-11-30,2033-11-21,3,18500
2022-11-30,2034-05-21,3.75,14000
2022-11-30,2035-06-21,2.75,9550
2022-11-30,2037-04-21,3.75,12300
2022-11-30,2039-06-21,3.25,10300
2022-11-30,2041-05-21,2.75,13500
2022-11-30,2047-03-21,3,13900
2022-11-30,2051-06-21,1.75,18700
2022-12-31,2023-04-21,5.5,34199.708
2022-12-31,2024-04-21,2.75,35900
2022-12-31,2024-11-21,0.25,41300
2022-12-31,2025-04-21,3.25,41500
2022-12-31,2025-11-21,0.25,38700
2022-12-31,2026-04-21,4.25,38100
2022-12-31,2026-09-21,0.5,37300
2022-12-31,2027-04-21,4.75,36699.566
2022-12-31,2027-11-21,2.75,31400
2022-12-31,2028-05-21,2.25,29700
2022-12-31,2028-11-21,2.75,34100
2022-12-31,2029-04-21,3.25,34499.803
2022-12-31,2029-11-21,2.75,34100
2022-12-31,2030-05-21,2.5,37100
2022-12-31,2030-12-21,1,38700
2022-12-31,2031-06-21,1.5,38100
2022-12-31,2031-11-21,1,41800
2022-12-31,2032-05-21,1.25,39300
2022-12-31,2032-11-21,1.75,27800
2022-12-31,2033-04-21,4.5,22900
2022-12-31,2033-11-21,3,19400
2022-12-31,2034-05-21,3.75,14000
2022-12-31,2035-06-21,2.75,9550
2022-12-31,2037-04-21,3.75,12300
2022-12-31,2039-06-21,3.25,10300
2022-12-31,2041-05-21,2.75,13500
2022-12-31,2047-03-21,3,13900
2022-12-31,2051-06-21,1.75,18700
2023-01-31,2023-04-21,5.5,34199.708
2023-01-31,2024-04-21,2.75,35900
2023-01-31,2024-11-21,0.25,41300
2023-01-31,2025-04-21,3.25,41500
2023-01-31,2025-11-21,0.25,38700
2023-01-31,2026-04-21,4.25,38100
2023-01-31,2026-09-21,0.5,37300
2023-01-31,2027-04-21,4.75,36699.566
2023-01-31,2027-11-21,2.75,31400
2023-01-31,2028-05-21,2.25,29700
2023-01-31,2028-11-21,2.75,34100
2023-01-31,2029-04-21,3.25,34499.803
2023-01-31,2029-11-21,2.75,34100
2023-01-31,2030-05-21,2.5,37100
2023-01-31,2030-12-21,1,38700
2023-01-31,2031-06-21,1.5,38100
