date,EST.B.EU000A2X2A25.TT
2024-04-15,58827.0
2024-04-16,54841.0
2024-04-17,54236.0
2024-04-18,51051.0
2024-04-19,50231.0
2024-04-22,55072.0
2024-04-23,53919.0
2024-04-24,50665.0
2024-04-25,49469.0
2024-04-26,46571.0
2024-04-29,50848.0
2024-04-30,45502.0
2024-05-02,51998.0
2024-05-03,42893.0
2024-05-06,45224.0
2024-05-07,53589.0
2024-05-08,45986.0
2024-05-09,39153.0
2024-05-10,49334.0
2024-05-13,51449.0
2024-05-14,51110.0
2024-05-15,50516.0
2024-05-16,50866.0
2024-05-17,43959.0
2024-05-20,40920.0
2024-05-21,55794.0
2024-05-22,48781.0
2024-05-23,51481.0
2024-05-24,45151.0
2024-05-27,46737.0
2024-05-28,54900.0
2024-05-29,47875.0
2024-05-30,41596.0
2024-05-31,43030.0
2024-06-03,50910.0
2024-06-04,55061.0
2024-06-05,55950.0
2024-06-06,52206.0
2024-06-07,51516.0
2024-06-10,49337.0
2024-06-11,49985.0
2024-06-12,51017.0
2024-06-13,49311.0
2024-06-14,47434.0
2024-06-17,53139.0
2024-06-18,54775.0
2024-06-19,57504.0
2024-06-20,52762.0
2024-06-21,52977.0
2024-06-24,51890.0
2024-06-25,53076.0
2024-06-26,48561.0
2024-06-27,50636.0
2024-06-28,45496.0
2024-07-01,63685.0
2024-07-02,63045.0
2024-07-03,58982.0
2024-07-04,59862.0
2024-07-05,58202.0
2024-07-08,60964.0
2024-07-09,60674.0
2024-07-10,58498.0
2024-07-11,51953.0
2024-07-12,53160.0
2024-07-15,55225.0
2024-07-16,55878.0
2024-07-17,55166.0
2024-07-18,53760.0
2024-07-19,51248.0
2024-07-22,56568.0
2024-07-23,56280.0
2024-07-24,56631.0
2024-07-25,54890.0
2024-07-26,53477.0
2024-07-29,51438.0
2024-07-30,53140.0
2024-07-31,46442.0
2024-08-01,55937.0
2024-08-02,54565.0
2024-08-05,57068.0
2024-08-06,58844.0
2024-08-07,63161.0
2024-08-08,59502.0
2024-08-09,53542.0
2024-08-12,57077.0
2024-08-13,58194.0
2024-08-14,50918.0
2024-08-15,47425.0
2024-08-16,55384.0
2024-08-19,57783.0
2024-08-20,59973.0
2024-08-21,58812.0
2024-08-22,56747.0
2024-08-23,50341.0
2024-08-26,48372.0
2024-08-27,52454.0
2024-08-28,51717.0
2024-08-29,49478.0
2024-08-30,46134.0
2024-09-02,54157.0
2024-09-03,51938.0
2024-09-04,52998.0
2024-09-05,48481.0
2024-09-06,48425.0
2024-09-09,52318.0
2024-09-10,51460.0
2024-09-11,52110.0
2024-09-12,51191.0
2024-09-13,47984.0
2024-09-16,51956.0
2024-09-17,53970.0
2024-09-18,55053.0
2024-09-19,49980.0
2024-09-20,45533.0
2024-09-23,43512.0
2024-09-24,50144.0
2024-09-25,48068.0
2024-09-26,45023.0
2024-09-27,47384.0
2024-09-30,43394.0
2024-10-01,53511.0
2024-10-02,47709.0
2024-10-03,37573.0
2024-10-04,48039.0
2024-10-07,52533.0
2024-10-08,50029.0
2024-10-09,48105.0
2024-10-10,47488.0
2024-10-11,47574.0
2024-10-14,47219.0
2024-10-15,46478.0
2024-10-16,49345.0
2024-10-17,49939.0
2024-10-18,50271.0
2024-10-21,50349.0
2024-10-22,48191.0
2024-10-23,44381.0
2024-10-24,47084.0
2024-10-25,46028.0
2024-10-28,48357.0
2024-10-29,50939.0
2024-10-30,50736.0
2024-10-31,41909.0
2024-11-01,47558.0
2024-11-04,55205.0
2024-11-05,58927.0
2024-11-06,53148.0
2024-11-07,50847.0
2024-11-08,49104.0
2024-11-11,53164.0
2024-11-12,55125.0
2024-11-13,53336.0
2024-11-14,54704.0
2024-11-15,53746.0
2024-11-18,54775.0
2024-11-19,54720.0
2024-11-20,55474.0
2024-11-21,53563.0
2024-11-22,52582.0
2024-11-25,51869.0
2024-11-26,53852.0
2024-11-27,51405.0
2024-11-28,52865.0
2024-11-29,48774.0
2024-12-02,59177.0
2024-12-03,63753.0
2024-12-04,59911.0
2024-12-05,56183.0
2024-12-06,54205.0
2024-12-09,54986.0
2024-12-10,55659.0
2024-12-11,45087.0
2024-12-12,49557.0
2024-12-13,48944.0
2024-12-16,49825.0
2024-12-17,52203.0
2024-12-18,55540.0
2024-12-19,54589.0
2024-12-20,50178.0
2024-12-23,38619.0
2024-12-24,31561.0
2024-12-27,48132.0
2024-12-30,40655.0
2024-12-31,33792.0
2025-01-02,59601.0
2025-01-03,55651.0
2025-01-06,53701.0
2025-01-07,59102.0
2025-01-08,59265.0
2025-01-09,55672.0
2025-01-10,56000.0
2025-01-13,61069.0
2025-01-14,58770.0
2025-01-15,56383.0
2025-01-16,59470.0
2025-01-17,62631.0
2025-01-20,64546.0
2025-01-21,63013.0
2025-01-22,63044.0
2025-01-23,58215.0
2025-01-24,57896.0
2025-01-27,56960.0
2025-01-28,57592.0
2025-01-29,51029.0
2025-01-30,50573.0
2025-01-31,43550.0
2025-02-03,59421.0
2025-02-04,65539.0
2025-02-05,65395.0
2025-02-06,65493.0
2025-02-07,64106.0
2025-02-10,56402.0
2025-02-11,58984.0
2025-02-12,55367.0
2025-02-13,54021.0
2025-02-14,53448.0
2025-02-17,57535.0
2025-02-18,58436.0
2025-02-19,56364.0
2025-02-20,55253.0
2025-02-21,56807.0
2025-02-24,58372.0
2025-02-25,59193.0
2025-02-26,56824.0
2025-02-27,52373.0
2025-02-28,48043.0
2025-03-03,57104.0
2025-03-04,57241.0
2025-03-05,58415.0
2025-03-06,52016.0
2025-03-07,56041.0
2025-03-10,58085.0
2025-03-11,57664.0
2025-03-12,52955.0
2025-03-13,58524.0
2025-03-14,57463.0
2025-03-17,59899.0
2025-03-18,66780.0
2025-03-19,64268.0
2025-03-20,62675.0
2025-03-21,60668.0
2025-03-24,61138.0
2025-03-25,57996.0
2025-03-26,57859.0
2025-03-27,52581.0
2025-03-28,53018.0
2025-03-31,55940.0
2025-04-01,65071.0
2025-04-02,64898.0
2025-04-03,63703.0
2025-04-04,68047.0
2025-04-07,70875.0
2025-04-08,68074.0
2025-04-09,63933.0
2025-04-10,70411.0
2025-04-11,73735.0
2025-04-14,78052.0
2025-04-15,78513.0
2025-04-16,75367.0
2025-04-17,71975.0
2025-04-22,80702.0
2025-04-23,80023.0
2025-04-24,75731.0
2025-04-25,73597.0
2025-04-28,73379.0
2025-04-29,72887.0
2025-04-30,58286.0
2025-05-02,67533.0
2025-05-05,65317.0
2025-05-06,76605.0
2025-05-07,70895.0
2025-05-08,70440.0
2025-05-09,72574.0
2025-05-12,77922.0
2025-05-13,71222.0
2025-05-14,67820.0
2025-05-15,66389.0
2025-05-16,69364.0
2025-05-19,72728.0
2025-05-20,70186.0
2025-05-21,64535.0
2025-05-22,63539.0
2025-05-23,55688.0
2025-05-26,59957.0
2025-05-27,65445.0
2025-05-28,53919.0
2025-05-29,42457.0
2025-05-30,51660.0
2025-06-02,70801.0
2025-06-03,72647.0
2025-06-04,63092.0
2025-06-05,64297.0
2025-06-06,49889.0
2025-06-09,40496.0
2025-06-10,63341.0
2025-06-11,67516.0
2025-06-12,63890.0
2025-06-13,51730.0
2025-06-16,63066.0
2025-06-17,62301.0
2025-06-18,60878.0
2025-06-19,48265.0
2025-06-20,60690.0
2025-06-23,61915.0
2025-06-24,64452.0
2025-06-25,55792.0
2025-06-26,53470.0
2025-06-27,51767.0
2025-06-30,51235.0
2025-07-01,75101.0
2025-07-02,77118.0
2025-07-03,75713.0
2025-07-04,77570.0
2025-07-07,78362.0
2025-07-08,75814.0
2025-07-09,74301.0
2025-07-10,72011.0
2025-07-11,68462.0
2025-07-14,67053.0
2025-07-15,67278.0
2025-07-16,70260.0
2025-07-17,69341.0
2025-07-18,73483.0
2025-07-21,75404.0
2025-07-22,77901.0
2025-07-23,76405.0
2025-07-24,74317.0
2025-07-25,68449.0
2025-07-28,68764.0
2025-07-29,67209.0
2025-07-30,64874.0
2025-07-31,54558.0
2025-08-01,69214.0
2025-08-04,71205.0
2025-08-05,75618.0
2025-08-06,75290.0
2025-08-07,73556.0
2025-08-08,72473.0
2025-08-11,59468.0
2025-08-12,68808.0
2025-08-13,67274.0
2025-08-14,58494.0
2025-08-15,59937.0
2025-08-18,68243.0
2025-08-19,70704.0
2025-08-20,70116.0
2025-08-21,68493.0
2025-08-22,63395.0
2025-08-25,65044.0
2025-08-26,66825.0
2025-08-27,65754.0
2025-08-28,64604.0
2025-08-29,58208.0
2025-09-01,69327.0
2025-09-02,60458.0
2025-09-03,67049.0
2025-09-04,66541.0
2025-09-05,61903.0
2025-09-08,65006.0
2025-09-09,68819.0
2025-09-10,66229.0
2025-09-11,67622.0
2025-09-12,66562.0
2025-09-15,68076.0
2025-09-16,66131.0
2025-09-17,65994.0
2025-09-18,63091.0
2025-09-19,59203.0
2025-09-22,62044.0
2025-09-23,66384.0
2025-09-24,61709.0
2025-09-25,61096.0
2025-09-26,57154.0
2025-09-29,62448.0
2025-09-30,55679.0
2025-10-01,66410.0
2025-10-02,56949.0
2025-10-03,48675.0
2025-10-06,67068.0
2025-10-07,65729.0
2025-10-08,62497.0
2025-10-09,62467.0
2025-10-10,65040.0
2025-10-13,69968.0
2025-10-14,67099.0
2025-10-15,68248.0
2025-10-16,68653.0
2025-10-17,67458.0
2025-10-20,64675.0
2025-10-21,70482.0
2025-10-22,66073.0
2025-10-23,64078.0
2025-10-24,63040.0
2025-10-27,66783.0
2025-10-28,70140.0
2025-10-29,68143.0
2025-10-30,63191.0
2025-10-31,51853.0
2025-11-03,68305.0
2025-11-04,66083.0
2025-11-05,65918.0
2025-11-06,66247.0
2025-11-07,66091.0
2025-11-10,62009.0
2025-11-11,63257.0
2025-11-12,63418.0
2025-11-13,62747.0
2025-11-14,60568.0
2025-11-17,61796.0
2025-11-18,65132.0
2025-11-19,63833.0
2025-11-20,56401.0
2025-11-21,60857.0
2025-11-24,61783.0
2025-11-25,59088.0
2025-11-26,61419.0
2025-11-27,58362.0
2025-11-28,54913.0
2025-12-01,65141.0
2025-12-02,65880.0
2025-12-03,62497.0
2025-12-04,64927.0
2025-12-05,65831.0
2025-12-08,65325.0
2025-12-09,65436.0
2025-12-10,63144.0
2025-12-11,62539.0
2025-12-12,64226.0
2025-12-15,63173.0
2025-12-16,65692.0
2025-12-17,63494.0
2025-12-18,58351.0
2025-12-19,61248.0
2025-12-22,63476.0
2025-12-23,38302.0
2025-12-24,39082.0
2025-12-29,61744.0
2025-12-30,52353.0
2025-12-31,38674.0
2026-01-02,66841.0
2026-01-05,66840.0
2026-01-06,64066.0
2026-01-07,68724.0
2026-01-08,65964.0
2026-01-09,65629.0
2026-01-12,69479.0
2026-01-13,72199.0
2026-01-14,69840.0
2026-01-15,67183.0
2026-01-16,66240.0
2026-01-19,69366.0
2026-01-20,63720.0
2026-01-21,62968.0
2026-01-22,61525.0
2026-01-23,61093.0
2026-01-26,64324.0
2026-01-27,65450.0
2026-01-28,61180.0
2026-01-29,58851.0
2026-01-30,48302.0
2026-02-02,61221.0
2026-02-03,65049.0
2026-02-04,64089.0
2026-02-05,62895.0
2026-02-06,64192.0
2026-02-09,67356.0
2026-02-10,66252.0
2026-02-11,63677.0
2026-02-12,64877.0
2026-02-13,63520.0
2026-02-16,64608.0
2026-02-17,64390.0
2026-02-18,67079.0
2026-02-19,65297.0
2026-02-20,63553.0
2026-02-23,66510.0
2026-02-24,64605.0
2026-02-25,65538.0
2026-02-26,62723.0
2026-02-27,59377.0
2026-03-02,69967.0
2026-03-03,71768.0
2026-03-04,69860.0
2026-03-05,70609.0
2026-03-06,67709.0
2026-03-09,69821.0
2026-03-10,67313.0
2026-03-11,65109.0
2026-03-12,60835.0
2026-03-13,59774.0
2026-03-16,60435.0
2026-03-17,61368.0
2026-03-18,65102.0
2026-03-19,62936.0
2026-03-20,58493.0
2026-03-23,64727.0
2026-03-24,65971.0
2026-03-25,67726.0
2026-03-26,66078.0
2026-03-27,61150.0
2026-03-30,63565.0
2026-03-31,59874.0
2026-04-01,73471.0
2026-04-02,69014.0
2026-04-07,75943.0
2026-04-08,75696.0
2026-04-09,75766.0
2026-04-10,71585.0
2026-04-13,72104.0
2026-04-14,73445.0
2026-04-15,74114.0
2026-04-16,73452.0
2026-04-17,71718.0
2026-04-20,69810.0
2026-04-21,67222.0
2026-04-22,67393.0
2026-04-23,66726.0
2026-04-24,62614.0
2026-04-27,70339.0
2026-04-28,68182.0
2026-04-29,64369.0
2026-04-30,56333.0
2026-05-04,66985.0
2026-05-05,74567.0
2026-05-06,73133.0
2026-05-07,70480.0
2026-05-08,68866.0
2026-05-11,74533.0
2026-05-12,73217.0
2026-05-13,57528.0
2026-05-14,50556.0
2026-05-15,68781.0
2026-05-18,72086.0
2026-05-19,66713.0
2026-05-20,67920.0
2026-05-21,68989.0
2026-05-22,47737.0
2026-05-25,43684.0
2026-05-26,67587.0
2026-05-27,64185.0
2026-05-28,63888.0
2026-05-29,55567.0
2026-06-01,67773.0
2026-06-02,73074.0
2026-06-03,61466.0
2026-06-04,61836.0
2026-06-05,70913.0
2026-06-08,66554.0
2026-06-09,66032.0
2026-06-10,64976.0
2026-06-11,65038.0
2026-06-12,65932.0
2026-06-15,66324.0
2026-06-16,69861.0
2026-06-17,72138.0
2026-06-18,68419.0
2026-06-19,68559.0
2026-06-22,67621.0
2026-06-23,64538.0
2026-06-24,63258.0
2026-06-25,63700.0
2026-06-26,61423.0
2026-06-29,59761.0
2026-06-30,59117.0
2026-07-01,71275.0
2026-07-02,69387.0
2026-07-03,70945.0
2026-07-06,69935.0
2026-07-07,71144.0
2026-07-08,66085.0
2026-07-09,64378.0
2026-07-10,66256.0
2026-07-13,64388.0
2026-07-14,63080.0
2026-07-15,64766.0
2026-07-16,67577.0
2026-07-17,65587.0
2026-07-20,67419.0
2026-07-21,66934.0
2026-07-22,63045.0
2026-07-23,64371.0
2026-07-24,63789.0
2026-07-27,64291.0
2026-07-28,64531.0
2026-07-29,65428.0
2026-07-30,64506.0
2026-07-31,54845.0
2026-08-03,56748.0
2026-08-04,64618.0
2026-08-05,66291.0
2026-08-06,67288.0
2026-08-07,67360.0
2026-08-10,62515.0
2026-08-11,61120.0
2026-08-12,61438.0
2026-08-13,62828.0
2026-08-14,62262.0
2026-08-17,61263.0
2026-08-18,62913.0
2026-08-19,61829.0
2026-08-20,65686.0
2026-08-21,65830.0
2026-08-24,64621.0
2026-08-25,62081.0
2026-08-26,59956.0
2026-08-27,58270.0
2026-08-28,52326.0
2026-08-31,53034.0
2026-09-01,61036.0
2026-09-02,63482.0
2026-09-03,65213.0
2026-09-04,68417.0
2026-09-07,69125.0
2026-09-08,65190.0
2026-09-09,67035.0
