date,EST.B.EU000A2QQF32.CR
2024-04-22,3.92563
2024-04-23,3.92572
2024-04-24,3.92578
2024-04-25,3.92585
2024-04-26,3.92589
2024-04-29,3.92599
2024-04-30,3.92598
2024-05-02,3.92553
2024-05-03,3.92578
2024-05-06,3.92563
2024-05-07,3.92564
2024-05-08,3.92562
2024-05-09,3.92558
2024-05-10,3.92573
2024-05-13,3.92536
2024-05-14,3.92534
2024-05-15,3.92529
2024-05-16,3.92526
2024-05-17,3.92544
2024-05-20,3.92492
2024-05-21,3.92484
2024-05-22,3.92486
2024-05-23,3.92488
2024-05-24,3.92516
2024-05-27,3.92507
2024-05-28,3.92513
2024-05-29,3.92517
2024-05-30,3.92541
2024-05-31,3.92567
2024-06-03,3.92582
2024-06-04,3.92556
2024-06-05,3.92564
2024-06-06,3.92567
2024-06-07,3.92573
2024-06-10,3.92631
2024-06-11,3.92594
2024-06-12,3.92599
2024-06-13,3.92333
2024-06-14,3.92063
2024-06-17,3.91325
2024-06-18,3.90979
2024-06-19,3.90713
2024-06-20,3.90444
2024-06-21,3.90175
2024-06-24,3.89485
2024-06-25,3.891
2024-06-26,3.8883
2024-06-27,3.88561
2024-06-28,3.88294
2024-07-01,3.87359
2024-07-02,3.87169
2024-07-03,3.86898
2024-07-04,3.86623
2024-07-05,3.86347
2024-07-08,3.85535
2024-07-09,3.85262
2024-07-10,3.84988
2024-07-11,3.84717
2024-07-12,3.84445
2024-07-15,3.83617
2024-07-16,3.83344
2024-07-17,3.83067
2024-07-18,3.82794
2024-07-19,3.82522
2024-07-22,3.817
2024-07-23,3.81427
2024-07-24,3.81157
2024-07-25,3.80884
2024-07-26,3.80614
2024-07-29,3.79802
2024-07-30,3.79532
2024-07-31,3.79429
2024-08-01,3.79022
2024-08-02,3.78923
2024-08-05,3.78467
2024-08-06,3.7785
2024-08-07,3.7758
2024-08-08,3.77314
2024-08-09,3.7705
2024-08-12,3.7664
2024-08-13,3.7599
2024-08-14,3.75724
2024-08-15,3.75455
2024-08-16,3.75185
2024-08-19,3.74814
2024-08-20,3.74142
2024-08-21,3.73878
2024-08-22,3.73605
2024-08-23,3.73335
2024-08-26,3.72995
2024-08-27,3.72255
2024-08-28,3.71985
2024-08-29,3.71718
2024-08-30,3.71449
2024-09-02,3.70403
2024-09-03,3.70396
2024-09-04,3.70122
2024-09-05,3.6985
2024-09-06,3.69575
2024-09-09,3.69311
2024-09-10,3.68483
2024-09-11,3.68211
2024-09-12,3.67942
2024-09-13,3.67944
2024-09-16,3.67984
2024-09-17,3.67949
2024-09-18,3.67952
2024-09-19,3.67678
2024-09-20,3.67405
2024-09-23,3.66645
2024-09-24,3.66302
2024-09-25,3.6603
2024-09-26,3.65759
2024-09-27,3.65489
2024-09-30,3.64781
2024-10-01,3.6442
2024-10-02,3.64147
2024-10-03,3.63871
2024-10-04,3.6359
2024-10-07,3.62917
2024-10-08,3.62496
2024-10-09,3.62224
2024-10-10,3.61953
2024-10-11,3.6168
2024-10-14,3.61046
2024-10-15,3.60591
2024-10-16,3.60319
2024-10-17,3.60047
2024-10-18,3.59776
2024-10-21,3.59187
2024-10-22,3.58688
2024-10-23,3.58416
2024-10-24,3.57869
2024-10-25,3.57322
2024-10-28,3.5598
2024-10-29,3.55137
2024-10-30,3.5459
2024-10-31,3.54042
2024-11-01,3.53495
2024-11-04,3.52226
2024-11-05,3.51298
2024-11-06,3.50749
2024-11-07,3.50199
2024-11-08,3.49651
2024-11-11,3.48462
2024-11-12,3.47455
2024-11-13,3.46906
2024-11-14,3.46357
2024-11-15,3.45812
2024-11-18,3.44714
2024-11-19,3.43626
2024-11-20,3.4308
2024-11-21,3.42536
2024-11-22,3.41992
2024-11-25,3.40982
2024-11-26,3.39816
2024-11-27,3.39268
2024-11-28,3.3872
2024-11-29,3.38169
2024-12-02,3.36193
2024-12-03,3.3564
2024-12-04,3.35087
2024-12-05,3.34535
2024-12-06,3.33984
2024-12-09,3.32329
2024-12-10,3.31776
2024-12-11,3.31221
2024-12-12,3.30667
2024-12-13,3.30113
2024-12-16,3.28465
2024-12-17,3.27914
2024-12-18,3.27359
2024-12-19,3.26806
2024-12-20,3.26258
2024-12-23,3.2461
2024-12-24,3.24052
2024-12-27,3.22369
2024-12-30,3.20711
2024-12-31,3.20419
2025-01-02,3.19306
2025-01-03,3.18769
2025-01-06,3.17724
2025-01-07,3.16605
2025-01-08,3.16063
2025-01-09,3.15518
2025-01-10,3.14976
2025-01-13,3.13997
2025-01-14,3.12802
2025-01-15,3.12261
2025-01-16,3.11721
2025-01-17,3.1118
2025-01-20,3.1029
2025-01-21,3.0901
2025-01-22,3.08469
2025-01-23,3.07926
2025-01-24,3.07658
2025-01-27,3.07113
2025-01-28,3.06585
2025-01-29,3.06319
2025-01-30,3.06055
2025-01-31,3.0579
2025-02-03,3.05267
2025-02-04,3.04706
2025-02-05,3.04436
2025-02-06,3.03892
2025-02-07,3.03352
2025-02-10,3.02077
2025-02-11,3.01169
2025-02-12,3.00626
2025-02-13,3.00081
2025-02-14,2.99536
2025-02-17,2.98343
2025-02-18,2.97349
2025-02-19,2.96803
2025-02-20,2.96254
2025-02-21,2.95707
2025-02-24,2.94593
2025-02-25,2.93509
2025-02-26,2.92961
2025-02-27,2.92413
2025-02-28,2.91867
2025-03-03,2.89574
2025-03-04,2.89013
2025-03-05,2.88453
2025-03-06,2.87892
2025-03-07,2.87679
2025-03-10,2.85656
2025-03-11,2.85097
2025-03-12,2.84536
2025-03-13,2.83695
2025-03-14,2.83248
2025-03-17,2.80337
2025-03-18,2.79501
2025-03-19,2.78941
2025-03-20,2.78379
2025-03-21,2.77994
2025-03-24,2.76152
2025-03-25,2.75792
2025-03-26,2.75441
2025-03-27,2.74503
2025-03-28,2.74161
2025-03-31,2.72272
2025-04-01,2.71491
2025-04-02,2.71182
2025-04-03,2.70619
2025-04-04,2.70318
2025-04-07,2.68368
2025-04-08,2.67804
2025-04-09,2.67242
2025-04-10,2.66678
2025-04-11,2.6642
2025-04-14,2.64436
2025-04-15,2.63874
2025-04-16,2.6331
2025-04-17,2.62749
2025-04-22,2.59936
2025-04-23,2.59373
2025-04-24,2.58529
2025-04-25,2.58087
2025-04-28,2.55159
2025-04-29,2.54316
2025-04-30,2.53471
2025-05-02,2.50832
2025-05-05,2.48769
2025-05-06,2.48205
2025-05-07,2.47638
2025-05-08,2.47311
2025-05-09,2.46994
2025-05-12,2.44837
2025-05-13,2.44277
2025-05-14,2.43718
2025-05-15,2.43438
2025-05-16,2.43164
2025-05-19,2.40921
2025-05-20,2.40362
2025-05-21,2.39803
2025-05-22,2.39563
2025-05-23,2.39332
2025-05-26,2.37003
2025-05-27,2.36441
2025-05-28,2.35883
2025-05-29,2.35684
2025-05-30,2.35482
2025-06-02,2.33834
2025-06-03,2.33668
2025-06-04,2.33131
2025-06-05,2.32594
2025-06-06,2.32058
2025-06-09,2.31244
2025-06-10,2.29902
2025-06-11,2.29368
2025-06-12,2.2856
2025-06-13,2.28025
2025-06-16,2.26771
2025-06-17,2.25877
2025-06-18,2.25338
2025-06-19,2.24797
2025-06-20,2.24252
2025-06-23,2.23067
2025-06-24,2.22094
2025-06-25,2.21557
2025-06-26,2.21018
2025-06-27,2.20484
2025-06-30,2.19395
2025-07-01,2.1807
2025-07-02,2.17518
2025-07-03,2.16973
2025-07-04,2.16427
2025-07-07,2.14786
2025-07-08,2.14241
2025-07-09,2.13693
2025-07-10,2.13145
2025-07-11,2.12598
2025-07-14,2.10964
2025-07-15,2.10418
2025-07-16,2.09873
2025-07-17,2.09326
2025-07-18,2.09154
2025-07-21,2.08654
2025-07-22,2.06602
2025-07-23,2.06057
2025-07-24,2.05788
2025-07-25,2.05518
2025-07-28,2.04716
2025-07-29,2.04446
2025-07-30,2.04177
2025-07-31,2.0406
2025-08-01,2.03659
2025-08-04,2.03341
2025-08-05,2.02759
2025-08-06,2.02493
2025-08-07,2.02225
2025-08-08,2.01957
2025-08-11,2.01504
2025-08-12,2.00871
2025-08-13,2.006
2025-08-14,2.00328
2025-08-15,2.00059
2025-08-18,1.99652
2025-08-19,1.98982
2025-08-20,1.98713
2025-08-21,1.98445
2025-08-22,1.98179
2025-08-25,1.97817
2025-08-26,1.97109
2025-08-27,1.96844
2025-08-28,1.96575
2025-08-29,1.9631
2025-09-01,1.95283
2025-09-02,1.95263
2025-09-03,1.9499
2025-09-04,1.94718
2025-09-05,1.94447
2025-09-08,1.94153
2025-09-09,1.93352
2025-09-10,1.93083
2025-09-11,1.92807
2025-09-12,1.92809
2025-09-15,1.92824
2025-09-16,1.92812
2025-09-17,1.92814
2025-09-18,1.92817
2025-09-19,1.92822
2025-09-22,1.92843
2025-09-23,1.92837
2025-09-24,1.92839
2025-09-25,1.92841
2025-09-26,1.92843
2025-09-29,1.92855
2025-09-30,1.92834
2025-10-01,1.92828
2025-10-02,1.92835
2025-10-03,1.92835
2025-10-06,1.92838
2025-10-07,1.92841
2025-10-08,1.92848
2025-10-09,1.92853
2025-10-10,1.92862
2025-10-13,1.92882
2025-10-14,1.92877
2025-10-15,1.92882
2025-10-16,1.92888
2025-10-17,1.92894
2025-10-20,1.92915
2025-10-21,1.92912
2025-10-22,1.92917
2025-10-23,1.92921
2025-10-24,1.92926
2025-10-27,1.92948
2025-10-28,1.92942
2025-10-29,1.92949
2025-10-30,1.92958
2025-10-31,1.92966
2025-11-03,1.92969
2025-11-04,1.9296
2025-11-05,1.92967
2025-11-06,1.92972
2025-11-07,1.92981
2025-11-10,1.93015
2025-11-11,1.93023
2025-11-12,1.93036
2025-11-13,1.93044
2025-11-14,1.93052
2025-11-17,1.93079
2025-11-18,1.93078
2025-11-19,1.93085
2025-11-20,1.93089
2025-11-21,1.93093
2025-11-24,1.93102
2025-11-25,1.9309
2025-11-26,1.93091
2025-11-27,1.93094
2025-11-28,1.93096
2025-12-01,1.93109
2025-12-02,1.93114
2025-12-03,1.93122
2025-12-04,1.93125
2025-12-05,1.9313
2025-12-08,1.93149
2025-12-09,1.93158
2025-12-10,1.93165
2025-12-11,1.93173
2025-12-12,1.93178
2025-12-15,1.93201
2025-12-16,1.93206
2025-12-17,1.93212
2025-12-18,1.93218
2025-12-19,1.93223
2025-12-22,1.9325
2025-12-23,1.93258
2025-12-24,1.93255
2025-12-29,1.93251
2025-12-30,1.9326
2025-12-31,1.93268
2026-01-02,1.93266
2026-01-05,1.93307
2026-01-06,1.93326
2026-01-07,1.93335
2026-01-08,1.93343
2026-01-09,1.93353
2026-01-12,1.93375
2026-01-13,1.93377
2026-01-14,1.93381
2026-01-15,1.93385
2026-01-16,1.93388
2026-01-19,1.93402
2026-01-20,1.93395
2026-01-21,1.93401
2026-01-22,1.93405
2026-01-23,1.93412
2026-01-26,1.93434
2026-01-27,1.93433
2026-01-28,1.93439
2026-01-29,1.93442
2026-01-30,1.93444
2026-02-02,1.93454
2026-02-03,1.93463
2026-02-04,1.93462
2026-02-05,1.93463
2026-02-06,1.93465
2026-02-09,1.93475
2026-02-10,1.93459
2026-02-11,1.93456
2026-02-12,1.93456
2026-02-13,1.93457
2026-02-16,1.93468
2026-02-17,1.93453
2026-02-18,1.93455
2026-02-19,1.93456
2026-02-20,1.93461
2026-02-23,1.93479
2026-02-24,1.93483
2026-02-25,1.93491
2026-02-26,1.93499
2026-02-27,1.93507
2026-03-02,1.93517
2026-03-03,1.93523
2026-03-04,1.93532
2026-03-05,1.93537
2026-03-06,1.93547
2026-03-09,1.93556
2026-03-10,1.9356
2026-03-11,1.93564
2026-03-12,1.93565
2026-03-13,1.93571
2026-03-16,1.93561
2026-03-17,1.93561
2026-03-18,1.93561
2026-03-19,1.93563
2026-03-20,1.93571
2026-03-23,1.93562
2026-03-24,1.9357
2026-03-25,1.93576
2026-03-26,1.9358
2026-03-27,1.93584
2026-03-30,1.93591
2026-03-31,1.93593
2026-04-01,1.93608
2026-04-02,1.93612
2026-04-07,1.9359
2026-04-08,1.93588
2026-04-09,1.93585
2026-04-10,1.9359
2026-04-13,1.93585
2026-04-14,1.93588
2026-04-15,1.93589
2026-04-16,1.93591
2026-04-17,1.93597
2026-04-20,1.93601
2026-04-21,1.936
2026-04-22,1.936
2026-04-23,1.93598
2026-04-24,1.93605
2026-04-27,1.93597
2026-04-28,1.93594
2026-04-29,1.93593
2026-04-30,1.93592
2026-05-04,1.93597
2026-05-05,1.93597
2026-05-06,1.93598
2026-05-07,1.93603
2026-05-08,1.93607
2026-05-11,1.93597
2026-05-12,1.93598
2026-05-13,1.93596
2026-05-14,1.93597
2026-05-15,1.93601
2026-05-18,1.93597
2026-05-19,1.93597
2026-05-20,1.93592
2026-05-21,1.93597
2026-05-22,1.93603
2026-05-25,1.93582
2026-05-26,1.9358
2026-05-27,1.93577
2026-05-28,1.93583
2026-05-29,1.9359
2026-06-01,1.9359
2026-06-02,1.93595
2026-06-03,1.93593
2026-06-04,1.93589
2026-06-05,1.93588
2026-06-08,1.93594
2026-06-09,1.93576
2026-06-10,1.93574
2026-06-11,1.93571
2026-06-12,1.93571
2026-06-15,1.9358
2026-06-16,1.93573
2026-06-17,1.93572
2026-06-18,1.93845
2026-06-19,1.94115
2026-06-22,1.94912
2026-06-23,1.952
2026-06-24,1.95474
2026-06-25,1.95746
2026-06-26,1.96022
2026-06-29,1.96783
2026-06-30,1.9712
2026-07-01,1.97432
2026-07-02,1.97711
2026-07-03,1.97947
2026-07-06,1.98624
2026-07-07,1.99102
2026-07-08,1.99379
2026-07-09,1.99656
2026-07-10,1.99934
2026-07-13,2.00762
2026-07-14,2.0104
2026-07-15,2.01318
2026-07-16,2.01597
2026-07-17,2.01876
2026-07-20,2.02718
2026-07-21,2.02997
2026-07-22,2.03274
2026-07-23,2.03554
2026-07-24,2.03832
2026-07-27,2.0467
2026-07-28,2.0495
2026-07-29,2.05228
2026-07-30,2.05508
2026-07-31,2.05661
2026-08-03,2.06631
2026-08-04,2.06773
2026-08-05,2.07049
2026-08-06,2.07325
2026-08-07,2.07603
2026-08-10,2.08132
2026-08-11,2.0872
2026-08-12,2.08996
2026-08-13,2.09276
2026-08-14,2.0956
2026-08-17,2.1006
2026-08-18,2.10686
2026-08-19,2.10967
2026-08-20,2.1125
2026-08-21,2.11534
2026-08-24,2.11991
2026-08-25,2.12667
2026-08-26,2.12949
2026-08-27,2.13228
2026-08-28,2.13508
2026-08-31,2.13925
2026-09-01,2.14636
2026-09-02,2.14916
2026-09-03,2.15196
2026-09-04,2.15478
2026-09-07,2.1585
2026-09-08,2.16603
2026-09-09,2.16885
2026-09-10,2.17168
2026-09-11,2.17452
