date,EST.B.EU000A2X2A25.WT
2024-06-06,3.911
2024-06-07,3.912
2024-06-10,3.912
2024-06-11,3.909
2024-06-12,3.662
2024-06-13,3.661
2024-06-14,3.662
2024-06-17,3.662
2024-06-18,3.666
2024-06-19,3.663
2024-06-20,3.663
2024-06-21,3.664
2024-06-24,3.663
2024-06-25,3.663
2024-06-26,3.661
2024-06-27,3.662
2024-06-28,3.656
2024-07-01,3.665
2024-07-02,3.662
2024-07-03,3.663
2024-07-04,3.663
2024-07-05,3.663
2024-07-08,3.662
2024-07-09,3.662
2024-07-10,3.663
2024-07-11,3.662
2024-07-12,3.661
2024-07-15,3.661
2024-07-16,3.662
2024-07-17,3.662
2024-07-18,3.663
2024-07-19,3.663
2024-07-22,3.664
2024-07-23,3.665
2024-07-24,3.665
2024-07-25,3.665
2024-07-26,3.663
2024-07-29,3.663
2024-07-30,3.665
2024-07-31,3.653
2024-08-01,3.664
2024-08-02,3.664
2024-08-05,3.664
2024-08-06,3.663
2024-08-07,3.663
2024-08-08,3.665
2024-08-09,3.663
2024-08-12,3.664
2024-08-13,3.664
2024-08-14,3.662
2024-08-15,3.662
2024-08-16,3.664
2024-08-19,3.664
2024-08-20,3.664
2024-08-21,3.663
2024-08-22,3.664
2024-08-23,3.664
2024-08-26,3.665
2024-08-27,3.665
2024-08-28,3.666
2024-08-29,3.664
2024-08-30,3.654
2024-09-02,3.664
2024-09-03,3.663
2024-09-04,3.663
2024-09-05,3.662
2024-09-06,3.663
2024-09-09,3.663
2024-09-10,3.664
2024-09-11,3.664
2024-09-12,3.664
2024-09-13,3.663
2024-09-16,3.662
2024-09-17,3.665
2024-09-18,3.416
2024-09-19,3.414
2024-09-20,3.412
2024-09-23,3.414
2024-09-24,3.415
2024-09-25,3.416
2024-09-26,3.415
2024-09-27,3.415
2024-09-30,3.41
2024-10-01,3.416
2024-10-02,3.41
2024-10-03,3.407
2024-10-04,3.414
2024-10-07,3.413
2024-10-08,3.414
2024-10-09,3.415
2024-10-10,3.414
2024-10-11,3.413
2024-10-14,3.413
2024-10-15,3.413
2024-10-16,3.414
2024-10-17,3.415
2024-10-18,3.415
2024-10-21,3.415
2024-10-22,3.416
2024-10-23,3.166
2024-10-24,3.166
2024-10-25,3.166
2024-10-28,3.164
2024-10-29,3.164
2024-10-30,3.165
2024-10-31,3.155
2024-11-01,3.163
2024-11-04,3.163
2024-11-05,3.163
2024-11-06,3.162
2024-11-07,3.163
2024-11-08,3.163
2024-11-11,3.162
2024-11-12,3.163
2024-11-13,3.164
2024-11-14,3.165
2024-11-15,3.165
2024-11-18,3.165
2024-11-19,3.166
2024-11-20,3.167
2024-11-21,3.167
2024-11-22,3.168
2024-11-25,3.167
2024-11-26,3.165
2024-11-27,3.165
2024-11-28,3.164
2024-11-29,3.163
2024-12-02,3.165
2024-12-03,3.164
2024-12-04,3.165
2024-12-05,3.165
2024-12-06,3.165
2024-12-09,3.164
2024-12-10,3.163
2024-12-11,3.164
2024-12-12,3.164
2024-12-13,3.167
2024-12-16,3.165
2024-12-17,3.164
2024-12-18,2.917
2024-12-19,2.919
2024-12-20,2.916
2024-12-23,2.911
2024-12-24,2.909
2024-12-27,2.916
2024-12-30,2.915
2024-12-31,2.905
2025-01-02,2.92
2025-01-03,2.919
2025-01-06,2.917
2025-01-07,2.918
2025-01-08,2.917
2025-01-09,2.92
2025-01-10,2.917
2025-01-13,2.918
2025-01-14,2.919
2025-01-15,2.92
2025-01-16,2.92
2025-01-17,2.92
2025-01-20,2.919
2025-01-21,2.921
2025-01-22,2.92
2025-01-23,2.922
2025-01-24,2.921
2025-01-27,2.921
2025-01-28,2.921
2025-01-29,2.923
2025-01-30,2.923
2025-01-31,2.912
2025-02-03,2.918
2025-02-04,2.917
2025-02-05,2.666
2025-02-06,2.669
2025-02-07,2.665
2025-02-10,2.664
2025-02-11,2.666
2025-02-12,2.665
2025-02-13,2.667
2025-02-14,2.666
2025-02-17,2.665
2025-02-18,2.666
2025-02-19,2.665
2025-02-20,2.667
2025-02-21,2.666
2025-02-24,2.666
2025-02-25,2.666
2025-02-26,2.665
2025-02-27,2.666
2025-02-28,2.658
2025-03-03,2.663
2025-03-04,2.664
2025-03-05,2.664
2025-03-06,2.666
2025-03-07,2.665
2025-03-10,2.663
2025-03-11,2.663
2025-03-12,2.412
2025-03-13,2.413
2025-03-14,2.417
2025-03-17,2.417
2025-03-18,2.417
2025-03-19,2.416
2025-03-20,2.417
2025-03-21,2.417
2025-03-24,2.418
2025-03-25,2.418
2025-03-26,2.417
2025-03-27,2.417
2025-03-28,2.417
2025-03-31,2.415
2025-04-01,2.42
2025-04-02,2.417
2025-04-03,2.416
2025-04-04,2.415
2025-04-07,2.414
2025-04-08,2.415
2025-04-09,2.415
2025-04-10,2.416
2025-04-11,2.416
2025-04-14,2.417
2025-04-15,2.416
2025-04-16,2.418
2025-04-17,2.417
2025-04-22,2.417
2025-04-23,2.167
2025-04-24,2.169
2025-04-25,2.167
2025-04-28,2.167
2025-04-29,2.167
2025-04-30,2.156
2025-05-02,2.168
2025-05-05,2.167
2025-05-06,2.167
2025-05-07,2.169
2025-05-08,2.171
2025-05-09,2.169
2025-05-12,2.17
2025-05-13,2.172
2025-05-14,2.172
2025-05-15,2.172
2025-05-16,2.17
2025-05-19,2.171
2025-05-20,2.172
2025-05-21,2.169
2025-05-22,2.173
2025-05-23,2.17
2025-05-26,2.168
2025-05-27,2.172
2025-05-28,2.167
2025-05-29,2.161
2025-05-30,2.161
2025-06-02,2.172
2025-06-03,2.172
2025-06-04,2.173
2025-06-05,2.174
2025-06-06,2.173
2025-06-09,2.17
2025-06-10,2.174
2025-06-11,1.924
2025-06-12,1.923
2025-06-13,1.925
2025-06-16,1.924
2025-06-17,1.924
2025-06-18,1.922
2025-06-19,1.917
2025-06-20,1.923
2025-06-23,1.925
2025-06-24,1.926
2025-06-25,1.925
2025-06-26,1.929
2025-06-27,1.928
2025-06-30,1.921
2025-07-01,1.921
2025-07-02,1.923
2025-07-03,1.922
2025-07-04,1.92
2025-07-07,1.92
2025-07-08,1.919
2025-07-09,1.919
2025-07-10,1.921
2025-07-11,1.923
2025-07-14,1.923
2025-07-15,1.922
2025-07-16,1.923
2025-07-17,1.925
2025-07-18,1.923
2025-07-21,1.924
2025-07-22,1.923
2025-07-23,1.924
2025-07-24,1.924
2025-07-25,1.925
2025-07-28,1.923
2025-07-29,1.923
2025-07-30,1.924
2025-07-31,1.919
2025-08-01,1.927
2025-08-04,1.925
2025-08-05,1.924
2025-08-06,1.922
2025-08-07,1.923
2025-08-08,1.922
2025-08-11,1.918
2025-08-12,1.922
2025-08-13,1.923
2025-08-14,1.926
2025-08-15,1.924
2025-08-18,1.924
2025-08-19,1.925
2025-08-20,1.926
2025-08-21,1.926
2025-08-22,1.926
2025-08-25,1.925
2025-08-26,1.926
2025-08-27,1.925
2025-08-28,1.925
2025-08-29,1.92
2025-09-01,1.925
2025-09-02,1.922
2025-09-03,1.923
2025-09-04,1.925
2025-09-05,1.923
2025-09-08,1.922
2025-09-09,1.923
2025-09-10,1.922
2025-09-11,1.925
2025-09-12,1.925
2025-09-15,1.926
2025-09-16,1.926
2025-09-17,1.927
2025-09-18,1.926
2025-09-19,1.925
2025-09-22,1.925
2025-09-23,1.927
2025-09-24,1.928
2025-09-25,1.927
2025-09-26,1.926
2025-09-29,1.926
2025-09-30,1.916
2025-10-01,1.927
2025-10-02,1.923
2025-10-03,1.921
2025-10-06,1.925
2025-10-07,1.926
2025-10-08,1.924
2025-10-09,1.927
2025-10-10,1.926
2025-10-13,1.926
2025-10-14,1.927
2025-10-15,1.928
2025-10-16,1.928
2025-10-17,1.928
2025-10-20,1.927
2025-10-21,1.928
2025-10-22,1.927
2025-10-23,1.929
2025-10-24,1.928
2025-10-27,1.929
2025-10-28,1.93
2025-10-29,1.931
2025-10-30,1.931
2025-10-31,1.921
2025-11-03,1.932
2025-11-04,1.931
2025-11-05,1.929
2025-11-06,1.93
2025-11-07,1.932
2025-11-10,1.931
2025-11-11,1.93
2025-11-12,1.93
2025-11-13,1.93
2025-11-14,1.931
2025-11-17,1.929
2025-11-18,1.93
2025-11-19,1.929
2025-11-20,1.929
2025-11-21,1.926
2025-11-24,1.924
2025-11-25,1.926
2025-11-26,1.928
2025-11-27,1.927
2025-11-28,1.925
2025-12-01,1.93
2025-12-02,1.929
2025-12-03,1.926
2025-12-04,1.929
2025-12-05,1.929
2025-12-08,1.93
2025-12-09,1.929
2025-12-10,1.929
2025-12-11,1.93
2025-12-12,1.932
2025-12-15,1.93
2025-12-16,1.932
2025-12-17,1.932
2025-12-18,1.931
2025-12-19,1.933
2025-12-22,1.932
2025-12-23,1.925
2025-12-24,1.926
2025-12-29,1.934
2025-12-30,1.93
2025-12-31,1.921
2026-01-02,1.936
2026-01-05,1.933
2026-01-06,1.933
2026-01-07,1.933
2026-01-08,1.933
2026-01-09,1.932
2026-01-12,1.931
2026-01-13,1.93
2026-01-14,1.931
2026-01-15,1.93
2026-01-16,1.93
2026-01-19,1.929
2026-01-20,1.932
2026-01-21,1.932
2026-01-22,1.933
2026-01-23,1.933
2026-01-26,1.934
2026-01-27,1.934
2026-01-28,1.933
2026-01-29,1.933
2026-01-30,1.926
2026-02-02,1.933
2026-02-03,1.931
2026-02-04,1.932
2026-02-05,1.931
2026-02-06,1.93
2026-02-09,1.93
2026-02-10,1.929
2026-02-11,1.93
2026-02-12,1.931
2026-02-13,1.93
2026-02-16,1.929
2026-02-17,1.931
2026-02-18,1.931
2026-02-19,1.933
2026-02-20,1.932
2026-02-23,1.931
2026-02-24,1.932
2026-02-25,1.933
2026-02-26,1.935
2026-02-27,1.93
2026-03-02,1.934
2026-03-03,1.934
2026-03-04,1.934
2026-03-05,1.935
2026-03-06,1.933
2026-03-09,1.932
2026-03-10,1.933
2026-03-11,1.931
2026-03-12,1.932
2026-03-13,1.93
2026-03-16,1.932
2026-03-17,1.932
2026-03-18,1.933
2026-03-19,1.934
2026-03-20,1.932
2026-03-23,1.932
2026-03-24,1.932
2026-03-25,1.93
2026-03-26,1.93
2026-03-27,1.93
2026-03-30,1.932
2026-03-31,1.929
2026-04-01,1.93
2026-04-02,1.931
2026-04-07,1.931
2026-04-08,1.931
2026-04-09,1.931
2026-04-10,1.932
2026-04-13,1.932
2026-04-14,1.932
2026-04-15,1.932
2026-04-16,1.932
2026-04-17,1.932
2026-04-20,1.931
2026-04-21,1.932
2026-04-22,1.931
2026-04-23,1.933
2026-04-24,1.933
2026-04-27,1.932
2026-04-28,1.932
2026-04-29,1.932
2026-04-30,1.93
2026-05-04,1.932
2026-05-05,1.932
2026-05-06,1.931
2026-05-07,1.93
2026-05-08,1.929
2026-05-11,1.931
2026-05-12,1.929
2026-05-13,1.928
2026-05-14,1.93
2026-05-15,1.931
2026-05-18,1.931
2026-05-19,1.929
2026-05-20,1.931
2026-05-21,1.932
2026-05-22,1.929
2026-05-25,1.931
2026-05-26,1.932
2026-05-27,1.932
2026-05-28,1.933
2026-05-29,1.93
2026-06-01,1.931
2026-06-02,1.932
2026-06-03,1.931
2026-06-04,1.933
2026-06-05,1.931
2026-06-08,1.93
2026-06-09,1.93
2026-06-10,1.93
2026-06-11,1.931
2026-06-12,1.931
2026-06-15,1.931
2026-06-16,1.931
2026-06-17,2.182
2026-06-18,2.18
2026-06-19,2.181
2026-06-22,2.181
2026-06-23,2.182
2026-06-24,2.181
2026-06-25,2.183
2026-06-26,2.181
2026-06-29,2.182
2026-06-30,2.182
2026-07-01,2.183
2026-07-02,2.183
2026-07-03,2.183
2026-07-06,2.182
2026-07-07,2.182
2026-07-08,2.182
2026-07-09,2.182
2026-07-10,2.182
2026-07-13,2.184
2026-07-14,2.184
2026-07-15,2.184
2026-07-16,2.185
2026-07-17,2.186
2026-07-20,2.184
2026-07-21,2.183
2026-07-22,2.184
2026-07-23,2.185
2026-07-24,2.186
2026-07-27,2.185
2026-07-28,2.184
2026-07-29,2.185
2026-07-30,2.185
2026-07-31,2.184
2026-08-03,2.185
2026-08-04,2.185
2026-08-05,2.185
2026-08-06,2.185
2026-08-07,2.185
2026-08-10,2.184
2026-08-11,2.184
2026-08-12,2.185
2026-08-13,2.188
2026-08-14,2.189
2026-08-17,2.187
2026-08-18,2.188
2026-08-19,2.188
2026-08-20,2.191
2026-08-21,2.189
2026-08-24,2.189
2026-08-25,2.189
2026-08-26,2.187
2026-08-27,2.188
2026-08-28,2.19
2026-08-31,2.185
2026-09-01,2.188
2026-09-02,2.188
2026-09-03,2.189
2026-09-04,2.189
2026-09-07,2.188
